subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;silhouette_score_komoditas;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas
Perkebunan;Teh;Kalimantan Selatan;2026;0;0;1;0,885351589;0;-448,2593994;-448,2593994;41,66666667;297,8888889;326,7777778;-787,4728394;326,7777778;-1989,934814;0,00794816;470;8
Pangan;Ubi Jalar;Kalimantan Selatan;2026;198,8681788;399;2;0,40965744;8376,777018;6206,894531;6206,894531;0;0;0;-448,2593994;0;0;0,000156684;1302;22
Perkebunan;Aren;Sumatera Barat;2026;1557,888889;1407,333333;4;0,326927589;1631,481386;-825,0805664;-825,0805664;1179338,37;250242,8957;41,1042245;1152373,875;41,1042245;-2,286408692;0,094644206;48;12
Perkebunan;Cengkeh;Sumatera Barat;2026;432;9920;1;0,305949423;1954,084862;1854,275757;1854,275757;968324,36;188505,2514;43,0406943;940892,5;43,0406943;-2,832920572;0,075860434;64;13
Perkebunan;Jambu Mete;Sumatera Barat;2026;0;0;2;0,349646015;0;-1712,400879;-1712,400879;920086,08;182864,9618;45,58885104;985438;45,58885104;7,10280499;0,075011402;65;14
Perkebunan;Kakao;Sumatera Barat;2026;789,5555556;63054,66667;4;0,292315492;35605,13289;52692,45313;52692,45313;757829,16;244942,7367;30,31492302;744793,1875;30,31492302;-1,720172987;0,071537519;68;15
Perkebunan;Kapuk;Sumatera Barat;2026;265,4444444;103,1111111;1;0,825865712;21,65417778;-2983,097168;-2983,097168;680820,2;131913,5946;43,22745042;649963,1875;43,22745042;-4,532329167;0,053065748;84;16
Perkebunan;Karet;Sumatera Barat;2026;995,3333333;116531,2222;3;0,429076057;109878,3661;109637,6953;109637,6953;587866,28;102920,7622;61,41523777;671243,5625;61,41523777;14,18303538;0,047978896;92;17
Perkebunan;Kayu Manis;Sumatera Barat;2026;1118,666667;29981,55556;4;0,507886572;14686,5961;21514,44922;21514,44922;547510,1;103298,0069;49,43048923;548873,6875;49,43048923;0,249052483;0,043166314;103;18
Perkebunan;Kelapa;Sumatera Barat;2026;1239,444444;85319,88889;1;0,299446572;82241,09403;109642,6797;109642,6797;333428,63;103249,3057;33,28846583;346097,6563;33,28846583;3,799621601;0,031389356;143;19
Perkebunan;Kelapa Sawit;Sumatera Barat;2026;7253,111111;442235,8889;4;0,369209793;1386692,193;1393053;1393053;386084,41;65295,37844;50,76860375;336306,2188;50,76860375;-12,89308503;0,028404269;163;20
Perkebunan;Kemiri;Sumatera Barat;2026;963,3333333;2161,666667;3;0,379593335;1363,679901;-765,4049072;-765,4049072;367791;67745,16243;45,47445578;342263,8125;45,47445578;-6,940677586;0,028177547;166;21
Perkebunan;Kopi Arabica;Sumatera Barat;2026;830,7777778;6205,777778;4;0,405448294;3267,690299;2060,40625;2060,40625;270866,92;62213,89002;40,02767118;258724,4531;40,02767118;-4,48281646;0,02227736;214;22
Perkebunan;Kopi Robusta;Sumatera Barat;2026;919,2222222;17654,66667;1;0,332957999;12198,06623;12046,32129;12046,32129;266567,39;55102,04667;50,01971305;276217,2188;50,01971305;3,620033474;0,021859087;217;23
Perkebunan;Lada;Sumatera Barat;2026;579,1111111;46,88888889;1;0,34142663;20,13377889;-2316,706055;-2316,706055;281171,26;50153,05317;50,9572149;269762,7188;50,9572149;-4,05750618;0,021656775;222;24
Perkebunan;Pala;Sumatera Barat;2026;0,613333333;5127,555556;2;0,376517578;1665,112664;3693,597656;3693,597656;265111,82;57865,68182;44,7011512;252123,6875;44,7011512;-4,899114834;0,021446124;225;25
Perkebunan;Panili;Sumatera Barat;2026;28,77777778;14,11111111;3;0,337091575;0,004266667;-748,7227173;-748,7227173;232071,27;55946,06445;39,34469153;222130,5938;39,34469153;-4,283458375;0,019425409;246;26
Perkebunan;Sagu;Sumatera Barat;2026;709,5555556;1420,555556;1;0,423813304;667,7730511;-1476,488281;-1476,488281;103818,57;23635,57333;38,68622552;86766,07031;38,68622552;-16,42528855;0,008311599;458;27
Perkebunan;Tebu;Sumatera Barat;2026;0;0;4;0,523048354;0;-1779,140625;-1779,140625;64303,5;16591,21904;41,84701147;65052,50391;41,84701147;1,164794928;0,00576186;558;28
Perkebunan;Teh;Sumatera Barat;2026;2,356302402;1624,888889;1;0,885351589;3587,587077;1047,987183;1047,987183;38038,08;8330,526653;36,62919627;31378,79102;36,62919627;-17,50690094;0,003167052;721;29
Pangan;Ubi Jalar;Sumatera Barat;2026;302,8435243;3540,333333;2;0,40965744;111802,4998;101026,0938;101026,0938;0;0;0;-448,2593994;0;0;0,000156684;1302;17
