subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_prediksi_produksi;c4_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;luas_panen;prediksi_produksi_2026;pertumbuhan_produksi_2026;
pangan;kacang hijau;Sulawesi Tengah;2026;2;0,537142159;178;246;-458,452179;-357,5574039;0,001323446;1186;15;33;473,8190002;-2074,245834;
pangan;kacang hijau;Sulawesi Tenggara;2026;1;0,537142159;134;277,6666667;-458,452179;-442,1284918;0,001323683;1184;13;56;473,8190002;-977,442593;
pangan;kacang hijau;Sulawesi Utara;2026;2;0,537142159;135;150,6666667;-458,452179;-439,5942066;0,001322758;1203;19;365;458,452179;-241,0622089;
pangan;kacang hijau;Sumatera Barat;2026;1;0,537142159;97;167,6666667;-2646,584961;-2828,438104;0,001312667;1307;32;1109,666667;1095,457275;140,2318586;
pangan;kacang hijau;Sumatera Selatan;2026;2;0,537142159;143;217;-458,452179;-420,5959293;0,001323184;1190;16;4,333333333;473,8190002;-11945,47501;
pangan;kacang hijau;Sumatera Utara;2026;1;0,537142159;456;1109,666667;1095,457275;140,2318586;0,001353892;894;7;10,66666667;473,8190002;-3061,368752;
pangan;kacang tanah;Aceh;2026;3;0,522859552;956;983;6,763905048;-99,29247855;0,001342378;979;18;50,33333333;473,8190002;-1679,396667;
pangan;kacang tanah;Bali;2026;3;0,522859552;2516;3080;3480,155762;38,32097622;0,001508506;668;9;17574;28036,25586;9,933168095;
pangan;kacang tanah;Banten;2026;3;0,522859552;1970;2002,333333;2791,282471;41,68946552;0,001416896;750;11;76290,66667;95887,39063;-3,52895958;
pangan;kacang tanah;Bengkulu;2026;3;0,522859552;953;1029;6,763905048;-99,29025131;0,001343892;972;17;179,6666667;458,452179;-374,5222628;
pangan;kacang tanah;Daerah Istimewa Yogyakarta;2026;3;0,522859552;69151;55225,66667;63028,89844;-8,853236486;0,012553817;199;2;3080;3480,155762;38,32097622;
pangan;kacang tanah;Daerah Khusus Ibukota Jakarta;2026;1;0,522859552;0;0;-560,0568848;0;0,001321888;1219;33;874;4,115945339;-100,3748584;
pangan;kacang tanah;Gorontalo;2026;3;0,522859552;249;165;-458,452179;-284,1173409;0,001322938;1198;28;8669;12733,67676;31,5870286;
pangan;kacang tanah;Jambi;2026;2;0,522859552;1016;747,6666667;132,855484;-86,92367283;0,001336619;1021;20;768,3333333;4,115945339;-100,5373297;
pangan;kacang tanah;Jawa Barat;2026;2;0,522859552;25503;17574;28036,25586;9,933168095;0,004374744;329;4;1029;6,763905048;-99,29025131;
pangan;kacang tanah;Jawa Tengah;2026;4;0,522859552;44051;37653,33333;44258,17969;0,470317785;0,008598951;233;3;2002,333333;2791,282471;41,68946552;
pangan;kacang tanah;Jawa Timur;2026;4;0,522859552;99395;76290,66667;95887,39063;-3,52895958;0,017428775;165;1;983;6,763905048;-99,29247855;
pangan;kacang tanah;Kalimantan Barat;2026;2;0,522859552;550;521,6666667;-458,452179;-183,3549416;0,001327354;1162;23;7242;8324,128906;17,14225874;
pangan;kacang tanah;Kalimantan Selatan;2026;3;0,522859552;2160;1780;2669,732666;23,59873454;0,001403339;773;13;1780;2669,732666;23,59873454;
pangan;kacang tanah;Kalimantan Tengah;2026;3;0,522859552;194;151;-458,452179;-336,3155562;0,001322817;1202;30;2381;2977,23584;70,12776228;
pangan;kacang tanah;Kalimantan Timur;2026;3;0,522859552;397;366;-458,452179;-215,4791383;0,001324872;1173;24;144;458,452179;-248,8481101;
pangan;kacang tanah;Kalimantan Utara;2026;3;0,522859552;39;47;-473,8190002;-1314,920513;0,001321994;1216;32;2170,666667;830,0252686;-70,52467086;
pangan;kacang tanah;Kepulauan Bangka Belitung;2026;3;0,522859552;167;179,6666667;-458,452179;-374,5222628;0,001322956;1197;27;235;458,452179;-422,8536472;
pangan;kacang tanah;Kepulauan Riau;2026;3;0,522859552;30;50,33333333;-473,8190002;-1679,396667;0,001321876;1221;34;4381,333333;9814,326172;98,10912741;
pangan;kacang tanah;Lampung;2026;2;0,522859552;1282;1061,333333;6,763905048;-99,4723943;0,001345765;944;16;47;473,8190002;-1314,920513;
pangan;kacang tanah;Maluku;2026;3;0,522859552;766;768,3333333;-4,115945339;-100,5373297;0,001335766;1034;21;538;458,452179;-187,4908738;
pangan;kacang tanah;Maluku Utara;2026;3;0,522859552;524;538;-458,452179;-187,4908738;0,001327611;1160;22;13980,33333;27153,01367;16,98338577;
pangan;kacang tanah;Nusa Tenggara Barat;2026;3;0,522859552;23211;13980,33333;27153,01367;16,98338577;0,003706271;356;5;55225,66667;63028,89844;-8,853236486;
pangan;kacang tanah;Nusa Tenggara Timur;2026;3;0,522859552;7106;7242;8324,128906;17,14225874;0,002116809;487;7;165;458,452179;-284,1173409;
pangan;kacang tanah;Papua;2026;1;0,522859552;308;144;-458,452179;-248,8481101;0,001322875;1200;29;1233,666667;21,81902504;-101,6198237;
pangan;kacang tanah;Papua Barat;2026;3;0,522859552;66;61;-473,8190002;-817,9075761;0,001322192;1211;31;1075,333333;21,81902504;-101,585685;
pangan;kacang tanah;Riau;2026;2;0,522859552;434;348,6666667;-458,452179;-205,6341426;0,001324701;1175;25;61;473,8190002;-817,9075761;
pangan;kacang tanah;Sulawesi Barat;2026;3;0,522859552;142;235;-458,452179;-422,8536472;0,001323321;1188;26;348,6666667;458,452179;-205,6341426;
pangan;kacang tanah;Sulawesi Selatan;2026;3;0,522859552;9677;8669;12733,67676;31,5870286;0,002419582;453;6;0;560,0568848;0;
pangan;kacang tanah;Sulawesi Tengah;2026;3;0,522859552;1347;1233,666667;-21,81902504;-101,6198237;0,001352221;906;14;151;458,452179;-336,3155562;
pangan;kacang tanah;Sulawesi Tenggara;2026;1;0,522859552;1750;2381;2977,23584;70,12776228;0,00144349;721;10;37653,33333;44258,17969;0,470317785;
pangan;kacang tanah;Sulawesi Utara;2026;3;0,522859552;1376;1075,333333;-21,81902504;-101,585685;0,00134633;940;15;366;458,452179;-215,4791383;
pangan;kacang tanah;Sumatera Barat;2026;3;0,522859552;2816;2170,666667;830,0252686;-70,52467086;0,001414923;756;12;521,6666667;458,452179;-183,3549416;
pangan;kacang tanah;Sumatera Selatan;2026;2;0,522859552;1098;874;-4,115945339;-100,3748584;0,001339281;1000;19;1061,333333;6,763905048;-99,4723943;
pangan;kacang tanah;Sumatera Utara;2026;2;0,522859552;4954;4381,333333;9814,326172;98,10912741;0,001739382;576;8;747,6666667;132,855484;-86,92367283;
Perkebunan;Kakao;Aceh;2026;4;0,50341112;35787;91269,22222;34354,20703;-4,003668843;0,019276693;156;5;4958,777778;2193,127686;13,04781884;
Perkebunan;Kakao;Bali;2026;4;0,50341112;4690;13465,22222;2780,598145;-40,71219308;0,003137833;388;15;7726,444444;1227,237061;-18,45600927;
Perkebunan;Kakao;Banten;2026;3;0,50341112;2033,666667;7595,444444;1346,991455;-33,76537674;0,002081078;497;20;24017,11111;7032,407715;-16,84840318;
Perkebunan;Kakao;Bengkulu;2026;3;0,50341112;2784;4950,666667;2639,669434;-5,184287586;0,001707461;592;23;61095,11111;27845,45508;32,43553947;
Perkebunan;Kakao;Daerah Istimewa Yogyakarta;2026;3;0,50341112;1940;4958,777778;2193,127686;13,04781884;0,001701751;596;24;30050;7032,407715;-15,00594978;
Perkebunan;Kakao;Daerah Khusus Ibukota Jakarta;2026;3;0,50341112;0;0;-947,8900146;0;0,001319779;1265;33;9474,777778;4323,734863;-3,308202834;
Perkebunan;Kakao;Gorontalo;2026;3;0,50341112;1877,666667;12922;1114,042236;-40,66879622;0,003020387;399;16;2761,777778;1585,059326;94,96424676;
Perkebunan;Kakao;Jambi;2026;3;0,50341112;790,6666667;2104,111111;2039,536011;157,9514347;0,001413147;759;30;213233;100108,2891;-1,340039163;
Perkebunan;Kakao;Jawa Barat;2026;3;0,50341112;693,3333333;5154,777778;1966,928467;183,6916058;0,001722858;587;22;7584,333333;1811,633667;-29,21462619;
Perkebunan;Kakao;Jawa Tengah;2026;2;0,50341112;1413;4438;2880,535645;103,8595644;0,001641541;613;25;6794,333333;1227,237061;156,2081546;
Perkebunan;Kakao;Jawa Timur;2026;2;0,50341112;16909,66667;37627,77778;16932,08789;0,132594121;0,008092211;242;10;4438;2880,535645;103,8595644;
Perkebunan;Kakao;Kalimantan Barat;2026;3;0,50341112;746,3333333;4197,555556;2031,865479;172,2463794;0,001605193;628;26;3451,888889;2265,05835;154,3104434;
Perkebunan;Kakao;Kalimantan Selatan;2026;3;0,50341112;60,66666667;334,5555556;-885,7592773;-1560,042765;0,001321506;1227;32;63054,66667;47545,82813;34,45711358;
Perkebunan;Kakao;Kalimantan Tengah;2026;4;0,50341112;1580;3143,222222;2288,239502;44,82528493;0,001499441;678;28;177983,1111;98503,69531;19,53848385;
Perkebunan;Kakao;Kalimantan Timur;2026;3;0,50341112;1505;7726,444444;1227,237061;-18,45600927;0,002100265;492;18;26;901,1258545;-11364,07318;
Perkebunan;Kakao;Kalimantan Utara;2026;3;0,50341112;813;2761,777778;1585,059326;94,96424676;0,001458338;708;29;268031;126547,4531;-0,609117657;
Perkebunan;Kakao;Kepulauan Bangka Belitung;2026;3;0,50341112;302;542,1111111;-885,7592773;-393,297774;0,001325052;1170;31;16680,66667;3484,679443;-36,35288688;
Perkebunan;Kakao;Kepulauan Riau;2026;4;0,50341112;8;26;-901,1258545;-11364,07318;0,001316214;1296;34;53386,33333;42250,76563;13,30320629;
Perkebunan;Kakao;Lampung;2026;4;0,50341112;47316,33333;76516,33333;43466,51953;-8,136331645;0,016383518;171;6;0;947,8900146;0;
Perkebunan;Kakao;Maluku;2026;3;0,50341112;8457,333333;24017,11111;7032,407715;-16,84840318;0,005243118;302;12;4197,555556;2031,865479;172,2463794;
Perkebunan;Kakao;Maluku Utara;2026;3;0,50341112;7469;22189,88889;6559,036621;-12,18320229;0,00487067;313;13;334,5555556;885,7592773;-1560,042765;
Perkebunan;Kakao;Nusa Tenggara Barat;2026;3;0,50341112;2559,333333;7584,333333;1811,633667;-29,21462619;0,002083545;495;19;76516,33333;43466,51953;-8,136331645;
Perkebunan;Kakao;Nusa Tenggara Timur;2026;4;0,50341112;21025,66667;61095,11111;27845,45508;32,43553947;0,012971858;196;8;2104,111111;2039,536011;157,9514347;
Perkebunan;Kakao;Papua;2026;3;0,50341112;8274;30050;7032,407715;-15,00594978;0,006463038;282;11;37627,77778;16932,08789;0,132594121;
Perkebunan;Kakao;Papua Barat;2026;3;0,50341112;479;6794,333333;1227,237061;156,2081546;0,001952142;523;21;22189,88889;6559,036621;-12,18320229;
Perkebunan;Kakao;Riau;2026;3;0,50341112;890,6666667;3451,888889;2265,05835;154,3104434;0,001527266;658;27;141359,8889;66174,83594;-2,717446066;
Perkebunan;Kakao;Sulawesi Barat;2026;4;0,50341112;68023,33333;141359,8889;66174,83594;-2,717446066;0,029875415;98;4;4950,666667;2639,669434;-5,184287586;
Perkebunan;Kakao;Sulawesi Selatan;2026;4;0,50341112;82403,33333;177983,1111;98503,69531;19,53848385;0,037595246;78;3;7595,444444;1346,991455;-33,76537674;
Perkebunan;Kakao;Sulawesi Tengah;2026;4;0,50341112;127323;268031;126547,4531;-0,609117657;0,056257455;51;1;91269,22222;34354,20703;-4,003668843;
Perkebunan;Kakao;Sulawesi Tenggara;2026;4;0,50341112;101468;213233;100108,2891;-1,340039163;0,044878637;68;2;13465,22222;2780,598145;-40,71219308;
Perkebunan;Kakao;Sulawesi Utara;2026;3;0,50341112;5475;16680,66667;3484,679443;-36,35288688;0,003760782;353;14;3143,222222;2288,239502;44,82528493;
Perkebunan;Kakao;Sumatera Barat;2026;4;0,50341112;35361,33333;63054,66667;47545,82813;34,45711358;0,013583564;192;7;12922;1114,042236;-40,66879622;
Perkebunan;Kakao;Sumatera Selatan;2026;3;0,50341112;4471,666667;9474,777778;4323,734863;-3,308202834;0,002422576;452;17;542,1111111;885,7592773;-393,297774;
Perkebunan;Kakao;Sumatera Utara;2026;4;0,50341112;37290;53386,33333;42250,76563;13,30320629;0,011606969;207;9;5154,777778;1966,928467;183,6916058;
Perkebunan;Kapuk;Aceh;2026;2;0,567697984;264;1159,777778;-420,5443115;-259,2970877;0,001345029;949;7;243,1111111;885,7592773;-3740,106619;
Perkebunan;Kapuk;Bali;2026;1;0,567697984;37,33333333;627,1111111;-431,4242554;-1255,600684;0,001328842;1155;11;36706,11111;13294,6875;16,63370716;
Perkebunan;Kapuk;Banten;2026;1;0,567697984;27,66666667;181;-885,7592773;-3301,539557;0,001319572;1267;20;0;951,6485596;-23891,21399;
Perkebunan;Kapuk;Bengkulu;2026;2;0,567697984;27;177,4444444;-885,7592773;-3380,589916;0,001319524;1268;21;0;947,8900146;0;
Perkebunan;Kapuk;Daerah Istimewa Yogyakarta;2026;1;0,567697984;0,333333333;32;-901,1258545;-270437,7563;0,001229062;1332;29;576,4444444;677,5092773;289,3731479;
Perkebunan;Kapuk;Daerah Khusus Ibukota Jakarta;2026;1;0,567697984;0;0;-947,8900146;0;0,001319779;1265;19;607,6666667;431,4242554;-494,5953555;
Perkebunan;Kapuk;Gorontalo;2026;1;0,567697984;24,33333333;243,1111111;-885,7592773;-3740,106619;0,001319874;1264;18;0;947,8900146;0;
Perkebunan;Kapuk;Jambi;2026;1;0,567697984;0;0;-810,9185791;0;0,001320499;1240;14;3;897,3672485;0;
Perkebunan;Kapuk;Jawa Barat;2026;2;0,567697984;175;1405,888889;689,1976318;293,8272182;0,00136274;866;6;0;947,8900146;0;
Perkebunan;Kapuk;Jawa Tengah;2026;2;0,567697984;5075,333333;22246,77778;4771,873535;-5,979110696;0,004865946;314;2;627,1111111;431,4242554;-1255,600684;
Perkebunan;Kapuk;Jawa Timur;2026;2;0,567697984;11398,66667;36706,11111;13294,6875;16,63370716;0,007858657;250;1;1159,777778;420,5443115;-259,2970877;
Perkebunan;Kapuk;Kalimantan Barat;2026;2;0,567697984;6,333333333;134;-885,7592773;-14085,6728;0,001315687;1298;24;776,6666667;431,4242554;-451,704556;
Perkebunan;Kapuk;Kalimantan Selatan;2026;2;0,567697984;19;110,8888889;-885,7592773;-4761,890933;0,001318727;1279;22;145,2222222;885,7592773;-5310,34869;
Perkebunan;Kapuk;Kalimantan Tengah;2026;1;0,567697984;0;3;-897,3672485;0;0,001320042;1255;16;0,666666667;897,3672485;0;
Perkebunan;Kapuk;Kalimantan Timur;2026;2;0,567697984;2,666666667;11;-901,1258545;-33892,21954;0,001308619;1318;26;0;947,8900146;0;
Perkebunan;Kapuk;Kalimantan Utara;2026;2;0,567697984;0;0,666666667;-897,3672485;0;0,001320042;1257;17;0;947,8900146;0;
Perkebunan;Kapuk;Kepulauan Bangka Belitung;2026;1;0,567697984;0;0;-947,8900146;0;0,001319779;1265;19;14,55555556;901,1258545;-45156,29272;
Perkebunan;Kapuk;Kepulauan Riau;2026;1;0,567697984;0;0;-947,8900146;0;0,001319779;1265;19;0;947,8900146;0;
Perkebunan;Kapuk;Lampung;2026;2;0,567697984;109,3333333;607,6666667;-431,4242554;-494,5953555;0,00132871;1157;12;134;885,7592773;-14085,6728;
Perkebunan;Kapuk;Maluku;2026;1;0,567697984;2;14,55555556;-901,1258545;-45156,29272;0,001304831;1320;28;310,3333333;885,7592773;-1498,56728;
Perkebunan;Kapuk;Maluku Utara;2026;1;0,567697984;0;0;-947,8900146;0;0,001319779;1265;19;1430,111111;949,2966309;361,570485;
Perkebunan;Kapuk;Nusa Tenggara Barat;2026;1;0,567697984;205,6666667;1430,111111;949,2966309;361,570485;0,001365833;851;5;32;901,1258545;-270437,7563;
Perkebunan;Kapuk;Nusa Tenggara Timur;2026;2;0,567697984;1659,333333;12013,66667;295,1514587;-82,21264813;0,002847748;411;3;181;885,7592773;-3301,539557;
Perkebunan;Kapuk;Papua;2026;1;0,567697984;59;197;-885,7592773;-1601,286911;0,001320252;1246;15;11;901,1258545;-33892,21954;
Perkebunan;Kapuk;Papua Barat;2026;1;0,567697984;4;0;-951,6485596;-23891,21399;0,001311717;1310;25;691,7777778;431,4242554;-474,0672734;
Perkebunan;Kapuk;Riau;2026;1;0,567697984;0;0;-947,8900146;0;0,001319779;1265;19;12013,66667;295,1514587;-82,21264813;
Perkebunan;Kapuk;Sulawesi Barat;2026;1;0,567697984;17;145,2222222;-885,7592773;-5310,34869;0,001318695;1280;23;6408,555556;1881,377319;75,44706118;
Perkebunan;Kapuk;Sulawesi Selatan;2026;2;0,567697984;1072,333333;6408,555556;1881,377319;75,44706118;0,001898673;533;4;177,4444444;885,7592773;-3380,589916;
Perkebunan;Kapuk;Sulawesi Tengah;2026;2;0,567697984;122,6666667;776,6666667;-431,4242554;-451,704556;0,001332616;1079;9;1405,888889;689,1976318;293,8272182;
Perkebunan;Kapuk;Sulawesi Tenggara;2026;1;0,567697984;115,3333333;691,7777778;-431,4242554;-474,0672734;0,001330537;1116;10;22246,77778;4771,873535;-5,979110696;
Perkebunan;Kapuk;Sulawesi Utara;2026;2;0,567697984;0;0;-947,8900146;0;0,001319779;1265;19;197;885,7592773;-1601,286911;
Perkebunan;Kapuk;Sumatera Barat;2026;2;0,567697984;21;103,1111111;-3073,89209;-14737,58138;0,001307303;1319;27;103,1111111;3073,89209;-14737,58138;
Perkebunan;Kapuk;Sumatera Selatan;2026;2;0,567697984;63,33333333;310,3333333;-885,7592773;-1498,56728;0,001321263;1233;13;110,8888889;885,7592773;-4761,890933;
Perkebunan;Kapuk;Sumatera Utara;2026;2;0,567697984;174;576,4444444;677,5092773;289,3731479;0,001335768;1032;8;0;810,9185791;0;
Perkebunan;Karet;Aceh;2026;3;0,499658623;56837,66667;76840,55556;47545,5625;-16,34849689;0,01655985;169;11;19632;17590,74219;2,129250972;
Perkebunan;Karet;Bali;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;0;947,8900146;0;
Perkebunan;Karet;Banten;2026;3;0,499658623;7088;11825,55556;4027,630127;-43,17677586;0,002853477;409;18;21846,55556;7032,407715;-27,87520719;
Perkebunan;Karet;Bengkulu;2026;3;0,499658623;75321,66667;90503,66667;67002,51563;-11,04483133;0,019634318;153;10;28041,77778;20013,7832;-14,30743926;
Perkebunan;Karet;Daerah Istimewa Yogyakarta;2026;2;0,499658623;12;62,88888889;-901,1258545;-7609,382121;0,001317539;1290;27;345738,5556;272497,2813;-2,394627681;
Perkebunan;Karet;Daerah Khusus Ibukota Jakarta;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;227234,2222;188731,8438;-4,460212604;
Perkebunan;Karet;Gorontalo;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;0;947,8900146;0;
Perkebunan;Karet;Jambi;2026;1;0,499658623;250457;380360,8889;229221,6094;-8,478657265;0,080324337;39;2;0;947,8900146;0;
Perkebunan;Karet;Jawa Barat;2026;3;0,499658623;20996,33333;38430,33333;19616,85156;-6,570107975;0,008296659;241;14;278221,7778;113448,0156;-6,668628243;
Perkebunan;Karet;Jawa Tengah;2026;3;0,499658623;23355,33333;28041,77778;20013,7832;-14,30743926;0,006238305;289;15;71213,44444;61146,83594;2,770094463;
Perkebunan;Karet;Jawa Timur;2026;4;0,499658623;17224;19632;17590,74219;2,129250972;0,00451829;325;17;38072,11111;24878,81836;-21,55669114;
Perkebunan;Karet;Kalimantan Barat;2026;2;0,499658623;170700,3333;305671,3333;153788,0938;-9,90756096;0,064296376;47;4;90503,66667;67002,51563;-11,04483133;
Perkebunan;Karet;Kalimantan Selatan;2026;3;0,499658623;139856,6667;186242;131484,7344;-5,986080243;0,039966892;74;7;0;947,8900146;0;
Perkebunan;Karet;Kalimantan Tengah;2026;3;0,499658623;121554;278221,7778;113448,0156;-6,668628243;0,058199255;48;5;62,88888889;901,1258545;-7609,382121;
Perkebunan;Karet;Kalimantan Timur;2026;3;0,499658623;59498,66667;71213,44444;61146,83594;2,770094463;0,015555098;177;12;305671,3333;153788,0938;-9,90756096;
Perkebunan;Karet;Kalimantan Utara;2026;2;0,499658623;175;2189,777778;1902,564575;987,1797573;0,001417317;748;22;0;947,8900146;0;
Perkebunan;Karet;Kepulauan Bangka Belitung;2026;3;0,499658623;31715,66667;38072,11111;24878,81836;-21,55669114;0,008353017;239;13;186242;131484,7344;-5,986080243;
Perkebunan;Karet;Kepulauan Riau;2026;3;0,499658623;9750,333333;21846,55556;7032,407715;-27,87520719;0,004815822;316;16;2189,777778;1902,564575;987,1797573;
Perkebunan;Karet;Lampung;2026;3;0,499658623;98450;143339,1111;93980,98438;-4,539375952;0,030686028;95;8;380360,8889;229221,6094;-8,478657265;
Perkebunan;Karet;Maluku;2026;2;0,499658623;683,6666667;6395,555556;1881,377319;175,1892715;0,001896253;534;20;6395,555556;1881,377319;175,1892715;
Perkebunan;Karet;Maluku Utara;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;8303,222222;2243,255615;-38,81473911;
Perkebunan;Karet;Nusa Tenggara Barat;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;5319,555556;2199,147949;17,81149728;
Perkebunan;Karet;Nusa Tenggara Timur;2026;2;0,499658623;0;0;-1055,970947;0;0,00131923;1275;26;784593,5556;673584,1875;-1,048855704;
Perkebunan;Karet;Papua;2026;2;0,499658623;1608;969,8888889;-641,6191406;-139,9016878;0,001339801;996;23;0;1055,970947;0;
Perkebunan;Karet;Papua Barat;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;792;431,4242554;-319,3682654;
Perkebunan;Karet;Riau;2026;3;0,499658623;197542,6667;227234,2222;188731,8438;-4,460212604;0,049193529;61;6;0;947,8900146;0;
Perkebunan;Karet;Sulawesi Barat;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;0;947,8900146;0;
Perkebunan;Karet;Sulawesi Selatan;2026;3;0,499658623;3666,333333;8303,222222;2243,255615;-38,81473911;0,002207494;477;19;143339,1111;93980,98438;-4,539375952;
Perkebunan;Karet;Sulawesi Tengah;2026;3;0,499658623;1866,666667;5319,555556;2199,147949;17,81149728;0,001748799;573;21;0;947,8900146;0;
Perkebunan;Karet;Sulawesi Tenggara;2026;2;0,499658623;196,6666667;792;-431,4242554;-319,3682654;0,001333086;1068;24;969,8888889;641,6191406;-139,9016878;
Perkebunan;Karet;Sulawesi Utara;2026;2;0,499658623;0;0;-947,8900146;0;0,001319779;1265;25;116531,2222;104367,4219;-6,525196927;
Perkebunan;Karet;Sumatera Barat;2026;3;0,499658623;111653;116531,2222;104367,4219;-6,525196927;0,025542931;114;9;38430,33333;19616,85156;-6,570107975;
Perkebunan;Karet;Sumatera Selatan;2026;2;0,499658623;680724;784593,5556;673584,1875;-1,048855704;0,166528215;18;1;76840,55556;47545,5625;-16,34849689;
Perkebunan;Karet;Sumatera Utara;2026;1;0,499658623;279182,6667;345738,5556;272497,2813;-2,394627681;0,074148001;43;3;11825,55556;4027,630127;-43,17677586;
Perkebunan;Kayu Manis;Aceh;2026;1;0,601670502;40,66666667;193,5555556;-885,7592773;-2278,096584;0,001319999;1262;11;107,2222222;1268,208008;3327,58921;
Perkebunan;Kayu Manis;Bali;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Banten;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;2829,777778;2131,067627;-24,83006607;
Perkebunan;Kayu Manis;Bengkulu;2026;1;0,601670502;40,33333333;682,6666667;-431,4242554;-1169,646914;0,001330082;1131;8;46398,11111;33249,28906;7,562265798;
Perkebunan;Kayu Manis;Daerah Istimewa Yogyakarta;2026;3;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Daerah Khusus Ibukota Jakarta;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0,555555556;897,3672485;0;
Perkebunan;Kayu Manis;Gorontalo;2026;1;0,601670502;22;114,8888889;-885,7592773;-4126,178533;0,001318957;1277;15;71,55555556;901,1258545;-2450,763099;
Perkebunan;Kayu Manis;Jambi;2026;3;0,601670502;30911,66667;46398,11111;33249,28906;7,562265798;0,010075408;220;1;193,5555556;885,7592773;-2278,096584;
Perkebunan;Kayu Manis;Jawa Barat;2026;1;0,601670502;5,666666667;72,77777778;-985,8181152;-17496,79027;0,001313796;1303;16;29981,55556;27693,14258;86,71212634;
Perkebunan;Kayu Manis;Jawa Tengah;2026;2;0,601670502;82,33333333;294;-37,08772278;-145,0458171;0,001326522;1165;9;72,77777778;985,8181152;-17496,79027;
Perkebunan;Kayu Manis;Jawa Timur;2026;2;0,601670502;37;107,2222222;1268,208008;3327,58921;0,001336039;1029;5;0;947,8900146;0;
Perkebunan;Kayu Manis;Kalimantan Barat;2026;2;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Kalimantan Selatan;2026;4;0,601670502;2835;2829,777778;2131,067627;-24,83006607;0,001475559;697;4;682,6666667;431,4242554;-1169,646914;
Perkebunan;Kayu Manis;Kalimantan Tengah;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Kalimantan Timur;2026;2;0,601670502;0;0,555555556;-897,3672485;0;0,001320042;1258;10;294;37,08772278;-145,0458171;
Perkebunan;Kayu Manis;Kalimantan Utara;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Kepulauan Bangka Belitung;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;757,8888889;431,4242554;-165,5992279;
Perkebunan;Kayu Manis;Kepulauan Riau;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Lampung;2026;4;0,601670502;657,6666667;757,8888889;-431,4242554;-165,5992279;0,001332685;1078;6;0;947,8900146;0;
Perkebunan;Kayu Manis;Maluku;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;16,11111111;901,1258545;-3862067,948;
Perkebunan;Kayu Manis;Maluku Utara;2026;1;0,601670502;0,023333333;16,11111111;-901,1258545;-3862067,948;0,000156566;1337;18;6131,888889;5336,777344;0,846132724;
Perkebunan;Kayu Manis;Nusa Tenggara Barat;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Nusa Tenggara Timur;2026;1;0,601670502;3,333333333;18;-890,7609863;-26822,82959;0,001311058;1313;17;727,3333333;431,4242554;-194,6797927;
Perkebunan;Kayu Manis;Papua;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;18;890,7609863;-26822,82959;
Perkebunan;Kayu Manis;Papua Barat;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Riau;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Sulawesi Barat;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Sulawesi Selatan;2026;1;0,601670502;21,66666667;172;-885,7592773;-4188,119742;0,001319219;1276;14;0;947,8900146;0;
Perkebunan;Kayu Manis;Sulawesi Tengah;2026;2;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;0;947,8900146;0;
Perkebunan;Kayu Manis;Sulawesi Tenggara;2026;1;0,601670502;0;0;-947,8900146;0;0,001319779;1265;12;172;885,7592773;-4188,119742;
