subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_prediksi_produksi;c4_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;luas_panen;prediksi_produksi_2026;pertumbuhan_produksi_2026;
Perkebunan;Panili;Bengkulu;2026;3;0,464271819;0,333333333;8;-901,1258545;-270437,7563;0,00122904;1335;27;259,4444444;225,6345978;27,95912917;
Perkebunan;Panili;Daerah Istimewa Yogyakarta;2026;3;0,464271819;3;22;-901,1258545;-30137,52848;0,001309891;1314;22;748,1111111;431,4242554;-781,1961927;
Perkebunan;Panili;Daerah Khusus Ibukota Jakarta;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;0;947,8900146;0;
Perkebunan;Panili;Gorontalo;2026;3;0,464271819;0;47,11111111;-897,3672485;0;0,001320087;1248;13;0;947,8900146;0;
Perkebunan;Panili;Jambi;2026;3;0,464271819;0;0;-810,9185791;0;0,001320499;1240;12;0;947,8900146;0;
Perkebunan;Panili;Jawa Barat;2026;3;0,464271819;146,3333333;944,3333333;1657,949219;1032,99491;0,001353146;898;4;8;901,1258545;-270437,7563;
Perkebunan;Panili;Jawa Tengah;2026;2;0,464271819;23,33333333;246,5555556;-37,08772278;-258,9473833;0,001326042;1168;8;0;810,9185791;0;
Perkebunan;Panili;Jawa Timur;2026;1;0,464271819;220,6666667;288,1111111;1268,208008;474,7166199;0,001336354;1024;5;22;901,1258545;-30137,52848;
Perkebunan;Panili;Kalimantan Barat;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;132,5555556;885,7592773;-2839,461683;
Perkebunan;Panili;Kalimantan Selatan;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;140,1111111;885,7592773;-88675,92773;
Perkebunan;Panili;Kalimantan Tengah;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;37;897,3672485;0;
Perkebunan;Panili;Kalimantan Timur;2026;1;0,464271819;3;6,666666667;-901,1258545;-30137,52848;0,001309881;1315;23;463,4444444;885,7592773;-2333,006582;
Perkebunan;Panili;Kalimantan Utara;2026;3;0,464271819;0;13;-897,3672485;0;0,001320047;1252;15;6,666666667;901,1258545;-30137,52848;
Perkebunan;Panili;Kepulauan Bangka Belitung;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;297,8888889;885,7592773;-2225,822266;
Perkebunan;Panili;Kepulauan Riau;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;3200,666667;4458,167969;-1034,626409;
Perkebunan;Panili;Lampung;2026;3;0,464271819;32,33333333;132,5555556;-885,7592773;-2839,461683;0,001319467;1269;18;0,222222222;897,3672485;0;
Perkebunan;Panili;Maluku;2026;3;0,464271819;1;140,1111111;-885,7592773;-88675,92773;0,001290622;1326;26;23,11111111;901,1258545;-6107,505697;
Perkebunan;Panili;Maluku Utara;2026;3;0,464271819;0;37;-897,3672485;0;0,001320071;1250;14;0;947,8900146;0;
Perkebunan;Panili;Nusa Tenggara Barat;2026;3;0,464271819;41,66666667;297,8888889;-885,7592773;-2225,822266;0,001320888;1236;11;288,1111111;1268,208008;474,7166199;
Perkebunan;Panili;Nusa Tenggara Timur;2026;4;0,464271819;477;3200,666667;-4458,167969;-1034,626409;0,001472593;701;1;0;947,8900146;0;
Perkebunan;Panili;Papua;2026;3;0,464271819;19,66666667;204,6666667;-885,7592773;-4603,860732;0,00131929;1274;19;0;947,8900146;0;
Perkebunan;Panili;Papua Barat;2026;3;0,464271819;0;0,222222222;-897,3672485;0;0,001320042;1259;16;13;897,3672485;0;
Perkebunan;Panili;Riau;2026;3;0,464271819;0;0;-947,8900146;0;0,001319779;1265;17;204,6666667;885,7592773;-4603,860732;
Perkebunan;Panili;Sulawesi Barat;2026;3;0,464271819;21,33333333;509,5555556;-885,7592773;-4251,996613;0,00132308;1192;9;944,3333333;1657,949219;1032,99491;
Perkebunan;Panili;Sulawesi Selatan;2026;3;0,464271819;67,66666667;1072,555556;1742,641357;2475,332055;0,001358551;877;3;97,11111111;901,1258545;-54167,55127;
Perkebunan;Panili;Sulawesi Tengah;2026;3;0,464271819;63,33333333;748,1111111;-431,4242554;-781,1961927;0,00133177;1094;6;0;947,8900146;0;
Perkebunan;Panili;Sulawesi Tenggara;2026;3;0,464271819;39,66666667;463,4444444;-885,7592773;-2333,006582;0,001322974;1196;10;246,5555556;37,08772278;-258,9473833;
Perkebunan;Panili;Sulawesi Utara;2026;3;0,464271819;76;1260,222222;2636,273193;3368,780518;0,001374323;834;2;296,8888889;885,7592773;-38061,11189;
Perkebunan;Panili;Sumatera Barat;2026;3;0,464271819;0;14,11111111;-3085,500244;0;0,001312076;1308;21;1072,555556;1742,641357;2475,332055;
Perkebunan;Panili;Sumatera Selatan;2026;1;0,464271819;15;23,11111111;-901,1258545;-6107,505697;0,00131798;1287;20;509,5555556;885,7592773;-4251,996613;
Perkebunan;Panili;Sumatera Utara;2026;1;0,464271819;176,3333333;259,4444444;225,6345978;27,95912917;0,001328032;1159;7;47,11111111;897,3672485;0;
Hortikultura;Pepaya;Aceh;2026;1;0,505079177;32199,28167;221,6488889;26366,12695;-18,11579145;0,002532677;435;8;199,2334444;15861,61523;6,119786832;
Hortikultura;Pepaya;Bali;2026;1;0,505079177;14176,37067;156,482;16870,53711;19,00462753;0,001775825;564;19;536,0305556;42519,60156;-40,30834069;
Hortikultura;Pepaya;Banten;2026;1;0,505079177;15335,029;134,1623333;16870,53711;10,01307601;0,00180208;558;18;25,65766667;3016,936279;192,892122;
Hortikultura;Pepaya;Bengkulu;2026;1;0,505079177;24950,992;126,0165556;25647,53711;2,791652971;0,002277577;467;12;197,1265556;25647,53711;-1,383944482;
Hortikultura;Pepaya;Daerah Istimewa Yogyakarta;2026;1;0,505079177;16928,22133;223,6854444;17952,98633;6,053589297;0,00186606;541;17;42,16566667;4884,627441;4,379206021;
Hortikultura;Pepaya;Daerah Khusus Ibukota Jakarta;2026;1;0,505079177;1095,641333;7,184444444;3016,936279;175,3580198;0,001352676;902;32;396,9553333;37754,62891;-5,095914173;
Hortikultura;Pepaya;Gorontalo;2026;1;0,505079177;739,8246667;11,70844444;3016,936279;307,7907125;0,001352044;907;34;260,469;27436;-11,0439381;
Hortikultura;Pepaya;Jambi;2026;1;0,505079177;14946,897;199,2334444;15861,61523;6,119786832;0,001770557;568;20;118,3927778;11774,74219;0,841936738;
Hortikultura;Pepaya;Jawa Barat;2026;4;0,505079177;111922,638;1250,448667;89025,15625;-20,45831135;0,007285611;260;3;134,1623333;16870,53711;10,01307601;
Hortikultura;Pepaya;Jawa Tengah;2026;1;0,505079177;127207,8107;1324,106889;112905,2266;-11,24347949;0,008532466;234;2;156,482;16870,53711;19,00462753;
Hortikultura;Pepaya;Jawa Timur;2026;4;0,505079177;308809,9257;1745,512222;302714,25;-1,973924787;0,021037138;149;1;221,6488889;26366,12695;-18,11579145;
Hortikultura;Pepaya;Kalimantan Barat;2026;2;0,505079177;26007,466;197,1265556;25647,53711;-1,383944482;0,002310145;465;11;1745,512222;302714,25;-1,973924787;
Hortikultura;Pepaya;Kalimantan Selatan;2026;2;0,505079177;5366,928667;76,29044444;5443,257324;1,42220369;0,0014099;768;28;331,9036667;25250,73828;-20,93042179;
Hortikultura;Pepaya;Kalimantan Tengah;2026;1;0,505079177;6128,364667;55,70466667;6720,955078;9,669633641;0,001436648;725;27;56,99433333;9233,105469;8,644091827;
Hortikultura;Pepaya;Kalimantan Timur;2026;1;0,505079177;18666,17667;197,1352222;18516,44922;-0,802132384;0,001923947;528;16;127,2665556;21064,37305;-4,910919531;
Hortikultura;Pepaya;Kalimantan Utara;2026;1;0,505079177;22152,25233;127,2665556;21064,37305;-4,910919531;0,002081208;496;13;76,29044444;5443,257324;1,42220369;
Hortikultura;Pepaya;Kepulauan Bangka Belitung;2026;1;0,505079177;4679,694;42,16566667;4884,627441;4,379206021;0,001395622;791;29;87,40033333;6720,955078;-6,043055642;
Hortikultura;Pepaya;Kepulauan Riau;2026;1;0,505079177;1030,050333;25,65766667;3016,936279;192,892122;0,001352551;904;33;256,2153333;30897,32617;-9,739727986;
Hortikultura;Pepaya;Lampung;2026;1;0,505079177;71232,065;536,0305556;42519,60156;-40,30834069;0,004467555;326;5;223,6854444;17952,98633;6,053589297;
Hortikultura;Pepaya;Maluku;2026;1;0,505079177;11676,434;118,3927778;11774,74219;0,841936738;0,001613945;624;24;18,20366667;3080,118164;77,33007368;
Hortikultura;Pepaya;Maluku Utara;2026;1;0,505079177;1517,400667;20,683;3016,936279;98,82265413;0,001353796;895;31;122,0192222;21064,37305;1,589146443;
Hortikultura;Pepaya;Nusa Tenggara Barat;2026;1;0,505079177;14865,76433;114,2893333;14769,89844;-0,644877005;0,001744557;574;21;20,683;3016,936279;98,82265413;
Hortikultura;Pepaya;Nusa Tenggara Timur;2026;1;0,505079177;103411,0643;854,4623333;85698,625;-17,12818589;0,006843506;272;4;126,0165556;25647,53711;2,791652971;
Hortikultura;Pepaya;Papua;2026;1;0,505079177;1736,940667;18,20366667;3080,118164;77,33007368;0,001355198;891;30;124,9424444;12125,12109;-8,784092483;
Hortikultura;Pepaya;Papua Barat;2026;1;0,505079177;15544,95033;32,44311111;10473,66309;-32,62337376;0,001678091;606;22;114,2893333;14769,89844;-0,644877005;
Hortikultura;Pepaya;Riau;2026;2;0,505079177;19112,03;192,1197778;18283,43164;-4,335480634;0,001930621;527;15;197,1352222;18516,44922;-0,802132384;
Hortikultura;Pepaya;Sulawesi Barat;2026;1;0,505079177;8498,488333;56,99433333;9233,105469;8,644091827;0,001510113;667;25;32,44311111;10473,66309;-32,62337376;
Hortikultura;Pepaya;Sulawesi Selatan;2026;1;0,505079177;31934,83367;331,9036667;25250,73828;-20,93042179;0,002498025;442;10;1324,106889;112905,2266;-11,24347949;
Hortikultura;Pepaya;Sulawesi Tengah;2026;2;0,505079177;7153,228667;87,40033333;6720,955078;-6,043055642;0,001449732;716;26;192,1197778;18283,43164;-4,335480634;
Hortikultura;Pepaya;Sulawesi Tenggara;2026;1;0,505079177;13292,77033;124,9424444;12125,12109;-8,784092483;0,001654804;609;23;854,4623333;85698,625;-17,12818589;
Hortikultura;Pepaya;Sulawesi Utara;2026;2;0,505079177;20734,86567;122,0192222;21064,37305;1,589146443;0,002040561;506;14;55,70466667;6720,955078;9,669633641;
Hortikultura;Pepaya;Sumatera Barat;2026;1;0,505079177;39781,87933;396,9553333;37754,62891;-5,095914173;0,003086986;392;6;7,184444444;3016,936279;175,3580198;
Hortikultura;Pepaya;Sumatera Selatan;2026;1;0,505079177;34231,36833;256,2153333;30897,32617;-9,739727986;0,002714123;421;7;11,70844444;3016,936279;307,7907125;
Hortikultura;Pepaya;Sumatera Utara;2026;1;0,505079177;30842,19267;260,469;27436;-11,0439381;0,00251186;440;9;1250,448667;89025,15625;-20,45831135;
Hortikultura;Rambutan;Aceh;2026;3;0,439235113;41216,12833;4608,868889;37782,30859;-8,331252542;0,003284797;378;5;3344,844444;23339,88086;13,89120406;
Hortikultura;Rambutan;Bali;2026;3;0,439235113;16903,032;1767,555556;18512,84375;9,523804664;0,001914521;529;14;2677,838889;18844,01758;5,989835122;
Hortikultura;Rambutan;Banten;2026;3;0,439235113;38042,592;2632,88;34542,50781;-9,200435626;0,002992556;402;6;398,7044444;1824,422241;-49,63258125;
Hortikultura;Rambutan;Bengkulu;2026;3;0,439235113;6550,861;608,2677778;4131,562988;-36,93099291;0,001412829;761;26;2252,174444;21756,90625;5,256620539;
Hortikultura;Rambutan;Daerah Istimewa Yogyakarta;2026;3;0,439235113;20493,13733;3344,844444;23339,88086;13,89120406;0,002205723;478;9;16950,15667;153716,1719;-4,531727428;
Hortikultura;Rambutan;Daerah Khusus Ibukota Jakarta;2026;3;0,439235113;3622,227;398,7044444;1824,422241;-49,63258125;0,001355731;887;29;969,0833333;7426,520508;-27,54966613;
Hortikultura;Rambutan;Gorontalo;2026;3;0,439235113;1380,096667;117,3777778;745,1439209;-46,00784576;0,001332819;1074;32;1876,411111;30382,70703;31,07859848;
Hortikultura;Rambutan;Jambi;2026;3;0,439235113;7825,602;2284,67;10604,27539;35,50747138;0,001598999;631;20;183,06;745,1439209;-32,02143017;
Hortikultura;Rambutan;Jawa Barat;2026;2;0,439235113;161012,8347;16950,15667;153716,1719;-4,531727428;0,011577427;208;1;4608,868889;37782,30859;-8,331252542;
Hortikultura;Rambutan;Jawa Tengah;2026;2;0,439235113;141784,9013;15157,74556;143691,3125;1,344579817;0,010467617;217;2;1767,555556;18512,84375;9,523804664;
Hortikultura;Rambutan;Jawa Timur;2026;2;0,439235113;144680,5083;14238,36667;141597,1406;-2,131156259;0,010462234;218;3;2632,88;34542,50781;-9,200435626;
Hortikultura;Rambutan;Kalimantan Barat;2026;3;0,439235113;15517,16433;1841,204444;18512,84375;19,30558543;0,001885005;537;15;2529,675556;15842,28516;21,5458273;
Hortikultura;Rambutan;Kalimantan Selatan;2026;3;0,439235113;13039,55767;2611,347778;15842,28516;21,49403807;0,001812673;554;16;600,4111111;3625,799561;-32,45717778;
Hortikultura;Rambutan;Kalimantan Tengah;2026;3;0,439235113;17779,08;2677,838889;18844,01758;5,989835122;0,001989301;514;13;2611,347778;15842,28516;21,49403807;
Hortikultura;Rambutan;Kalimantan Timur;2026;3;0,439235113;13034,00167;2529,675556;15842,28516;21,5458273;0,001807453;556;18;248,2066667;808,3259277;-57,49347351;
Hortikultura;Rambutan;Kalimantan Utara;2026;3;0,439235113;5368,149333;600,4111111;3625,799561;-32,45717778;0,001392995;799;27;797,96;4903,498535;-25,22464203;
Hortikultura;Rambutan;Kepulauan Bangka Belitung;2026;3;0,439235113;1546,044667;417,9255556;808,3259277;-47,7165217;0,001336507;1023;30;2661,866667;20115,54492;6,538357493;
Hortikultura;Rambutan;Kepulauan Riau;2026;3;0,439235113;1901,651333;248,2066667;808,3259277;-57,49347351;0,001335891;1030;31;745,8833333;7415,640137;-4,872711861;
Hortikultura;Rambutan;Lampung;2026;2;0,439235113;30976,02133;2641,004444;29125,86719;-5,972859219;0,002617902;428;7;117,3777778;745,1439209;-46,00784576;
Hortikultura;Rambutan;Maluku;2026;3;0,439235113;1096,145333;183,06;745,1439209;-32,02143017;0,001332425;1083;33;1385,858889;13715,8291;4,873832528;
Hortikultura;Rambutan;Maluku Utara;2026;4;0,439235113;9685,048;189,2844444;6961,314453;-28,12307742;0,001493685;682;22;1557,365556;16828,71875;16,58404461;
Hortikultura;Rambutan;Nusa Tenggara Barat;2026;3;0,439235113;14434,83867;1557,365556;16828,71875;16,58404461;0,001810278;555;17;417,9255556;808,3259277;-47,7165217;
Hortikultura;Rambutan;Nusa Tenggara Timur;2026;3;0,439235113;7368,793;829,9466667;5740,479004;-22,09743164;0,001449183;717;24;118,6677778;745,1439209;23,26139949;
Hortikultura;Rambutan;Papua;2026;3;0,439235113;604,5233333;118,6677778;745,1439209;23,26139949;0,001331229;1103;34;1717,055556;22541,93164;-0,983843825;
Hortikultura;Rambutan;Papua Barat;2026;3;0,439235113;4660,036333;248,2977778;1824,422241;-60,84961338;0,001362864;864;28;6900,995556;52613,57813;15,44904215;
Hortikultura;Rambutan;Riau;2026;3;0,439235113;20670,34467;2252,174444;21756,90625;5,256620539;0,00210956;489;11;14238,36667;141597,1406;-2,131156259;
Hortikultura;Rambutan;Sulawesi Barat;2026;3;0,439235113;6557,639667;797,96;4903,498535;-25,22464203;0,001426524;730;25;248,2977778;1824,422241;-60,84961338;
Hortikultura;Rambutan;Sulawesi Selatan;2026;3;0,439235113;45572,988;6900,995556;52613,57813;15,44904215;0,003980455;343;4;608,2677778;4131,562988;-36,93099291;
Hortikultura;Rambutan;Sulawesi Tengah;2026;3;0,439235113;10250,49867;969,0833333;7426,520508;-27,54966613;0,001524236;659;21;189,2844444;6961,314453;-28,12307742;
Hortikultura;Rambutan;Sulawesi Tenggara;2026;3;0,439235113;18881,03533;2661,866667;20115,54492;6,538357493;0,002045167;504;12;1841,204444;18512,84375;19,30558543;
Hortikultura;Rambutan;Sulawesi Utara;2026;3;0,439235113;7795,492;745,8833333;7415,640137;-4,872711861;0,001477725;694;23;829,9466667;5740,479004;-22,09743164;
Hortikultura;Rambutan;Sumatera Barat;2026;3;0,439235113;23178,999;1876,411111;30382,70703;31,07859848;0,00238813;458;8;2284,67;10604,27539;35,50747138;
Hortikultura;Rambutan;Sumatera Selatan;2026;3;0,439235113;13078,40933;1385,858889;13715,8291;4,873832528;0,001707138;593;19;2641,004444;29125,86719;-5,972859219;
Hortikultura;Rambutan;Sumatera Utara;2026;3;0,439235113;22765,91267;1717,055556;22541,93164;-0,983843825;0,002165196;483;10;15157,74556;143691,3125;1,344579817;
Perkebunan;Sagu;Aceh;2026;1;0,557515078;1618,333333;6138,888889;2019,233154;24,77238853;0,001861137;543;4;0;947,8900146;0;
Perkebunan;Sagu;Bali;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;36442,77778;12164,09961;-8,035838744;
Perkebunan;Sagu;Banten;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;4343,111111;2584,453857;191,8088661;
Perkebunan;Sagu;Bengkulu;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;0;947,8900146;0;
Perkebunan;Sagu;Daerah Istimewa Yogyakarta;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;0;1055,970947;0;
Perkebunan;Sagu;Daerah Khusus Ibukota Jakarta;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;15319,11111;18826,47852;-38,75709099;
Perkebunan;Sagu;Gorontalo;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;1167,111111;244,2840271;-75,93260817;
Perkebunan;Sagu;Jambi;2026;1;0,557515078;0;0;-810,9185791;0;0,001320499;1240;19;0;947,8900146;0;
Perkebunan;Sagu;Jawa Barat;2026;1;0,557515078;0;0;-1032,582153;0;0,001319347;1271;21;1420,555556;1414,243408;-310,8712835;
Perkebunan;Sagu;Jawa Tengah;2026;1;0,557515078;0;0;-99,21848297;0;0,001324675;1176;18;5823,888889;2180,714355;46,8164961;
Perkebunan;Sagu;Jawa Timur;2026;1;0,557515078;0;0;1206,077271;0;0,001334206;1054;16;0;947,8900146;0;
Perkebunan;Sagu;Kalimantan Barat;2026;1;0,557515078;1161,333333;2046,666667;1902,564575;63,82588191;0,001408911;769;12;2046,666667;1902,564575;63,82588191;
Perkebunan;Sagu;Kalimantan Selatan;2026;1;0,557515078;2324;4214;3052,605469;31,35135408;0,001619834;621;7;0;947,8900146;0;
Perkebunan;Sagu;Kalimantan Tengah;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;78213,88889;311019,1563;7,760902035;
Perkebunan;Sagu;Kalimantan Timur;2026;1;0,557515078;10,33333333;19,66666667;-901,1258545;-8820,572785;0,001317064;1293;23;0;163,5038452;0;
Perkebunan;Sagu;Kalimantan Utara;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;1187,222222;420,5443115;-177,2113179;
Perkebunan;Sagu;Kepulauan Bangka Belitung;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;3669,888889;4234,874023;-6,576791894;
Perkebunan;Sagu;Kepulauan Riau;2026;1;0,557515078;1485,333333;5823,888889;2180,714355;46,8164961;0,001816927;553;5;0;947,8900146;0;
Perkebunan;Sagu;Lampung;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;3218,444444;2445,46167;207,4763206;
Perkebunan;Sagu;Maluku;2026;1;0,557515078;13227;36442,77778;12164,09961;-8,035838744;0,007808193;251;2;0;947,8900146;0;
Perkebunan;Sagu;Maluku Utara;2026;1;0,557515078;885,6666667;4343,111111;2584,453857;191,8088661;0,001626789;618;6;0;947,8900146;0;
Perkebunan;Sagu;Nusa Tenggara Barat;2026;1;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;4082,222222;3168,851074;19,39906082;
Perkebunan;Sagu;Nusa Tenggara Timur;2026;1;0,557515078;0;0;-1055,970947;0;0,00131923;1275;22;0;947,8900146;0;
Perkebunan;Sagu;Papua;2026;1;0,557515078;30740,66667;15319,11111;18826,47852;-38,75709099;0,003961909;345;3;0;947,8900146;0;
Perkebunan;Sagu;Papua Barat;2026;1;0,557515078;1015;1167,111111;244,2840271;-75,93260817;0,001350557;915;14;0;947,8900146;0;
Perkebunan;Sagu;Riau;2026;4;0,557515078;288619,6667;78213,88889;311019,1563;7,760902035;0,026330718;112;1;6138,888889;2019,233154;24,77238853;
Perkebunan;Sagu;Sulawesi Barat;2026;1;0,557515078;544,6666667;1187,222222;-420,5443115;-177,2113179;0,001346354;939;15;19,66666667;901,1258545;-8820,572785;
Perkebunan;Sagu;Sulawesi Selatan;2026;1;0,557515078;4533;3669,888889;4234,874023;-6,576791894;0,001585671;633;9;0;1032,582153;0;
Perkebunan;Sagu;Sulawesi Tengah;2026;1;0,557515078;795,3333333;3218,444444;2445,46167;207,4763206;0,001506133;671;10;0;99,21848297;0;
Perkebunan;Sagu;Sulawesi Tenggara;2026;1;0,557515078;2654;4082,222222;3168,851074;19,39906082;0,001607412;626;8;0;810,9185791;0;
Perkebunan;Sagu;Sulawesi Utara;2026;1;0,557515078;2761,666667;1870,111111;2530,800537;-8,359666731;0,001410046;767;11;0;1206,077271;0;
Perkebunan;Sagu;Sumatera Barat;2026;1;0,557515078;670,6666667;1420,555556;-1414,243408;-310,8712835;0,001351346;913;13;4214;3052,605469;31,35135408;
Perkebunan;Sagu;Sumatera Selatan;2026;2;0,557515078;0;0;-947,8900146;0;0,001319779;1265;20;1870,111111;2530,800537;-8,359666731;
Perkebunan;Sagu;Sumatera Utara;2026;1;0,557515078;0;0;163,5038452;0;0,001326399;1166;17;0;947,8900146;0;
Hortikultura;Salak;Aceh;2026;1;0,546092434;1488,261333;28,04366667;695,2602539;-53,28372522;0,001332535;1082;21;12,85266667;632,0782471;-55,26446279;
Hortikultura;Salak;Bali;2026;1;0,546092434;27108,998;2987,4425;27226,8457;0,434718034;0,002465933;447;5;2629,685;44121,98828;-13,06549185;
Hortikultura;Salak;Banten;2026;1;0,546092434;1191,220333;10,7905;632,0782471;-46,93859487;0,001331219;1104;26;36,36783333;3189,445557;-31,40341488;
Hortikultura;Salak;Bengkulu;2026;1;0,546092434;3438,198667;53,99583333;2401,03418;-30,16592662;0,001357229;880;15;368,2096667;7650,991211;-21,2415553;
Hortikultura;Salak;Daerah Istimewa Yogyakarta;2026;1;0,546092434;50753,135;2629,685;44121,98828;-13,06549185;0,003699198;357;4;53,99583333;2401,03418;-30,16592662;
Hortikultura;Salak;Daerah Khusus Ibukota Jakarta;2026;1;0,546092434;11,25733333;0,077666667;632,0782471;5514,813281;0,001331562;1100;25;6,213333333;632,0782471;-70,16041761;
Hortikultura;Salak;Gorontalo;2026;1;0,546092434;28,64;0,477333333;632,0782471;2106,97712;0,001330424;1117;28;302,5405;14460,70605;-0,703769071;
Hortikultura;Salak;Jambi;2026;1;0,546092434;4707,363667;25,01833333;3278,806641;-30,34728411;0,001376706;829;11;3037,391833;350183,8125;5,430742774;
Hortikultura;Salak;Jawa Barat;2026;1;0,546092434;19740,66733;523,5741667;16133,47949;-18,2728769;0,001904;531;6;0,077666667;632,0782471;5514,813281;
Hortikultura;Salak;Jawa Tengah;2026;1;0,546092434;356595,0823;10541,77083;404757,6563;13,50623615;0,025952862;113;2;2987,4425;27226,8457;0,434718034;
Hortikultura;Salak;Jawa Timur;2026;1;0,546092434;332145,827;3037,391833;350183,8125;5,430742774;0,023307049;121;3;10,7905;632,0782471;-46,93859487;
Hortikultura;Salak;Kalimantan Barat;2026;1;0,546092434;1929,299667;45,76233333;695,2602539;-63,96307604;0,001334127;1056;19;359,8263333;14460,70605;5,163017296;
Hortikultura;Salak;Kalimantan Selatan;2026;1;0,546092434;603,7176667;14,0135;632,0782471;4,697656201;0,001330126;1128;30;20,22583333;632,0782471;-54,89377106;
Hortikultura;Salak;Kalimantan Tengah;2026;1;0,546092434;1347,676667;29,28833333;695,2602539;-48,41045548;0,001332121;1088;22;1,613666667;632,0782471;202,6286397;
Hortikultura;Salak;Kalimantan Timur;2026;1;0,546092434;9714,502667;368,2096667;7650,991211;-21,2415553;0,001506174;670;10;10541,77083;404757,6563;13,50623615;
Hortikultura;Salak;Kalimantan Utara;2026;1;0,546092434;4545,437667;86,17866667;3189,445557;-29,8319372;0,001374356;833;13;14,0135;632,0782471;4,697656201;
Hortikultura;Salak;Kepulauan Bangka Belitung;2026;1;0,546092434;658,8226667;9,3235;632,0782471;-4,059426148;0,001330194;1124;29;43,86383333;1167,90979;-48,2327465;
Hortikultura;Salak;Kepulauan Riau;2026;1;0,546092434;4692,199667;11,72016667;1928,385132;-58,90232154;0,001363068;863;14;29,28833333;695,2602539;-48,41045548;
Hortikultura;Salak;Lampung;2026;1;0,546092434;13750,75233;359,8263333;14460,70605;5,163017296;0,001714074;589;8;25,01833333;3278,806641;-30,34728411;
Hortikultura;Salak;Maluku;2026;1;0,546092434;1118,432667;10,0605;632,0782471;-43,48535536;0,001331043;1109;27;2,112;632,0782471;426,527112;
Hortikultura;Salak;Maluku Utara;2026;1;0,546092434;1412,922;12,85266667;632,0782471;-55,26446279;0,001331822;1092;23;26,427;1290,098511;-54,14738922;
Hortikultura;Salak;Nusa Tenggara Barat;2026;1;0,546092434;208,8626667;1,613666667;632,0782471;202,6286397;0,001329839;1147;33;31,77483333;695,2602539;-60,29987288;
Hortikultura;Salak;Nusa Tenggara Timur;2026;1;0,546092434;2813,577;26,427;1290,098511;-54,14738922;0,001343137;976;16;86,17866667;3189,445557;-29,8319372;
Hortikultura;Salak;Papua;2026;1;0,546092434;246,7656667;2,643166667;632,0782471;156,1451338;0,001329843;1146;32;25,75866667;2107,72876;-277,6595617;
Hortikultura;Salak;Papua Barat;2026;1;0,546092434;2118,254333;6,213333333;632,0782471;-70,16041761;0,001334409;1051;18;11,72016667;1928,385132;-58,90232154;
Hortikultura;Salak;Riau;2026;1;0,546092434;4649,569;36,36783333;3189,445557;-31,40341488;0,00137521;831;12;45,76233333;695,2602539;-63,96307604;
Hortikultura;Salak;Sulawesi Barat;2026;1;0,546092434;120,0466667;2,112;632,0782471;426,527112;0,001329881;1143;31;111,9431667;14715,39941;8,853326958;
Hortikultura;Salak;Sulawesi Selatan;2026;1;0,546092434;14563,19733;302,5405;14460,70605;-0,703769071;0,001731976;582;7;0,477333333;632,0782471;2106,97712;
Hortikultura;Salak;Sulawesi Tengah;2026;1;0,546092434;2256,078333;43,86383333;1167,90979;-48,2327465;0,00133924;1001;17;9,3235;632,0782471;-4,059426148;
Hortikultura;Salak;Sulawesi Tenggara;2026;1;0,546092434;1401,310333;20,22583333;632,0782471;-54,89377106;0,001331793;1093;24;2,643166667;632,0782471;156,1451338;
Hortikultura;Salak;Sulawesi Utara;2026;1;0,546092434;13518,55733;111,9431667;14715,39941;8,853326958;0,001712896;590;9;523,5741667;16133,47949;-18,2728769;
Hortikultura;Salak;Sumatera Barat;2026;1;0,546092434;1186,386333;25,75866667;-2107,72876;-277,6595617;0,001316208;1297;34;3685,616;499652,5;-12,67887567;
Hortikultura;Salak;Sumatera Selatan;2026;1;0,546092434;1751,279667;31,77483333;695,2602539;-60,29987288;0,001333426;1066;20;10,0605;632,0782471;-43,48535536;
Hortikultura;Salak;Sumatera Utara;2026;1;0,546092434;572201,1757;3685,616;499652,5;-12,67887567;0,037001531;81;1;28,04366667;695,2602539;-53,28372522;
