subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;produktivitas;luas_panen;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;pertumbuhan_produksi_2026;prediksi_produktivitas_2026
Perkebunan;Cengkeh;Sumatera Utara;2026;2;0,302036075;308,222;3902,888889;792,8888889;40364,43359;792,8888889;12995,89633;0,021108248;297;1;40,55995314;7,719776667;29331,96439;105342,3281;105342,3281;140,6333889;40,55995314
Hortikultura;Durian;Aceh;2026;3;0,297046471;11475,91;3958,363333;16,31710304;9054,535156;16,31710304;-21,09963257;0,002211723;1085;12;98,47888889;1115,9;5341,636737;2094,132324;2094,132324;-63,84440048;98,47888889
Hortikultura;Durian;Bali;2026;3;0,297046471;148,2126667;2129,69;17,16637062;1758,20813;17,16637062;1086,273865;0,001876206;1252;22;106,7911111;17,11111111;3980,39941;1236,036499;1236,036499;-47,60337011;106,7911111
Hortikultura;Durian;Banten;2026;3;0,297046471;1,733333333;3961,826667;19,51316386;2758,80957;19,51316386;159062,0906;0,002057927;1153;15;5,777777778;0,111111111;4557,95874;3698,704834;3698,704834;42,53197819;5,777777778
Hortikultura;Durian;Bengkulu;2026;3;0,297046471;3593;1542,886667;13,14532703;6692,970703;13,14532703;86,2780602;0,001915525;1228;20;138,7344444;251,8888889;378,3572489;2537,87915;2537,87915;1670,613361;138,7344444
Hortikultura;Durian;Daerah Istimewa Yogyakarta;2026;1;0,297046471;0,333333333;1987,243333;5,780880232;-869,2886963;5,780880232;-260886,6089;0,001752992;1378;31;0,888888889;2,222222222;1904,87054;9497,78125;9497,78125;1139,379893;0,888888889
Hortikultura;Durian;Daerah Khusus Ibukota Jakarta;2026;3;0,297046471;0;21,12666667;12,20931779;511,0475464;12,20931779;0;0,001766294;1346;29;0;0;5,107444444;-4844,820313;4844,820313;0;0
Hortikultura;Durian;Gorontalo;2026;3;0,297046471;0;308,98;18,90082396;5585,580566;18,90082396;0;0,001892105;1240;21;0;0;2454,830314;1571,25061;1571,25061;32,18597395;0
Hortikultura;Durian;Jambi;2026;4;0,297046471;169580,74;2026,016667;16,26522328;79695,71875;16,26522328;-53,0042629;0,009777847;493;3;182,1711111;8984,777778;467,7522178;3187,476074;3187,476074;11853,03528;182,1711111
Hortikultura;Durian;Jawa Barat;2026;2;0,297046471;249382,2667;12132,06;11,14083313;203918,6719;11,14083313;-18,23048423;0,015023891;389;2;220,5288889;10996,32222;15301,12237;58961,04688;58961,04688;605,4725826;220,5288889
Hortikultura;Durian;Jawa Tengah;2026;1;0,297046471;2369;15763,35;12,36961078;134741,125;12,36961078;5587,679401;0,005687453;670;5;169,2066667;16140,64;126184,974;110369,8359;110369,8359;-41,36904782;169,2066667
Hortikultura;Durian;Jawa Timur;2026;2;0,297046471;321934,0627;21350,49667;24,38255575;239716,1875;24,38255575;-25,53873128;0,019302492;315;1;240,5911111;12481,53667;15193,70467;122537,375;122537,375;1222,583648;240,5911111
Hortikultura;Durian;Kalimantan Barat;2026;3;0,297046471;0;3300,81;13,39896216;7932,145508;13,39896216;0;0,002032597;1164;16;0;0;844,7679589;4026,299805;4026,299805;1140,13341;0
Hortikultura;Durian;Kalimantan Selatan;2026;3;0,297046471;0;2594,12;13,4831641;4544,211914;13,4831641;0;0,001927205;1218;19;0;0;137,9683433;1812,581421;1812,581421;4934,948391;0
Hortikultura;Durian;Kalimantan Tengah;2026;1;0,297046471;0;1253;7,75651845;5526,177734;7,75651845;0;0,001853552;1269;23;0;0;5,127444444;1203,817749;1203,817749;0;0
Hortikultura;Durian;Kalimantan Timur;2026;1;0,297046471;0;1499,493333;9,54188135;2246,025635;9,54188135;0;0,001813961;1296;26;0;0;26,51674667;-24,88780785;24,88780785;-1593,268471;0
Hortikultura;Durian;Kalimantan Utara;2026;3;0,297046471;0;536,0833333;11,96131828;-1327,738892;11,96131828;0;0,001739458;1401;34;0;0;23,77039111;-1996,489136;1996,489136;-37534,1713;0
Hortikultura;Durian;Kepulauan Bangka Belitung;2026;1;0,297046471;0;708,0366667;8,366436755;4081,24707;8,366436755;0;0,001816715;1293;25;0;0;26,68483556;-1359,371094;1359,371094;-68068,55469;0
Hortikultura;Durian;Kepulauan Riau;2026;3;0,297046471;0;427,4166667;16,96960806;-2948,332031;16,96960806;0;0,001742301;1392;32;0;0;4683,821973;-3599,175049;3599,175049;-226,2425482;0
Hortikultura;Durian;Lampung;2026;3;0,297046471;143,3;3177,313333;16,73999152;29640,93164;16,73999152;20584,53011;0,002415811;1024;10;24,21333333;49,55555556;1637,889036;17462,24414;17462,24414;787,910719;24,21333333
Hortikultura;Durian;Maluku;2026;3;0,297046471;16,39166667;460,5833333;13,36305886;-1591,982788;13,36305886;-9812,147157;0,001740627;1398;33;17,76;12,02222222;6546,009253;14412,10059;14412,10059;-33,70597256;17,76
Hortikultura;Durian;Maluku Utara;2026;3;0,297046471;0;232,7033333;39,88822692;-3406,623047;39,88822692;0;0,001984758;1186;17;0;0;4743,810107;-3950,178223;3950,178223;-186,9955562;0
Hortikultura;Durian;Nusa Tenggara Barat;2026;3;0,297046471;2271,666667;1622,536667;22,21808132;13297,46484;22,21808132;485,3616219;0,002082083;1138;13;109,1233333;188,5555556;6426,436498;14606,99707;14606,99707;6922,594745;109,1233333
Hortikultura;Durian;Nusa Tenggara Timur;2026;3;0,297046471;295,7533333;382,6333333;11,51725347;10805,77246;11,51725347;3553,643507;0,001940472;1210;18;33,99888889;75,66777778;3253,62693;7787,628418;7787,628418;90,84206219;33,99888889
Hortikultura;Durian;Papua;2026;1;0,297046471;9,6;84,65;8,204308874;923,2772217;8,204308874;9517,471059;0,001757332;1371;30;3,551111111;24,52444444;50,55316667;-2280,090576;2280,090576;-8053,804335;3,551111111
Hortikultura;Durian;Papua Barat;2026;3;0,297046471;91,77133333;175,7433333;21,82102919;-3500,249023;21,82102919;-3914,098473;0,00176981;1339;28;15,84444444;71,59666667;45,3606;-1589,591431;1589,591431;-7217,57357;15,84444444
Hortikultura;Durian;Riau;2026;3;0,297046471;0;1960,41;12,92881077;61510,27734;12,92881077;0;0,002961841;944;9;0;0;5,121888889;2325,044434;2325,044434;0;0
Hortikultura;Durian;Sulawesi Barat;2026;3;0,297046471;60,06666667;1936,186667;18,15246681;-3738,172852;18,15246681;-6323,373227;0,001787735;1317;27;95,16;6,111111111;3279,518456;-2878,921631;2878,921631;-324,5064958;95,16
Hortikultura;Durian;Sulawesi Selatan;2026;4;0,297046471;70844,79267;6610,46;14,16823636;28606,93164;14,16823636;-59,62027615;0,004704207;746;6;192,1355556;3322,277778;16874,36944;25371,29688;25371,29688;15,20363654;192,1355556
Hortikultura;Durian;Sulawesi Tengah;2026;3;0,297046471;684,8566667;4392,92;15,75434178;2858,744385;15,75434178;317,4222905;0,002067337;1149;14;117,0066667;65,45;12705,0633;15412,8252;15412,8252;-34,45906308;117,0066667
Hortikultura;Durian;Sulawesi Tenggara;2026;3;0,297046471;0,366666667;1323,083333;12,05600769;1654,62561;12,05600769;451161,5301;0,001847147;1273;24;1,777777778;2,444444444;7174,206167;-19945,90234;19945,90234;-242,97113;1,777777778
Hortikultura;Durian;Sulawesi Utara;2026;3;0,297046471;69200,86667;1804,66;13,88923042;-810,4784546;13,88923042;-101,171197;0,004165121;796;7;139,4788889;4387,411111;6152,430847;-1626,635498;1626,635498;-135,3795874;139,4788889
Hortikultura;Durian;Sumatera Barat;2026;3;0,297046471;24352,18167;5168,016667;16,84435466;53967,5625;16,84435466;121,6128445;0,003293725;898;8;187,9377778;1290,827778;2028,961271;27819,13672;27819,13672;1178,648846;187,9377778
Hortikultura;Durian;Sumatera Selatan;2026;3;0,297046471;916,8333333;5509,353333;11,16376286;18748,71875;11,16376286;1944,942965;0,002410965;1029;11;153,1022222;67,16666667;537,4090244;7727,396973;7727,396973;9210,116835;153,1022222
Hortikultura;Durian;Sumatera Utara;2026;4;0,297046471;141550,9613;6527,903333;17,41013235;107880,8672;17,41013235;-23,78655279;0,008741922;519;4;192,2788889;7235,205556;4395,688055;31154,05664;31154,05664;1402,607233;192,2788889
Pangan;Jagung;Aceh;2026;3;0,34726186;15224,59633;10091,45667;54,54570548;16046,55566;54,54570548;5,3988908;0,003439286;880;19;102,6388889;1530,772222;35695,61;-8553,987305;8553,987305;-123,902499;102,6388889
Pangan;Jagung;Bali;2026;3;0,34726186;5329,587333;8142,26;50,82406912;9307,828125;50,82406912;74,64444323;0,00295557;946;20;123,3433333;450,7622222;4283,680767;5601,165039;5601,165039;19,42782599;123,3433333
Pangan;Jagung;Banten;2026;3;0,34726186;9865,509;2225,423333;63,41042601;7164,570313;63,41042601;-27,37759083;0,002614663;994;23;85,27;897,6744444;7287,355418;-1740,605469;1740,605469;-185,5895166;85,27
Pangan;Jagung;Bengkulu;2026;3;0,34726186;17912,52033;9402,616667;63,81349808;23044,64844;63,81349808;28,65106645;0,003573206;863;18;112,4844444;1585,553333;5180,551111;1567,115845;1567,115845;-43,70991937;112,4844444
Pangan;Jagung;Daerah Istimewa Yogyakarta;2026;3;0,34726186;1412,783;39710,12667;51,81251167;12676,47949;51,81251167;797,2701039;0,009076245;505;12;95,86666667;153,0711111;1812,45;12134,28906;12134,28906;525,4788177;95,86666667
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2026;1;0,34726186;0,986666667;0;0;-5664,134277;0;-574167,6632;0,001582942;1513;34;4,093333333;3,12;297,6669289;-4450,836426;4450,836426;0;4,093333333
Pangan;Jagung;Gorontalo;2026;3;0,34726186;407,0666667;124368,32;48,3436174;9448,849609;48,3436174;2221,204457;0,027381777;231;7;230,9766667;21,66666667;4162,343643;3694,000488;3694,000488;96,73356053;230,9766667
Pangan;Jagung;Jambi;2026;3;0,34726186;5824,594;2267,82;63,11040367;14946,79102;63,11040367;156,6151566;0,002676665;980;22;70,44333333;862,8377778;9039,650628;5071,922852;5071,922852;541,4742224;70,44333333
Pangan;Jagung;Jawa Barat;2026;3;0,34726186;126360,007;87853,79667;73,5155678;100994,6641;73,5155678;-20,07386953;0,020987712;299;9;174,0433333;7082,188889;31681,17358;55996,21875;55996,21875;7976,377704;174,0433333
Pangan;Jagung;Jawa Tengah;2026;4;0,34726186;84997;412582,59;59,33053744;5960,083984;59,33053744;-92,987889;0,089262566;83;2;97,62014052;1324,106889;265838,4502;161070,2344;161070,2344;24194,153;97,62014052
Pangan;Jagung;Jawa Timur;2026;4;0,34726186;52171,29;752228,9633;61,9455265;98791,46094;61,9455265;89,3598202;0,15862733;45;1;187,6744444;2745,255556;20070,27065;128261,7813;128261,7813;658,5115885;187,6744444
Pangan;Jagung;Kalimantan Barat;2026;3;0,34726186;9302,955;22956,38;47,78108809;15475,35254;47,78108809;66,34878422;0,005618079;678;14;39,55;2366,537778;9322,331111;2721,808105;2721,808105;264,6906796;39,55
Pangan;Jagung;Kalimantan Selatan;2026;3;0,34726186;4215,533;21030,94;60,21507309;14089,29102;60,21507309;234,2232409;0,005300375;707;15;57,34333333;731,5144444;8345,15924;0,021160126;0,021160126;-99,96512067;57,34333333
Pangan;Jagung;Kalimantan Tengah;2026;3;0,34726186;4978,831;8148,196667;46,39470769;10190,22656;46,39470769;104,6710676;0,002911982;948;21;79,46;607,9322222;7428,668889;-1027,108154;1027,108154;-165,0068452;79,46
Pangan;Jagung;Kalimantan Timur;2026;3;0,34726186;10658,28633;1631,543333;50,6582943;441,6506042;50,6582943;-95,85627004;0,002306167;1053;25;133,1011111;769,2655556;8119,926;2034,832275;2034,832275;35,20480235;133,1011111
Pangan;Jagung;Kalimantan Utara;2026;3;0,34726186;5273,847;477,4833333;49,57031942;6361,115234;49,57031942;20,61622634;0,002285838;1060;26;233,6366667;232,1644444;2808,82;125,20961;125,20961;-84,59906396;233,6366667
Pangan;Jagung;Kepulauan Bangka Belitung;2026;3;0,34726186;4661,084;377,0833333;25,84731183;6847,569824;25,84731183;46,90938469;0,001987643;1184;30;112,7177778;402,1733333;4308,825888;1179,133057;1179,133057;290,4414095;112,7177778
Pangan;Jagung;Kepulauan Riau;2026;3;0,34726186;3624,849667;3,356666667;49,43639291;-3955,790283;49,43639291;-209,1297749;0,00213496;1110;28;112,4722222;300,2422222;2954,75815;-4183,475098;4183,475098;-52393,43872;112,4722222
Pangan;Jagung;Lampung;2026;3;0,34726186;11210,42933;176906,7733;65,43760462;70558,69531;65,43760462;529,4022576;0,038882181;167;5;84,20333333;1336,96;41661,61669;140826,25;140826,25;197,6271407;84,20333333
Pangan;Jagung;Maluku;2026;3;0,34726186;2343,649667;2408,04;30,91593678;-4917,603516;30,91593678;-309,8267324;0,00192411;1221;32;50,85;436,7177778;7814,732222;-14997,14648;14997,14648;-277,3271301;50,85
Pangan;Jagung;Maluku Utara;2026;3;0,34726186;2692,991333;1363,843333;37,52880511;-3543,085205;37,52880511;-231,5668996;0,00197789;1190;31;75,42222222;336,6622222;6431,693333;-4082,844238;4082,844238;-154,6638672;75,42222222
Pangan;Jagung;Nusa Tenggara Barat;2026;3;0,34726186;4791,387;175292,6667;69,68935259;60529,83594;69,68935259;1163,305092;0,038511252;170;6;130,7688889;312,5477778;2453,833347;17802,9043;17802,9043;595,6070968;130,7688889
Pangan;Jagung;Nusa Tenggara Timur;2026;3;0,34726186;4618,238;108281,3633;26,46213854;21673,05859;26,46213854;369,2928037;0,023886284;262;8;105,5733333;418,53;20193,12111;24841,08398;24841,08398;18,14647487;105,5733333
Pangan;Jagung;Papua;2026;1;0,34726186;1581,801;757,3333333;27,49839245;-1509,310547;27,49839245;-195,4172204;0,001864789;1263;33;48,23888889;280,6911111;9628,736667;-1384,190063;1384,190063;-116,729394;48,23888889
Pangan;Jagung;Papua Barat;2026;3;0,34726186;2660,660667;590,3333333;46,71794689;-1596,600708;46,71794689;-160,0076788;0,002120907;1118;29;121,9055556;144,7966667;2833,403546;-1958,53772;1958,53772;-508,880526;121,9055556
Pangan;Jagung;Riau;2026;3;0,34726186;13629,221;513,7833333;36,62278308;8303,739258;36,62278308;-39,07399948;0,002240418;1075;27;105,6977778;1224,124444;8587,144898;3004,018555;3004,018555;237,2775323;105,6977778
Pangan;Jagung;Sulawesi Barat;2026;3;0,34726186;1781,343333;5454,363333;50,83885543;-1127,168945;50,83885543;-163,2763446;0,002497522;1010;24;4,254444444;4563,926667;54555,18098;686,0319214;686,0319214;-98,99147559;4,254444444
Pangan;Jagung;Sulawesi Selatan;2026;3;0,34726186;7948,675667;192845,2833;59,54202752;20287,55664;59,54202752;155,231909;0,042231636;156;4;87,47333333;859,3122222;83322,86778;56480,94141;56480,94141;-31,45794093;87,47333333
Pangan;Jagung;Sulawesi Tengah;2026;3;0,34726186;3426,403667;18402,89333;43,56907235;10334,03125;43,56907235;201,5999355;0,004639909;752;16;84,62111111;427,4077778;117298,7289;-12735,51465;12735,51465;-110,0025248;84,62111111
Pangan;Jagung;Sulawesi Tenggara;2026;3;0,34726186;2438,696667;17911,53;37,85828298;4517,522461;37,85828298;85,24331142;0,004464333;767;17;38,15555556;639,7966667;98213,69299;-10543,23047;10543,23047;-110,3906951;38,15555556
Pangan;Jagung;Sulawesi Utara;2026;3;0,34726186;2089,708667;27241,06667;37,15923741;2700,254395;37,15923741;29,21678689;0,006345433;636;13;60,28444444;321,0922222;5253,668889;6138,426758;6138,426758;12,1173837;60,28444444
Pangan;Jagung;Sumatera Barat;2026;3;0,34726186;18805,294;83109,25667;62,70816148;20736,57813;62,70816148;10,26989594;0,018514221;328;10;114,8511111;1655,717778;37250,42;13306,83789;13306,83789;-62,36895887;114,8511111
Pangan;Jagung;Sumatera Selatan;2026;3;0,34726186;9048,032333;53285,64;63,89452378;38839,25391;63,89452378;329,2563562;0,012127026;448;11;78,03555556;1021,896667;3815,28;11584,12598;11584,12598;159,0561158;78,03555556
Pangan;Jagung;Sumatera Utara;2026;3;0,34726186;26618,76767;208433,7867;63,90102037;63629,18359;63,90102037;139,038803;0,045695913;145;3;122,67;2277,955556;34687,95911;28495,52148;28495,52148;-23,58401318;122,67
Perkebunan;Jambu Mete;Aceh;2026;3;0,349646015;6103,264;0;0;26509,63086;0;334,3516987;0,002230158;1078;25;162,6633333;356,8444444;2509,957416;10397,04883;10397,04883;25466,51351;162,6633333
Perkebunan;Jambu Mete;Bali;2026;4;0,349646015;23634,69233;8144,333333;323;34448,77734;323;45,75513342;0,009207501;503;15;279,1388889;720,2944444;500,8090067;4475,077148;4475,077148;0;279,1388889
Perkebunan;Jambu Mete;Banten;2026;3;0,349646015;26,13333333;0;0;20803,48828;0;79505,18475;0,002102508;1127;29;75,82111111;3,011111111;258,0839722;-25,36501122;25,36501122;0;75,82111111
Perkebunan;Jambu Mete;Bengkulu;2026;2;0,349646015;70074,32667;0;0;-1330,903931;0;-101,8992747;0,0041675;794;23;355,4455556;1902,083333;304,7808411;-62,78051758;62,78051758;-255,6541758;355,4455556
Perkebunan;Jambu Mete;Daerah Istimewa Yogyakarta;2026;3;0,349646015;11,86033333;6080,222222;265,5555556;24116,58594;265,5555556;203238,18;0,007536463;572;17;95,30222222;0,826666667;2245,162882;6849,753418;6849,753418;0;95,30222222
Perkebunan;Jambu Mete;Daerah Khusus Ibukota Jakarta;2026;3;0,349646015;5,363333333;0;0;15987,0625;0;297980,7178;0,002030212;1165;33;16,92444444;1,688888889;17,49297889;966,4224243;966,4224243;0;16,92444444
Perkebunan;Jambu Mete;Gorontalo;2026;3;0,349646015;0;2520,222222;149,4444444;17048,27344;149,4444444;0;0,004515981;763;22;0;0;124,0627922;990,243103;990,243103;4401,105014;0
Perkebunan;Jambu Mete;Jambi;2026;2;0,349646015;82187,93333;0;0;6919,661133;0;-91,58068484;0,004825387;736;21;268,4177778;3037,111111;31060,49556;-74,47813416;74,47813416;-100,2409386;268,4177778
Perkebunan;Jambu Mete;Jawa Barat;2026;2;0,349646015;230174,827;23;355,3333333;200139,7188;355,3333333;-13,04882408;0,016716699;365;6;217,6933333;10484,60444;31798,23255;51983,66406;51983,66406;917258,7776;217,6933333
Perkebunan;Jambu Mete;Jawa Tengah;2026;1;0,349646015;1307;24104,22222;737,6666667;258511,7969;737,6666667;19679,02042;0,021495499;294;4;165,8966667;11188,71222;65,63777778;39149,42188;39149,42188;0;165,8966667
Perkebunan;Jambu Mete;Jawa Timur;2026;2;0,349646015;200489,0353;29268,11111;742,7777778;143803,5469;742,7777778;-28,27361026;0,02390006;261;3;209,2222222;9448,036667;1288,247108;117261,8359;117261,8359;316823,8809;209,2222222
Perkebunan;Jambu Mete;Kalimantan Barat;2026;3;0,349646015;0;0;0;22100,95898;0;0;0,002121101;1116;27;0;0;122,76348;3172,935059;3172,935059;0;0
Perkebunan;Jambu Mete;Kalimantan Selatan;2026;3;0,349646015;0,25;22;363,6666667;21588,63086;363,6666667;8635352,344;0,010103363;484;14;6,666666667;0,222222222;839,7737073;6162,668457;6162,668457;117,3780761;6,666666667
Perkebunan;Jambu Mete;Kalimantan Tengah;2026;4;0,349646015;7,4;104,4444444;452,4444444;22824,74219;452,4444444;308342,462;0,012218821;442;12;54,68555556;0,3;98,05912;399,2991028;399,2991028;0;54,68555556
Perkebunan;Jambu Mete;Kalimantan Timur;2026;3;0,349646015;3,92;0,166666667;0;17722,69141;0;452009,4746;0,002073745;1145;30;83,72222222;1,8;99,22979333;-1274,143066;1274,143066;0;83,72222222
Perkebunan;Jambu Mete;Kalimantan Utara;2026;3;0,349646015;0;0;0;17563,03125;0;0;0,00203627;1161;32;0;0;81,55519889;-2250,210938;2250,210938;0;0
Perkebunan;Jambu Mete;Kepulauan Bangka Belitung;2026;3;0,349646015;0;94,77777778;11,22111111;17383,58203;11,22111111;0;0,002055288;1156;31;0;0;73,99776111;-1636,351074;1636,351074;0;0
Perkebunan;Jambu Mete;Kepulauan Riau;2026;3;0,349646015;0,866666667;0;0;14323,30469;0;1652589,002;0,002111804;1122;28;22,96333333;0,061111111;136,7376144;-5721,373535;5721,373535;0;22,96333333
Perkebunan;Jambu Mete;Lampung;2026;4;0,349646015;6233,449;60;484,6666667;41398,48438;484,6666667;564,1344844;0,013121397;421;11;126,3233333;473,5222222;865,6594078;30538,05859;30538,05859;4543,394616;126,3233333
Perkebunan;Jambu Mete;Maluku;2026;4;0,349646015;514,3396667;3019,222222;590,2222222;8968,006836;590,2222222;1643,596191;0,015779919;380;7;42,29777778;104,9955556;161,6482456;-3762,071533;3762,071533;0;42,29777778
Perkebunan;Jambu Mete;Maluku Utara;2026;4;0,349646015;46,209;6493,955556;636,1111111;16665,03711;636,1111111;35964,48335;0,017043384;354;5;6,816666667;22,85222222;114,2078944;-701,9663696;701,9663696;-3008527,298;6,816666667
Perkebunan;Jambu Mete;Nusa Tenggara Barat;2026;4;0,349646015;8506,788333;37399,55556;376,3333333;28727,05078;376,3333333;237,6956103;0,013193016;419;10;138,1888889;590,98;5673,169767;14811,35938;14811,35938;0;138,1888889
Perkebunan;Jambu Mete;Nusa Tenggara Timur;2026;2;0,349646015;2777,426667;159546,2222;593;18419,90625;593;563,2004535;0,03838389;171;1;74,84555556;360,6977778;8195,806436;5773,041992;5773,041992;173091,2598;74,84555556
Perkebunan;Jambu Mete;Papua;2026;3;0,349646015;2430,194667;341,6666667;232,5555556;16319,92969;232,5555556;571,5482472;0,006529083;626;19;90,96;326,3777778;155,6681396;-5369,188477;5369,188477;0;90,96
Perkebunan;Jambu Mete;Papua Barat;2026;3;0,349646015;358,7776667;0;0;16009,85547;0;4362,333349;0,002008085;1174;34;12,46777778;277,2444444;84,68039222;-3219,437988;3219,437988;0;12,46777778
Perkebunan;Jambu Mete;Riau;2026;3;0,349646015;0,353333333;0;0;21924,71289;0;6205007,422;0,002650401;988;24;39,25888889;0,003333333;76,23608444;2563,00293;2563,00293;0;39,25888889
Perkebunan;Jambu Mete;Sulawesi Barat;2026;3;0,349646015;11,26666667;650,1111111;249,7777778;16023,08008;249,7777778;142116,6871;0,006966958;602;18;11,43555556;10;31,99452778;2868,550049;2868,550049;0;11,43555556
Perkebunan;Jambu Mete;Sulawesi Selatan;2026;2;0,349646015;62963,66067;34631,33333;399,5555556;21122,69141;399,5555556;-66,45256775;0,013724366;411;8;139,1444444;4446,311111;8534,426852;12781,44531;12781,44531;58891,28606;139,1444444
Perkebunan;Jambu Mete;Sulawesi Tengah;2026;4;0,349646015;25638,67767;12832;258,5555556;29024,72461;258,5555556;13,20679244;0,00792592;550;16;181,8044444;1402,65;643,1831533;-746,6653442;746,6653442;0;181,8044444
Perkebunan;Jambu Mete;Sulawesi Tenggara;2026;4;0,349646015;336,4746667;106030,2889;432,6666667;12635,68262;432,6666667;3655,314699;0,02605761;243;2;49,36111111;65,67888889;500,4838978;-478,5924988;478,5924988;0;49,36111111
Perkebunan;Jambu Mete;Sulawesi Utara;2026;2;0,349646015;93252,08267;133,3333333;0;-4497,07666;0;-104,8224946;0,005321815;704;20;326,5;2755,377778;801,8693167;2244,1604;2244,1604;5754,331479;326,5
Perkebunan;Jambu Mete;Sumatera Barat;2026;2;0,349646015;196315,0383;0;0;188645,5156;0;-3,906742333;0,012039533;450;13;314,3633333;6562,325556;10951,90489;11561,73145;11561,73145;-22,04873621;314,3633333
Perkebunan;Jambu Mete;Sumatera Selatan;2026;3;0,349646015;3879,31;0;0;23870,42773;0;515,3266363;0,002165154;1107;26;180,0066667;212,8888889;695,7293322;7478,224609;7478,224609;1541,161216;180,0066667
Perkebunan;Jambu Mete;Sumatera Utara;2026;2;0,349646015;240543,343;0;0;128568,5;0;-46,55079688;0,013710376;413;9;281,5722222;8582,971111;7087,570279;30276,03516;30276,03516;472,1095079;281,5722222
Hortikultura;Jeruk Besar;Aceh;2026;2;0,336452575;32596,12533;338,8974122;23,67709924;119558,1563;23,67709924;266,7864049;0,004558202;758;12;13,77166571;2320,666667;1037865,797;714929,5625;714929,5625;-31,45209044;13,77166571
Hortikultura;Jeruk Besar;Bali;2026;2;0,336452575;54744,82367;36,24285222;11,25109419;108445,2969;11,25109419;98,09233022;0,004919614;733;7;7,420490629;7632,555556;19286,1;132316,9688;132316,9688;0;7,420490629
Hortikultura;Jeruk Besar;Banten;2026;2;0,336452575;45724,53967;1,989236667;8,938069923;108445,2969;8,938069923;137,1708882;0,004637066;753;11;12,81698022;3643,607778;32093,49;64203,60547;64203,60547;97,95561809;12,81698022
Hortikultura;Jeruk Besar;Bengkulu;2026;3;0,336452575;7567,928333;2,358167778;6,799321749;32218,85547;6,799321749;325,7288659;0,002359422;1038;22;8,969410265;751,7388889;1306530,243;699814,3125;699814,3125;-47,40025852;8,969410265
Hortikultura;Jeruk Besar;Daerah Istimewa Yogyakarta;2026;2;0,336452575;34493,74233;8,222605556;18,36925303;126447,9141;18,36925303;266,5821842;0,004717568;743;8;4,721285953;8080,974444;19766,77333;111081,4219;111081,4219;0;4,721285953
Hortikultura;Jeruk Besar;Daerah Khusus Ibukota Jakarta;2026;3;0,336452575;5747,869667;1,549083333;6,34725579;-1334,141479;6,34725579;-123,21106;0,001742193;1393;34;6,763398809;875,1655556;19600,50333;145268,3281;145268,3281;0;6,763398809
Hortikultura;Jeruk Besar;Gorontalo;2026;3;0,336452575;2925,512;2,449332222;23,74851904;13150,69922;23,74851904;349,5178696;0,002062803;1150;30;9,07531098;291,6633333;29206,07889;133002,2813;133002,2813;498,0587313;9,07531098
Hortikultura;Jeruk Besar;Jambi;2026;3;0,336452575;6209,598667;7,241163333;8,055716115;35847,05469;8,055716115;477,2845656;0,002420846;1023;20;10,16199206;624,8777778;2281888,988;2004559,875;2004559,875;-12,11714522;10,16199206
Hortikultura;Jeruk Besar;Jawa Barat;2026;2;0,336452575;452645,4963;357,63954;20,65922316;702345,75;20,65922316;55,16463893;0,029760224;214;2;12,70000902;35685,28667;38331,57333;86779,13281;86779,13281;109,1097033;12,70000902
Hortikultura;Jeruk Besar;Jawa Tengah;2026;2;0,336452575;45748;758,4668111;28,46994371;21101,47656;28,46994371;-53,87453755;0,003347185;895;15;12,04759089;47787,52667;265546,1747;130791,1719;130791,1719;-63,13354145;12,04759089
Hortikultura;Jeruk Besar;Jawa Timur;2026;2;0,336452575;1508092,017;2208,560514;14,71613118;1032397,063;14,71613118;-31,54283355;0,082785027;89;1;15,79439466;93910,3;22912,18;118509,4297;118509,4297;0;15,79439466
Hortikultura;Jeruk Besar;Kalimantan Barat;2026;3;0,336452575;7625,258;23,93280333;13,16991866;55485,16016;13,16991866;627,6496108;0,002837283;958;16;10,92097507;683,2788889;5126710,85;4657736;4657736;-8,633971022;10,92097507
Hortikultura;Jeruk Besar;Kalimantan Selatan;2026;3;0,336452575;4979,784333;23,39009;9,730182809;30955,47266;9,730182809;521,6227568;0,002322049;1048;24;5,485726477;933,9855556;1285689,727;934246,375;934246,375;-28,9281292;5,485726477
Hortikultura;Jeruk Besar;Kalimantan Tengah;2026;3;0,336452575;3559,213;4,624458889;27,55551;13833,93164;27,55551;288,6795098;0,00211095;1123;28;8,679094909;451,5077778;6742599,45;6465516;6465516;-20,14128122;8,679094909
Hortikultura;Jeruk Besar;Kalimantan Timur;2026;3;0,336452575;5088,932333;30,36488222;7,359512553;28090,25977;7,359512553;451,9872917;0,002261512;1066;26;9,156810554;625,17;2899070,677;3007487,5;3007487,5;-23,91951988;9,156810554
Hortikultura;Jeruk Besar;Kalimantan Utara;2026;3;0,336452575;6920,921;0,29486;10,15730718;28254,25781;10,15730718;308,2441891;0,002286699;1059;25;18,69939532;384,5133333;583062,9711;345764,0313;345764,0313;-42,50120321;18,69939532
