subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;produktivitas;luas_panen;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;pertumbuhan_produksi_2026;prediksi_produktivitas_2026
Perkebunan;Kopi Robusta;Sumatera Barat;2026;4;0,334537907;111653;17654,66667;919,2222222;111329,5703;919,2222222;-0,289673979;0,025663789;249;10;995,3333333;116531,2222;11663,79478;23031,25391;23031,25391;-0,637409293;995,3333333
Perkebunan;Kopi Robusta;Sumatera Selatan;2026;2;0,334537907;680724;266820,6667;915,5555556;592578,25;915,5555556;-12,94882361;0,075157715;98;1;2034,555556;784593,5556;17341,93138;69090,03906;69090,03906;428,2755517;2034,555556
Perkebunan;Kopi Robusta;Sumatera Utara;2026;2;0,334537907;279182,6667;18006,77778;997,2222222;289917,4688;997,2222222;3,845081864;0,031626535;200;4;1809,222222;345738,5556;21300,6963;52368,78516;52368,78516;130,0315648;1809,222222
Hortikultura;Kubis;Aceh;2026;1;0,414512875;40,66666667;356,8444444;162,6633333;10397,04883;162,6633333;25466,51351;0,004749182;739;12;459,5555556;193,5555556;2469,665721;16593,32031;16593,32031;1014,946679;459,5555556
Hortikultura;Kubis;Bali;2026;1;0,414512875;0;720,2944444;279,1388889;4475,077148;279,1388889;0;0,007663087;564;5;0;0;5787,348378;-8065,364258;8065,364258;-129,7516133;0
Hortikultura;Kubis;Banten;2026;3;0,414512875;0;3,011111111;75,82111111;-25,36501122;75,82111111;0;0,00266489;983;20;0;0;2366,713819;3035,437988;3035,437988;154,8175097;0
Hortikultura;Kubis;Bengkulu;2026;1;0,414512875;40,33333333;1902,083333;355,4455556;-62,78051758;355,4455556;-255,6541758;0,009634761;496;1;78,66666667;682,6666667;728,1873174;3404,063965;3404,063965;-0,992807721;78,66666667
Hortikultura;Kubis;Daerah Istimewa Yogyakarta;2026;3;0,414512875;0;0,826666667;95,30222222;6849,753418;95,30222222;0;0,003146908;926;16;0;0;4349,184118;-5482,468262;5482,468262;-110,8022258;0
Hortikultura;Kubis;Daerah Khusus Ibukota Jakarta;2026;3;0,414512875;0;1,688888889;16,92444444;966,4224243;16,92444444;0;0,001801314;1308;27;0;0;1470,784764;-3360,558105;3360,558105;-29952,16841;0
Hortikultura;Kubis;Gorontalo;2026;3;0,414512875;22;0;0;990,243103;0;4401,105014;0,001744006;1391;30;249,4444444;114,8888889;1298,492294;10498,7832;10498,7832;36557,76258;249,4444444
Hortikultura;Kubis;Jambi;2026;1;0,414512875;30911,66667;3037,111111;268,4177778;-74,47813416;268,4177778;-100,2409386;0,007592122;567;6;1845,111111;46398,11111;5637,202358;17259,2832;17259,2832;266,6443561;1845,111111
Hortikultura;Kubis;Jawa Barat;2026;4;0,414512875;5,666666667;10484,60444;217,6933333;51983,66406;217,6933333;917258,7776;0,006845477;610;8;123,5555556;72,77777778;14661,80662;117252,0391;117252,0391;493,9618812;123,5555556
Hortikultura;Kubis;Jawa Tengah;2026;2;0,414512875;0;11188,71222;165,8966667;39149,42188;165,8966667;0;0,005640349;674;9;200,2033333;5958,215556;9842,80934;18571,85547;18571,85547;-93,88459689;200,2033333
Hortikultura;Kubis;Jawa Timur;2026;2;0,414512875;37;9448,036667;209,2222222;117261,8359;209,2222222;316823,8809;0,007246414;587;7;728,5555556;107,2222222;253894,7337;78769,11719;78769,11719;-76,28477892;728,5555556
Hortikultura;Kubis;Kalimantan Barat;2026;3;0,414512875;0;0;0;3172,935059;0;0;0,001780326;1328;28;0;0;1552,961937;5490,486816;5490,486816;184,5844485;0
Hortikultura;Kubis;Kalimantan Selatan;2026;3;0,414512875;2835;0,222222222;6,666666667;6162,668457;6,666666667;117,3780761;0,001846941;1274;25;1445;2829,777778;1176,124472;9079,975586;9079,975586;1404,01025;1445
Hortikultura;Kubis;Kalimantan Tengah;2026;3;0,414512875;0;0,3;54,68555556;399,2991028;54,68555556;0;0,002269497;1063;21;0;0;2223,22963;3035,437988;3035,437988;125,2348848;0
Hortikultura;Kubis;Kalimantan Timur;2026;3;0,414512875;0;1,8;83,72222222;-1274,143066;83,72222222;0;0,002816634;963;18;0;0,555555556;1566,383682;-4323,706055;4323,706055;-144,5077448;0
Hortikultura;Kubis;Kalimantan Utara;2026;3;0,414512875;0;0;0;-2250,210938;0;0;0,001690353;1463;33;0;0;936,307797;851,7091064;851,7091064;-81,26233008;0
Hortikultura;Kubis;Kepulauan Bangka Belitung;2026;3;0,414512875;0;0;0;-1636,351074;0;0;0,001700325;1446;32;0;0;2692,81598;452,1763;452,1763;-31,36600744;0
Hortikultura;Kubis;Kepulauan Riau;2026;3;0,414512875;0;0,061111111;22,96333333;-5721,373535;22,96333333;0;0,001747066;1387;29;0;0;3421,901898;-2134,987061;2134,987061;-145,5007718;0
Hortikultura;Kubis;Lampung;2026;3;0,414512875;657,6666667;473,5222222;126,3233333;30538,05859;126,3233333;4543,394616;0,00407923;808;15;1300,333333;757,8888889;12471,18075;45996,26563;45996,26563;234,4999932;1300,333333
Hortikultura;Kubis;Maluku;2026;3;0,414512875;0;104,9955556;42,29777778;-3762,071533;42,29777778;0;0,002014949;1172;24;0;0;2088,069059;-1453,654053;1453,654053;-229,9724245;0
Hortikultura;Kubis;Maluku Utara;2026;3;0,414512875;0,023333333;22,85222222;6,816666667;-701,9663696;6,816666667;-3008527,298;0,001484598;1517;34;23,66666667;16,11111111;2110,63236;-2814,883301;2814,883301;-299,2242531;23,66666667
Hortikultura;Kubis;Nusa Tenggara Barat;2026;1;0,414512875;0;590,98;138,1888889;14811,35938;138,1888889;0;0,004197372;786;14;0;0;9810,113888;13772,45313;13772,45313;6494,023405;0
Hortikultura;Kubis;Nusa Tenggara Timur;2026;3;0,414512875;3,333333333;360,6977778;74,84555556;5773,041992;74,84555556;173091,2598;0,002721246;976;19;360,6666667;18;1973,877387;15346,66016;15346,66016;445,4501567;360,6666667
Hortikultura;Kubis;Papua;2026;3;0,414512875;0;326,3777778;90,96;-5369,188477;90,96;0;0,00293678;947;17;0;0;2816,900551;716,1213379;716,1213379;190,2029879;0
Hortikultura;Kubis;Papua Barat;2026;3;0,414512875;0;277,2444444;12,46777778;-3219,437988;12,46777778;0;0,001708964;1436;31;0;0;2233,880707;-2105,556396;2105,556396;-199,4005471;0
Hortikultura;Kubis;Riau;2026;3;0,414512875;0;0,003333333;39,25888889;2563,00293;39,25888889;0;0,002058836;1152;23;0;0;2585,825675;5193,313477;5193,313477;11,69451355;0
Hortikultura;Kubis;Sulawesi Barat;2026;3;0,414512875;0;10;11,43555556;2868,550049;11,43555556;0;0,001801499;1307;26;0;0;3142,780324;2763,910889;2763,910889;2202,36371;0
Hortikultura;Kubis;Sulawesi Selatan;2026;1;0,414512875;21,66666667;4446,311111;139,1444444;12781,44531;139,1444444;58891,28606;0,004317632;779;13;136,1111111;172;7072,81852;17730,36719;17730,36719;21,74776446;136,1111111
Hortikultura;Kubis;Sulawesi Tengah;2026;1;0,414512875;0;1402,65;181,8044444;-746,6653442;181,8044444;0;0,005162408;717;10;0;0;1313,928388;3035,437988;3035,437988;34,54488452;0
Hortikultura;Kubis;Sulawesi Tenggara;2026;3;0,414512875;0;65,67888889;49,36111111;-478,5924988;49,36111111;0;0,002168845;1103;22;0;0;2116,753506;2157,547119;2157,547119;53,96640329;0
Hortikultura;Kubis;Sulawesi Utara;2026;1;0,414512875;38,33333333;2755,377778;326,5;2244,1604;326,5;5754,331479;0,008902376;512;2;521,2222222;71,55555556;2779,870436;23374,41797;23374,41797;72,90615701;521,2222222
Hortikultura;Kubis;Sumatera Barat;2026;1;0,414512875;14832;6562,325556;314,3633333;11561,73145;314,3633333;-22,04873621;0,008766404;518;3;1118,666667;29981,55556;1557,664473;17770,41992;17770,41992;1397,861145;1118,666667
Hortikultura;Kubis;Sumatera Selatan;2026;1;0,414512875;455,6666667;212,8888889;180,0066667;7478,224609;180,0066667;1541,161216;0,00515587;718;11;1067;727,3333333;1408,698429;15664,06934;15664,06934;794,4356309;1067
Hortikultura;Kubis;Sumatera Utara;2026;2;0,414512875;5292;8582,971111;281,5722222;30276,03516;281,5722222;472,1095079;0,00808625;541;4;1287,222222;6131,888889;613835,2586;410201,7188;410201,7188;-28,31162602;1287,222222
Perkebunan;Lada;Aceh;2026;3;0,34142663;63319;893,8888889;628,3333333;40521,60938;628,3333333;-36,00402821;0,017197869;352;11;848,6666667;101887,1111;17382,1864;18779,66797;18779,66797;64,63806398;848,6666667
Perkebunan;Lada;Bali;2026;3;0,34142663;66470,8;0;0;21230,66211;0;-68,06016761;0,004176387;790;31;1060,042222;69738,05333;6607,435995;7097,344238;7097,344238;36,46147901;1060,042222
Perkebunan;Lada;Banten;2026;3;0,34142663;45473,66667;837,6666667;706,1111111;30187,64648;706,1111111;-33,61510365;0,018996312;319;8;760,8888889;74461,77778;5002,955467;5248,312988;5248,312988;427,4916149;760,8888889
Perkebunan;Lada;Bengkulu;2026;2;0,34142663;7361;4156;486,8888889;46645,56641;486,8888889;533,6851842;0,013240813;418;25;1013,666667;8604,444444;29394,33279;13738,47852;13738,47852;-62,22335853;1013,666667
Perkebunan;Lada;Daerah Istimewa Yogyakarta;2026;3;0,34142663;51147,66667;21,11111111;570,1111111;43009,21875;570,1111111;-15,91166997;0,015593988;382;18;1552,222222;38367,66667;13843,43906;17835,43945;17835,43945;1590,933758;1552,222222
Perkebunan;Lada;Daerah Khusus Ibukota Jakarta;2026;4;0,34142663;0;0;0;34364,75391;0;0;0,002357779;1039;34;0;0;149,8505611;-739,4431763;739,4431763;-66616,62755;0
Perkebunan;Lada;Gorontalo;2026;3;0,34142663;65312,08;26;0;26737,14063;0;-59,06248794;0,004176703;789;30;1415,555556;70117,88889;3392,505011;5877,182129;5877,182129;11,6918603;1415,555556
Perkebunan;Lada;Jambi;2026;3;0,34142663;114612,3333;43,55555556;295,7777778;29654,14453;295,7777778;-74,12656765;0,010295358;481;27;1218,777778;115073,5556;25922,98857;13088,72363;13088,72363;-72,87949709;1218,777778
Perkebunan;Lada;Jawa Barat;2026;3;0,34142663;86761;2281,888889;638,4444444;93523,5625;638,4444444;7,794472747;0,017948091;341;9;866;141172,1111;996317,3769;190685,2344;190685,2344;-29,00282117;866
Perkebunan;Lada;Jawa Tengah;2026;1;0,34142663;22;2192,333333;497,4444444;158618;497,4444444;720890,9091;0,014140315;402;21;108,7555556;49970,72;356580,3152;208129,9688;208129,9688;3859,101555;108,7555556
Perkebunan;Lada;Jawa Timur;2026;3;0,34142663;216759,1867;484,8888889;577,5555556;93744,96094;577,5555556;-56,7515627;0,01962737;310;6;1339,444444;216890,4444;98795,24856;124911,5859;124911,5859;17,31342715;1339,444444
Perkebunan;Lada;Kalimantan Barat;2026;3;0,34142663;76373;10521,44444;836,5555556;47929,5;836,5555556;-37,24287379;0,022789181;275;5;1074,423333;89123,62778;3207,540672;25069,24414;25069,24414;752,2497354;1074,423333
Perkebunan;Lada;Kalimantan Selatan;2026;2;0,34142663;24404,33333;345,2222222;621,1111111;53822,97656;621,1111111;120,5468014;0,016746219;363;14;898,6977778;36507,33333;6192,934659;14087,28027;14087,28027;195,5198445;898,6977778
Perkebunan;Lada;Kalimantan Tengah;2026;1;0,34142663;16514,33333;388,4444444;902,4444444;52402,03125;902,4444444;217,312423;0,023955896;259;4;605,8677778;37059,55;2574,360456;11961,62793;11961,62793;327,4210685;605,8677778
Perkebunan;Lada;Kalimantan Timur;2026;2;0,34142663;8926,666667;7080,777778;1020,888889;45336,75;1020,888889;407,8799477;0,027033781;234;2;607;19358,77778;7130,130039;12729,64844;12729,64844;71,27564552;607
Perkebunan;Lada;Kalimantan Utara;2026;2;0,34142663;620;992,7777778;477,8888889;34135,125;477,8888889;5405,665323;0,012916839;427;26;696,4277778;1280,497778;3350,920313;4804,708984;4804,708984;-48,93292777;696,4277778
Perkebunan;Lada;Kepulauan Bangka Belitung;2026;4;0,34142663;4986,666667;34630,22222;875,8888889;44868,72266;875,8888889;799,7738501;0,024524382;255;3;857,6666667;8205,666667;4961,392188;8237,723633;8237,723633;402,0123807;857,6666667
Perkebunan;Lada;Kepulauan Riau;2026;1;0,34142663;11974;191,8888889;650,3333333;26105,75781;650,3333333;118,0203592;0,017376603;347;10;603,5555556;32685,11111;3509,042346;233,8914642;233,8914642;47,96826542;603,5555556
Perkebunan;Lada;Lampung;2026;3;0,34142663;81257,33333;45078,22222;471,3333333;56179,92188;471,3333333;-30,86172094;0,016865184;359;12;1094,555556;89837;27141,28889;53787,67188;53787,67188;219,8181107;1094,555556
Perkebunan;Lada;Maluku;2026;3;0,34142663;108312,6667;0;0;24113,6875;0;-77,73696444;0,006257184;640;28;1227,222222;114457,1111;4513,404053;-4210,628906;4210,628906;-212,7670327;1227,222222
Perkebunan;Lada;Maluku Utara;2026;3;0,34142663;205365,3333;7,777777778;402;86104,70313;402;-58,0724255;0,0157993;379;17;1303;204361,8889;8535,544226;10912,03027;10912,03027;26,93674678;1303
Perkebunan;Lada;Nusa Tenggara Barat;2026;3;0,34142663;49461,66667;35,22222222;136,1111111;50728,86328;136,1111111;2,561977184;0,005261658;709;29;1072,26;57885,61;36819,49558;13613,75488;13613,75488;-57,69033791;1072,26
Perkebunan;Lada;Nusa Tenggara Timur;2026;3;0,34142663;64203,89;750,2222222;480,7777778;33935,07422;480,7777778;-47,14483154;0,013461987;416;24;772,8477778;126571,2833;9682,173046;18279,25391;18279,25391;83,90553536;772,8477778
Perkebunan;Lada;Papua;2026;4;0,34142663;11631,33333;22,44444444;103,4444444;42544,21484;103,4444444;265,7724667;0,003796812;837;32;920,1111111;17355,22222;3224,414294;8621,21582;8621,21582;132,1221794;920,1111111
Perkebunan;Lada;Papua Barat;2026;4;0,34142663;6885,333333;4,444444444;0,555555556;55961,15625;0,555555556;712,7588534;0,002819202;962;33;642,5555556;7307,666667;2060,713499;4461,898438;4461,898438;24,56362249;642,5555556
Perkebunan;Lada;Riau;2026;3;0,34142663;351967,6433;0;0;153916,0313;0;-56,26983498;0,019602699;311;7;1170,222222;378930,6667;4842,292547;7675,46582;7675,46582;3174,292634;1170,222222
Perkebunan;Lada;Sulawesi Barat;2026;3;0,34142663;34760;1080,555556;524,3333333;21426,16211;524,3333333;-38,35971775;0,014217952;400;20;1097,888889;39111,77778;2920,488157;-2927,677002;2927,677002;-228,0591045;1097,888889
Perkebunan;Lada;Sulawesi Selatan;2026;3;0,34142663;64951,33333;17351,77778;587,3333333;57037,54297;587,3333333;-12,18418462;0,016705751;366;15;1011,888889;80541;309911,3514;61994,01563;61994,01563;-18,85204825;1011,888889
Perkebunan;Lada;Sulawesi Tengah;2026;3;0,34142663;198333,4;3265,777778;321,1111111;28855,07227;321,1111111;-85,45122896;0,013934502;407;22;1168,666667;214433,8889;15290,57955;18929,94727;18929,94727;16,10578793;1168,666667
Perkebunan;Lada;Sulawesi Tenggara;2026;3;0,34142663;41405,66667;16311,66667;483,1111111;41872,73047;483,1111111;1,128019036;0,013781242;410;23;899,5555556;57800;4655,086352;3357,473877;3357,473877;-20,40805733;899,5555556
Perkebunan;Lada;Sulawesi Utara;2026;3;0,34142663;265475,4767;6,444444444;35,55555556;86720,0625;35,55555556;-67,33405903;0,014784506;390;19;1251,777778;262778,3333;40582,15978;7828,695801;7828,695801;-86,5944568;1251,777778
Perkebunan;Lada;Sumatera Barat;2026;3;0,34142663;80680,66667;46,88888889;579,1111111;60488,25;579,1111111;-25,02757786;0,016244163;371;16;1239,444444;85319,88889;164889,1374;74192,08594;74192,08594;-26,94073163;1239,444444
Perkebunan;Lada;Sumatera Selatan;2026;3;0,34142663;61494,66667;11292,22222;602,1111111;52032,54297;602,1111111;-15,38690135;0,016755582;362;13;1160,222222;68231,22222;13069,05465;25356,07813;25356,07813;208,4191143;1160,222222
Perkebunan;Lada;Sumatera Utara;2026;3;0,34142663;102615,3333;327;1176,555556;94798,32031;1176,555556;-7,617782613;0,031589303;201;1;1122,444444;111523,7778;200838,1943;103055,8828;103055,8828;-48,6896303;1122,444444
Hortikultura;Mangga;Aceh;2026;2;0,300329066;1042963,333;2320,666667;13,77166571;714929,5625;13,77166571;-31,45209044;0,05801757;118;11;5954;477039,2222;7938,499839;52739,66797;52739,66797;30271,24559;5954
Hortikultura;Mangga;Bali;2026;1;0,300329066;0;7632,555556;7,420490629;132316,9688;7,420490629;0;0,004744862;740;29;0;0;4578,888367;2361,1875;2361,1875;41,92415885;0
Hortikultura;Mangga;Banten;2026;1;0,300329066;32433,33333;3643,607778;12,81698022;64203,60547;12,81698022;97,95561809;0,003560002;865;34;3617,222222;18438,55556;2279,41126;15374,7666;15374,7666;10397,70693;3617,222222
Hortikultura;Mangga;Bengkulu;2026;2;0,300329066;1330452;751,7388889;8,969410265;699814,3125;8,969410265;-47,40025852;0,072154138;101;10;6625,333333;423187,4444;48745,22809;47455,80859;47455,80859;27,04554276;6625,333333
Hortikultura;Mangga;Daerah Istimewa Yogyakarta;2026;1;0,300329066;0;8080,974444;4,721285953;111081,4219;4,721285953;0;0,004352168;776;33;0;0;0,040043333;7921,921387;7921,921387;1188288108;0
Hortikultura;Mangga;Daerah Khusus Ibukota Jakarta;2026;1;0,300329066;0;875,1655556;6,763398809;145268,3281;6,763398809;0;0,004720354;742;30;0;0;179,0244178;-4054,882324;4054,882324;0;0
Hortikultura;Mangga;Gorontalo;2026;1;0,300329066;22239;291,6633333;9,07531098;133002,2813;9,07531098;498,0587313;0,004613197;754;32;3780,555556;12793,88889;372,6484567;13990,49512;13990,49512;0;3780,555556
Hortikultura;Mangga;Jambi;2026;4;0,300329066;2280945,333;624,8777778;10,16199206;2004559,875;10,16199206;-12,11714522;0,125544009;62;7;6000,333333;967377,2222;8575,142269;66210,52344;66210,52344;442,2573274;6000,333333
Hortikultura;Mangga;Jawa Barat;2026;4;0,300329066;41499,33333;35685,28667;12,70000902;86779,13281;12,70000902;109,1097033;0,008894033;513;20;4541,111111;15544,33333;324040,9826;98289,4375;98289,4375;-11,26030544;4541,111111
Hortikultura;Mangga;Jawa Tengah;2026;2;0,300329066;354770,1;47787,52667;12,04759089;130791,1719;12,04759089;-63,13354145;0,022367396;284;18;1151,888889;38790,33333;126934,56;137895,1875;137895,1875;117,7922886;1151,888889
Hortikultura;Mangga;Jawa Timur;2026;2;0,300329066;0;93910,3;15,79439466;118509,4297;15,79439466;0;0,021054386;298;19;0;0;92516,65715;79526,96094;79526,96094;-12,81560359;0
Hortikultura;Mangga;Kalimantan Barat;2026;4;0,300329066;5097886;683,2788889;10,92097507;4657736;10,92097507;-8,633971022;0,259323085;18;4;5301,555556;2160540,778;864,6444122;20960,58789;20960,58789;0;5301,555556
Hortikultura;Mangga;Kalimantan Selatan;2026;2;0,300329066;1314509,333;933,9855556;5,485726477;934246,375;5,485726477;-28,9281292;0,072745479;99;9;5671;479983,6667;2289,995194;59831,70313;59831,70313;0;5671
Hortikultura;Mangga;Kalimantan Tengah;2026;4;0,300329066;8096193;451,5077778;8,679094909;6465516;8,679094909;-20,14128122;0,366787292;8;2;5993,555556;2164240,889;808,5880922;19296,49219;19296,49219;0;5993,555556
Hortikultura;Mangga;Kalimantan Timur;2026;4;0,300329066;3953034,333;625,17;9,156810554;3007487,5;9,156810554;-23,91951988;0,204535676;26;6;5873,888889;1455596;790,9040567;58039,22656;58039,22656;0;5873,888889
Hortikultura;Mangga;Kalimantan Utara;2026;2;0,300329066;601341,3333;384,5133333;18,69939532;345764,0313;18,69939532;-42,50120321;0,033527211;188;13;4250,111111;236025,1111;857,0294933;55690,78125;55690,78125;0;4250,111111
Hortikultura;Mangga;Kepulauan Bangka Belitung;2026;2;0,300329066;872505,6667;338,8744444;6,09185737;447793,0625;6,09185737;-48,67734622;0,047875103;138;12;5726,444444;259333,7778;1153,301808;55078,33984;55078,33984;0;5726,444444
Hortikultura;Mangga;Kepulauan Riau;2026;1;0,300329066;21058,33333;153,32;7,535966945;162261,0625;7,535966945;670,5313613;0,005219808;712;28;4370,666667;7487,111111;406,6398322;1432,276978;1432,276978;71513,84888;4370,666667
Hortikultura;Mangga;Lampung;2026;1;0,300329066;437634,3333;2524,118889;11,67011574;422433,875;11,67011574;-3,473324;0,025956807;246;16;4719,222222;194871,3333;35349,15132;80166,42188;80166,42188;1048,266569;4719,222222
Hortikultura;Mangga;Maluku;2026;1;0,300329066;20780;634,71;9,030593637;269713,625;9,030593637;1197,948147;0,007570054;570;23;2630,111111;10172,33333;397,6269822;3213,814941;3213,814941;10276,96404;2630,111111
Hortikultura;Mangga;Maluku Utara;2026;1;0,300329066;20859,66667;241,33;19,9589302;181602,4219;19,9589302;770,5911977;0,005657872;672;26;3927,555556;5555;362,5973978;19428,00391;19428,00391;10596993,04;3927,555556
Hortikultura;Mangga;Nusa Tenggara Barat;2026;1;0,300329066;0;12383,42778;13,5931568;140839,8594;13,5931568;0;0,005379225;696;27;0;0;16656,94915;15211,03223;15211,03223;203,5275899;0
Hortikultura;Mangga;Nusa Tenggara Timur;2026;1;0,300329066;0;7984,372222;6,901115405;129051,3438;6,901115405;0;0,004706128;744;31;0;0;1896,119816;5921,311035;5921,311035;148,4789017;0
Hortikultura;Mangga;Papua;2026;1;0,300329066;482456,3333;54,90666667;48,82235409;187768,25;48,82235409;-61,08077829;0,02658702;238;14;6981,777778;96068,55556;810,9023544;-981,9827271;981,9827271;-4813,51709;6981,777778
Hortikultura;Mangga;Papua Barat;2026;1;0,300329066;73178,66667;166,69;33,18268591;122378,6641;33,18268591;67,23270543;0,005856702;657;25;1993,444444;63889,66667;760,7488222;-2879,683838;2879,683838;-3079,240112;1993,444444
Hortikultura;Mangga;Riau;2026;4;0,300329066;9032565,333;1299,716667;10,38287188;8739551;10,38287188;-3,243976905;0,401330609;7;1;7520,555556;3328914,111;871,8787556;3240,180908;3240,180908;194310,8545;7520,555556
Hortikultura;Mangga;Sulawesi Barat;2026;1;0,300329066;376357,3333;1592,175556;30,41841276;383638,2188;30,41841276;1,934567171;0,022641635;281;17;4988,555556;146991,3333;521,3702811;-635,3997192;635,3997192;-11583,12746;4988,555556
Hortikultura;Mangga;Sulawesi Selatan;2026;1;0,300329066;130021,3333;12818,06778;8,37469364;79266,17188;8,37469364;-39,03602598;0,00828606;533;21;6560;56064,55556;60195,85169;17861,625;17861,625;-61,9025158;6560
Hortikultura;Mangga;Sulawesi Tengah;2026;2;0,300329066;407061,3333;1198,227778;13,14883262;561348,9375;13,14883262;37,90279045;0,026000581;245;15;4920,222222;141506,8889;4470,325503;6787,179199;6787,179199;25,04961594;4920,222222
Hortikultura;Mangga;Sulawesi Tenggara;2026;1;0,300329066;72115;2833,643333;6,89641347;134116,0938;6,89641347;85,97530853;0,005977544;650;24;3164,222222;67454,22222;1310,463234;14302,92773;14302,92773;0;3164,222222
Hortikultura;Mangga;Sulawesi Utara;2026;1;0,300329066;0;1077,591111;11,51229002;304594,7188;11,51229002;0;0,008266057;534;22;0;0;5251,623723;-16406,70313;16406,70313;-130,5483526;0
Hortikultura;Mangga;Sumatera Barat;2026;2;0,300329066;1397369,667;911,2333333;16,92962543;1127325;16,92962543;-19,32521316;0,078082187;93;8;7253,111111;442235,8889;176608,7747;88063,97656;88063,97656;247,3307105;7253,111111
Hortikultura;Mangga;Sumatera Selatan;2026;4;0,300329066;4038844,333;2018,517778;11,29938316;3559099;11,29938316;-11,87828234;0,211505729;23;5;6773,333333;1248827,556;5889,761419;92912,1875;92912,1875;4941,173452;6773,333333
Hortikultura;Mangga;Sumatera Utara;2026;4;0,300329066;5059359,333;2809,967778;14,96402351;4940308,5;14,96402351;-2,3530812;0,259771835;17;3;8583,777778;1353866,667;195061,5806;100415,7266;100415,7266;-35,67650561;8583,777778
Hortikultura;Manggis;Aceh;2026;4;0,289885075;8553,666667;368,1811111;9,326847253;13981,46875;9,326847253;63,45585227;0,002042136;1159;8;678,1111111;16605;8415,644316;6777,924805;6777,924805;640,7568093;678,1111111
Hortikultura;Manggis;Bali;2026;4;0,289885075;12,66666667;2041,106667;8,402203205;9745,574219;8,402203205;76838,74383;0,001966849;1196;10;428,8888889;39;4082,610799;3637,960693;3637,960693;6514,473988;428,8888889
Hortikultura;Manggis;Banten;2026;4;0,289885075;1;2275,785556;12,72709007;-5333,619141;12,72709007;-533461,9141;0,001704336;1443;29;64,55555556;29;2978,50407;-1421,33252;1421,33252;-134,6553768;64,55555556
Hortikultura;Manggis;Bengkulu;2026;4;0,289885075;677;482,5266667;10,06866176;1908,189331;10,06866176;181,8595762;0,001783363;1322;23;547,8888889;1296,111111;2316,133701;2000,215942;2000,215942;-65,97307725;547,8888889
Hortikultura;Manggis;Daerah Istimewa Yogyakarta;2026;4;0,289885075;1;601,7044444;6,101803442;-3963,676758;6,101803442;-396467,6758;0,001640416;1503;33;128,8888889;42;4017,583083;7125,599121;7125,599121;14954,08265;128,8888889
Hortikultura;Manggis;Daerah Khusus Ibukota Jakarta;2026;4;0,289885075;0;0,146666667;2,065079365;-4379,186035;2,065079365;0;0,001657167;1495;32;0;0;7,614487778;-4351,021973;4351,021973;0;0
Hortikultura;Manggis;Gorontalo;2026;4;0,289885075;4459;1,562222222;4,488994283;14914,10156;4,488994283;234,4718897;0,002006168;1175;9;904,3333333;8437,444444;803,78891;1235,459106;1235,459106;172,1275565;904,3333333
Hortikultura;Manggis;Jambi;2026;1;0,289885075;204;611,26;23,18124397;837,2374878;23,18124397;310,4105332;0,00185375;1268;19;488,2222222;653,6666667;1072,679104;7705,679688;7705,679688;6862,963573;488,2222222
Hortikultura;Manggis;Jawa Barat;2026;3;0,289885075;246,6666667;9617,314444;10,22262241;51056,17578;10,22262241;20598,44964;0,003442294;879;3;599,7777778;1464;29632,53384;47833,61719;47833,61719;-27,44237059;599,7777778
Hortikultura;Manggis;Jawa Tengah;2026;1;0,289885075;20;2466,886667;16,57703895;747092,8125;16,57703895;3735364,063;0,018186287;336;1;529,1111111;60,88888889;112653,6374;266089,4688;266089,4688;2668,592953;529,1111111
Hortikultura;Manggis;Jawa Timur;2026;4;0,289885075;30,66666667;5207,863333;14,62279536;103893,5391;14,62279536;338683,2796;0,004013763;816;2;598,8888889;107,1111111;51707,36805;84376,85156;84376,85156;20134,25697;598,8888889
Hortikultura;Manggis;Kalimantan Barat;2026;4;0,289885075;134,3333333;320,4;12,425767;7310,467285;12,425767;5342,0352;0,001883243;1248;18;283,5555556;1146,666667;147,8405622;5049,966797;5049,966797;6515,677026;283,5555556
Hortikultura;Manggis;Kalimantan Selatan;2026;4;0,289885075;1423,333333;221,8777778;5,555089026;3394,217041;5,555089026;138,4695813;0,001792817;1314;22;576,5555556;2947;1756,788963;-220,2586975;220,2586975;-113,3679161;576,5555556
Hortikultura;Manggis;Kalimantan Tengah;2026;4;0,289885075;11,33333333;133,9511111;4,380282219;733,3638306;4,380282219;6370,857329;0,001744184;1390;25;478;37,33333333;40,98100778;3226,158936;3226,158936;28366,10825;478
Hortikultura;Manggis;Kalimantan Timur;2026;4;0,289885075;193,6666667;57,99888889;7,934427227;3265,892822;7,934427227;1586,347413;0,001794844;1312;20;320,8888889;947,8888889;786,2634244;1319,211426;1319,211426;150,9596878;320,8888889
Hortikultura;Manggis;Kalimantan Utara;2026;4;0,289885075;0;21,90111111;11,46849068;634,1662598;11,46849068;0;0,001764739;1350;24;0;0;73,27385;-2899,757568;2899,757568;0;0
