subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;silhouette_score_komoditas;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;prediksi_produktivitas_2026
Hortikultura;Alpukat;Aceh;2026;390,5611111;1198,5;1;0,315684648;25443,71406;49589,77344;49589,77344;204383,5517;10350,79222;132,5277778;189339,4531;132,5277778;-7,360718815;0,014230486;333;1;390,5611111
Hortikultura;Bawang Merah;Aceh;2026;91,59111111;1422,857778;4;0,351342382;14846,93104;13044,19336;13044,19336;75,79366667;8980,635556;134,4966667;264203,8438;134,4966667;348483,0088;0,013067208;351;2;91,59111111
Hortikultura;Buncis;Aceh;2026;43,17777778;90,83333333;3;0,313313921;562,2530415;487,3743591;487,3743591;141154,84;3093,385556;296,7322222;51765,63672;296,7322222;-63,32705508;0,010481082;409;3;43,17777778
Hortikultura;Cabai Rawit;Aceh;2026;12,91568598;5298,545556;3;0,366125458;73630,02739;69665,25;69665,25;2776,620667;1198,5;390,5611111;49589,77344;390,5611111;1685,97581;0,0098207;422;4;12,91568598
Hortikultura;Durian;Aceh;2026;16,31710304;3958,363333;2;0,297046471;70127,77395;65525,76563;65525,76563;47356,74933;3648,94;236,2644444;126403,7266;236,2644444;166,918081;0,008753379;447;5;16,31710304
Hortikultura;Jeruk Besar;Aceh;2026;23,67709924;338,8974122;4;0,336452575;8362,429816;7646,695313;7646,695313;112382,4263;2902,552222;175,8;60920,76953;175,8;-45,79155165;0,00774555;479;6;23,67709924
Hortikultura;Kentang;Aceh;2026;98,47888889;1115,9;2;0,436074795;23522,91517;11808,42578;11808,42578;107111,4317;1575,443333;130,1444444;51719,55469;130,1444444;-51,7142532;0,006788086;519;7;98,47888889
Hortikultura;Ketimun;Aceh;2026;102,6388889;1530,772222;1;0,290538337;21791,27416;18143,79102;18143,79102;3836,619667;1303,987778;268,9711111;10669,34961;268,9711111;178,0924495;0,006593933;526;8;102,6388889
Hortikultura;Kubis;Aceh;2026;162,6633333;356,8444444;4;0,413477616;8785,359899;5868,398438;5868,398438;1254,721667;92,48444444;256,6133333;5521,402344;256,6133333;340,0499721;0,006265143;540;9;162,6633333
Hortikultura;Mangga;Aceh;2026;13,77166571;2320,666667;1;0,300329066;33475,64698;30079,27539;30079,27539;2711,980333;5958,215556;200,2033333;75373,44531;200,2033333;2679,276988;0,006251385;541;10;13,77166571
Hortikultura;Manggis;Aceh;2026;9,326847253;368,1811111;1;0,280737839;4046,479642;2901,480225;2901,480225;53,51866667;42,98111111;187,81;4147,810059;187,81;7650,211874;0,004594792;613;11;9,326847253
Hortikultura;Nanas;Aceh;2026;785,0682747;25,66913333;4;0,303966619;23261,55286;24857,30273;24857,30273;199,1723333;479,3888889;169,7666667;6696,607422;169,7666667;3262,217688;0,004171739;636;12;785,0682747
Hortikultura;Nangka;Aceh;2026;16,91336786;612,6144444;1;0,306945405;10918,94238;9555,500977;9555,500977;0;1252,58;162,0766667;21903,94727;162,0766667;0;0,004142382;637;13;16,91336786
Hortikultura;Pepaya;Aceh;2026;131,4948584;221,6488889;1;0,3791048;36381,74101;23737,16992;23737,16992;15879,58233;210,2377778;163,2766667;9241,145508;163,2766667;-41,80485787;0,004110281;640;14;131,4948584
Hortikultura;Rambutan;Aceh;2026;9,006677812;4608,868889;1;0,326269996;40132,78414;40813,125;40813,125;758,3246667;1654,256667;153,2755556;21127,23438;153,2755556;2686,040769;0,003933858;654;15;9,006677812
Hortikultura;Salak;Aceh;2026;57,75183664;28,04366667;3;0,416541486;1605,104228;1118,376343;1118,376343;558,4543333;61,11888889;153,7177778;1387,620117;153,7177778;148,4751276;0,003758675;664;16;57,75183664
Hortikultura;Semangka;Aceh;2026;68,08777778;863,0433333;1;0,288071912;5675,705783;6337,539551;6337,539551;40369,572;1167,98;110,1188889;20945,0293;110,1188889;-48,11679129;0,003575259;678;17;68,08777778
Hortikultura;Tomat;Aceh;2026;194,4766667;629,3155556;4;0,397771496;13683,22208;13324,78516;13324,78516;89,76666667;752,6355556;145,4244444;4348,259277;145,4244444;4743,957606;0,003573;679;18;194,4766667
Hortikultura;Wortel;Aceh;2026;46,24;34,05555556;1;0,461177431;548,9145189;1103,999146;1103,999146;1697,232333;56,10444444;136,2355556;1026,304932;136,2355556;-39,53067524;0,003334098;705;19;46,24
Hortikultura;Alpukat;Bali;2026;106,1133333;620,3933333;1;0,315684648;8658,930742;6148,174805;6148,174805;955,0793333;53,89111111;131,1955556;1461,227051;131,1955556;52,99535858;0,003212403;715;20;106,1133333
Hortikultura;Bawang Merah;Bali;2026;292,0122222;1195,626667;3;0,351342382;33478,50579;34999,60156;34999,60156;34923,85567;886,91;102,4355556;16073,89258;102,4355556;-53,97446166;0,003203935;717;21;292,0122222
Hortikultura;Buncis;Bali;2026;95,33555556;543,5222222;3;0,313313921;5402,594959;4262,752441;4262,752441;7775,394333;320,4544444;127,0044444;6159,524902;127,0044444;-20,78183256;0,00316121;722;22;95,33555556
Hortikultura;Cabai Rawit;Bali;2026;8,176543258;2808,32;4;0,366125458;23986,283;21729,37891;21729,37891;17396,35467;731,6377778;115,4922222;10154,21484;115,4922222;-41,63021484;0,003029573;735;23;8,176543258
Hortikultura;Durian;Bali;2026;17,16637062;2129,69;2;0,297046471;39933,69939;35802,70313;35802,70313;499,2013333;497,3344444;122,1366667;5544,39209;122,1366667;1010,6525;0,003015967;738;24;17,16637062
Hortikultura;Jeruk Besar;Bali;2026;11,25109419;36,24285222;4;0,336452575;357,1498392;519,6651001;519,6651001;12823,886;570,8166667;104,1455556;9387,691406;104,1455556;-26,79526778;0,002699546;766;25;11,25109419
Hortikultura;Kentang;Bali;2026;106,7911111;17,11111111;2;0,436074795;194,7488478;-443,7703857;443,7703857;10298,11267;620,3933333;106,1133333;6148,174805;106,1133333;-40,29804292;0,002687471;767;26;106,7911111
Hortikultura;Ketimun;Bali;2026;123,3433333;450,7622222;1;0,290538337;5384,64037;4939,336914;4939,336914;11775,789;288,1188889;101,6711111;7415,318359;101,6711111;-37,02911661;0,00260808;783;27;123,3433333
Hortikultura;Kubis;Bali;2026;279,1388889;720,2944444;4;0,413477616;31439,4493;20569,41016;20569,41016;0;1382,453333;91,49666667;21187,79297;91,49666667;0;0,002539387;794;28;279,1388889
Hortikultura;Mangga;Bali;2026;7,420490629;7632,555556;1;0,300329066;54623,48026;60614,23828;60614,23828;852,038;516,0888889;96,84;2648,718994;96,84;210,868646;0,002387486;809;29;7,420490629
Hortikultura;Manggis;Bali;2026;8,402203205;2041,106667;4;0,280737839;19040,85036;17526,375;17526,375;6379,004667;276,1466667;95,70333333;3357,138428;95,70333333;-47,37206503;0,002384489;810;30;8,402203205
Hortikultura;Nanas;Bali;2026;113,1910072;3,531177778;4;0,303966619;439,04338;2552,728271;2552,728271;260,9303333;10,69222222;94,60444444;-209,1307526;94,60444444;-180,1481184;0,00231699;822;31;113,1910072
Hortikultura;Nangka;Bali;2026;6,852225948;3178,746667;1;0,306945405;23377,68973;24507,92578;24507,92578;5563,783;705,0877778;90,82;4993,736816;90,82;-10,2456581;0,002278874;825;32;6,852225948
Hortikultura;Pepaya;Bali;2026;99,72429422;156,482;1;0,3791048;15720,87232;14785,3623;14785,3623;942,2656667;58,47777778;85,90111111;832,6276855;85,90111111;-11,63556999;0,002110427;842;33;99,72429422
Hortikultura;Rambutan;Bali;2026;9,150937055;1767,555556;1;0,326269996;17377,64278;17386,98633;17386,98633;1601,092;166,1922222;76,83333333;370,5186768;76,83333333;-76,85837686;0,001889653;876;34;9,150937055
Hortikultura;Salak;Bali;2026;9,163821551;2987,4425;3;0,416541486;27007,85098;26758,9043;26758,9043;547832,4643;49970,72;108,7555556;533438,1875;108,7555556;-2,627496136;0,038650894;116;1;9,163821551
Hortikultura;Semangka;Bali;2026;179,5766667;1254,437778;1;0,288071912;46467,23356;28947,01367;28947,01367;479909,4687;52266,14778;91,98888889;493780,8438;91,98888889;2,890414961;0,035192309;129;2;179,5766667
Hortikultura;Tomat;Bali;2026;146,3088889;343,8955556;2;0,397771496;5247,486489;4610,080078;4610,080078;224003,8363;15012,49333;152,8944444;228265,3594;152,8944444;1,902433062;0,016381671;290;3;146,3088889
Hortikultura;Wortel;Bali;2026;115,1744444;163,1111111;3;0,461177431;1976,254289;1219,908691;1219,908691;203922,787;17193,17;124,4222222;218977,1719;124,4222222;7,382394629;0,015351248;311;4;115,1744444
Hortikultura;Alpukat;Banten;2026;104,1455556;570,8166667;1;0,315684648;8667,823974;9387,691406;9387,691406;190855,1313;17011,37556;111,7255556;180930,0313;111,7255556;-5,200331798;0,013661244;342;5;104,1455556
Hortikultura;Bawang Merah;Banten;2026;60,10333333;172,2022222;4;0,351342382;1306,61423;650,3378906;650,3378906;191219,607;17278,45111;108,45;179399,2188;108,45;-6,181577525;0,013627011;344;6;60,10333333
Hortikultura;Buncis;Banten;2026;45,65111111;20,74444444;3;0,313313921;122,2218668;921,1793213;921,1793213;33988,564;1195,626667;292,0122222;34999,60156;292,0122222;2,974640419;0,007543313;489;7;45,65111111
Hortikultura;Cabai Rawit;Banten;2026;8,151535565;377,3544444;4;0,366125458;3678,363153;2459,907471;2459,907471;62830,02967;4097,752222;151,64;66230,53906;151,64;5,412235859;0,005934484;552;8;8,151535565
Hortikultura;Durian;Banten;2026;19,51316386;3961,826667;2;0,297046471;73550,9831;68595,20313;68595,20313;119,28;5,177777778;144,7544444;976,2189941;144,7544444;718,4263868;0,003539579;681;9;19,51316386
Hortikultura;Jeruk Besar;Banten;2026;8,938069923;1,989236667;4;0,336452575;16,39808;456,8910217;456,8910217;29523,656;2892,897778;110,0266667;31121,49219;110,0266667;5,412053939;0,003531249;683;10;8,938069923
Hortikultura;Kentang;Banten;2026;5,777777778;0,111111111;1;0,436074795;1,698424444;-650,4541016;650,4541016;12309,11733;1422,857778;91,59111111;13044,19336;91,59111111;5,971801277;0,0024702;801;11;5,777777778
Hortikultura;Ketimun;Banten;2026;85,27;897,6744444;1;0,290538337;9845,916114;7967,665527;7967,665527;15579,71833;1872,966667;81,94666667;18323,67188;81,94666667;17,61234371;0,002418545;806;12;85,27
Hortikultura;Kubis;Banten;2026;75,82111111;3,011111111;2;0,413477616;28,50865889;23,11128235;23,11128235;9032,732;1407,49;67,66;9034,587891;67,66;0,020546282;0,001840176;885;13;75,82111111
Hortikultura;Mangga;Banten;2026;12,81698022;3643,607778;1;0,300329066;45368,59701;47118,08203;47118,08203;53,571;7,13;73,72;164,2634125;73,72;206,6274896;0,001810958;891;14;12,81698022
Hortikultura;Manggis;Banten;2026;12,72709007;2275,785556;4;0,280737839;40918,94322;29645,38672;29645,38672;1856,116667;258,8733333;73,42111111;713,0581055;73,42111111;-61,58333588;0,001809851;892;15;12,72709007
Hortikultura;Nanas;Banten;2026;210,2116818;1,184768889;4;0,303966619;296,0073622;6494,33252;6494,33252;1074,469333;145,6911111;72,99222222;306,7961731;72,99222222;-71,44672597;0,001795134;894;16;210,2116818
Hortikultura;Nangka;Banten;2026;8,94035604;899,5644444;1;0,306945405;6710,841062;6910,800781;6910,800781;805,365;121,2977778;63,96111111;164,2634125;63,96111111;-79,60385509;0,001574981;920;17;8,94035604
Hortikultura;Pepaya;Banten;2026;121,6172324;134,1623333;1;0,3791048;15639,44032;15684,4502;15684,4502;283,5166667;40,1;62,65111111;542,1107788;62,65111111;91,20949226;0,001544802;924;18;121,6172324
Hortikultura;Rambutan;Banten;2026;13,88330684;2632,88;1;0,326269996;42608,83415;35573,81641;35573,81641;1104,369333;172,2022222;60,10333333;650,3378906;60,10333333;-41,11228273;0,001485286;931;19;13,88330684
Hortikultura;Salak;Banten;2026;82,73341246;10,7905;3;0,416541486;1349,127807;301,1875916;301,1875916;3306,651;576,6422222;56,98;2730,801758;56,98;-17,41487814;0,00144063;936;20;82,73341246
Hortikultura;Semangka;Banten;2026;76,80777778;104,4377778;1;0,288071912;1040,84628;1749,380249;1749,380249;406,502;82,77111111;55,43888889;551,6675415;55,43888889;35,71090462;0,001370678;943;21;76,80777778
Hortikultura;Tomat;Banten;2026;56,75444444;120,5355556;2;0,397771496;1227,605988;1540,952026;1540,952026;3641,094333;619,9666667;51,6;2811,586426;51,6;-22,78182963;0,001317938;954;22;56,75444444
Hortikultura;Wortel;Banten;2026;74,37666667;18,11111111;1;0,461177431;160,0617633;562,342041;562,342041;237,034;53,95444444;51,44111111;551,6675415;51,44111111;132,737726;0,001274048;958;23;74,37666667
Hortikultura;Alpukat;Bengkulu;2026;122,1366667;497,3344444;1;0,315684648;3495,3755;5544,39209;5544,39209;254,5183333;56,31444444;50,36888889;549,1863403;50,36888889;115,7747668;0,001248201;962;24;122,1366667
Hortikultura;Bawang Merah;Bengkulu;2026;63,96111111;121,2977778;4;0,351342382;822,1399881;164,2634125;164,2634125;124,7563333;27,98444444;49,66888889;549,1863403;49,66888889;340,2071828;0,001231238;969;25;63,96111111
Hortikultura;Buncis;Bengkulu;2026;195,9977778;1434,037778;2;0,313313921;33474,02798;34239,41016;34239,41016;323,0506667;69,83333333;49,61;549,1863403;49,61;70,00006408;0,001229992;970;26;195,9977778
Hortikultura;Cabai Rawit;Bengkulu;2026;7,615465218;3041,562222;4;0,366125458;25180,99045;24911,42578;24911,42578;4,861666667;1,563333333;35,51777778;313,5062866;35,51777778;6348,535206;0,000889598;1032;27;7,615465218
Hortikultura;Durian;Bengkulu;2026;13,14532703;1542,886667;2;0,297046471;21606,74671;24326,80859;24326,80859;76,80333333;18,95111111;34,30111111;253,7373505;34,30111111;230,372836;0,000859991;1039;28;13,14532703
Hortikultura;Jeruk Besar;Bengkulu;2026;6,799321749;2,358167778;4;0,336452575;8,040146667;109,6887207;109,6887207;574,0693333;204,9522222;30,03444444;379,1468811;30,03444444;-33,95451401;0,000761797;1053;29;6,799321749
Hortikultura;Kentang;Bengkulu;2026;138,7344444;251,8888889;2;0,436074795;3550,004734;1819,61731;1819,61731;618,2756667;201,1177778;28,94888889;379,1468811;28,94888889;-38,67672601;0,000736292;1058;30;138,7344444
Hortikultura;Ketimun;Bengkulu;2026;112,4844444;1585,553333;1;0,290538337;26233,20306;18677,45898;18677,45898;662,179;228,4666667;26,84555556;379,1468811;26,84555556;-42,74253924;0,000687447;1070;31;112,4844444
Hortikultura;Kubis;Bengkulu;2026;355,4455556;1902,083333;4;0,413477616;81130,93124;70915,82031;70915,82031;58,403;25,34333333;22,49666667;313,5062866;22,49666667;436,798258;0,000582958;1102;32;355,4455556
Hortikultura;Mangga;Bengkulu;2026;8,969410265;751,7388889;1;0,300329066;14486,91275;7330,985352;7330,985352;901,9033333;506,5666667;18,93444444;559,3101196;18,93444444;-37,98558017;0,000518292;1116;33;8,969410265
Hortikultura;Manggis;Bengkulu;2026;10,06866176;482,5266667;1;0,280737839;5741,404542;4567,515625;4567,515625;203,5196667;150,8477778;15,93333333;379,1468811;15,93333333;86,29495975;0,00043723;1153;34;10,06866176
Hortikultura;Nanas;Bengkulu;2026;201,2155618;1,884968889;4;0,303966619;437,4792111;5480,412598;5480,412598;81039,90333;4558,45;169,8977778;83617,48438;169,8977778;3,18063193;0,007178865;502;1;201,2155618
Hortikultura;Nangka;Bengkulu;2026;14,43784121;379,3955556;1;0,306945405;5520,403358;4112,59668;4112,59668;51447,31933;2657,523333;199,4288889;52631,59375;199,4288889;2,301916664;0,006139952;544;2;14,43784121
Hortikultura;Pepaya;Bengkulu;2026;192,8976186;126,0165556;1;0,3791048;27346,89077;25082,7793;25082,7793;29844,47367;1434,037778;195,9977778;34239,41016;195,9977778;14,72613167;0,005329146;576;3;192,8976186
Hortikultura;Rambutan;Bengkulu;2026;9,54695268;608,2677778;1;0,326269996;6467,281501;4904,821777;4904,821777;42592,545;3258,248889;135,6533333;47938,32031;135,6533333;12,55096476;0,004681262;608;4;9,54695268
Hortikultura;Salak;Bengkulu;2026;44,953539;53,99583333;3;0,416541486;4405,74285;2547,979248;2547,979248;3120,31;184,9388889;173,4666667;4537,816406;173,4666667;45,42838392;0,004252563;633;5;44,953539
Hortikultura;Semangka;Bengkulu;2026;68,09333333;201,46;1;0,288071912;1361,792199;2446,687256;2446,687256;25672,61633;2065,182222;121,5411111;38328,76953;121,5411111;49,29826019;0,003817154;661;6;68,09333333
Hortikultura;Tomat;Bengkulu;2026;108,7222222;3240,176667;4;0,397771496;39383,07986;42034,36328;42034,36328;28490,81;2718,534444;110,1777778;35084,14063;110,1777778;23,14195569;0,003597312;676;7;108,7222222
Hortikultura;Wortel;Bengkulu;2026;244,98;1457,166667;3;0,461177431;55410,86408;48252,17969;48252,17969;6079,033333;515,3666667;122,25;6538,46875;122,25;7,557705172;0,003041711;734;8;244,98
Hortikultura;Alpukat;Daerah Istimewa Yogyakarta;2026;145,4244444;752,6355556;1;0,315684648;6255,360068;4348,259277;4348,259277;3540,263333;191,0111111;122,9355556;2878,842529;122,9355556;-18,68281373;0,003023471;736;9;145,4244444
Hortikultura;Bawang Merah;Daerah Istimewa Yogyakarta;2026;110,0266667;2892,897778;4;0,351342382;29583,26472;31121,49219;31121,49219;268,3033333;24,93333333;119,5377778;578,9656372;119,5377778;115,7877168;0,002925762;744;10;110,0266667
Hortikultura;Buncis;Daerah Istimewa Yogyakarta;2026;119,5377778;24,93333333;3;0,313313921;401,0710433;578,9656372;578,9656372;5516,179667;537,3611111;102,8766667;3888,42627;102,8766667;-29,50870884;0,002556267;791;11;119,5377778
Hortikultura;Cabai Rawit;Daerah Istimewa Yogyakarta;2026;10,47632679;2286,822222;4;0,366125458;23658,22788;28467,37695;28467,37695;186,4333333;20,76777778;103,1466667;191,8989563;103,1466667;2,931676899;0,00252605;796;12;10,47632679
Hortikultura;Durian;Daerah Istimewa Yogyakarta;2026;5,780880232;1987,243333;1;0,297046471;11944,85341;9671,855469;9671,855469;1543,284333;152,02;102,0555556;435,5550232;102,0555556;-71,77739618;0,00250192;798;13;5,780880232
Hortikultura;Jeruk Besar;Daerah Istimewa Yogyakarta;2026;18,36925303;8,222605556;4;0,336452575;208,5682767;506,4917908;506,4917908;5631,232;543,5222222;95,33555556;4262,752441;95,33555556;-24,30160147;0,002379204;812;14;18,36925303
Hortikultura;Kentang;Daerah Istimewa Yogyakarta;2026;0,888888889;2,222222222;1;0,436074795;1,427995556;-3075,713135;3075,713135;2843,175;278,1677778;95,26777778;1612,821045;95,26777778;-43,27394392;0,00234612;817;15;0,888888889
Hortikultura;Ketimun;Daerah Istimewa Yogyakarta;2026;95,86666667;153,0711111;1;0,290538337;1462,441881;435,5550232;435,5550232;4261,9;434,3766667;89,03222222;2822,116699;89,03222222;-33,78266268;0,002209583;833;16;95,86666667
Hortikultura;Kubis;Daerah Istimewa Yogyakarta;2026;95,30222222;0,826666667;2;0,413477616;19,26520222;23,11128235;23,11128235;685,3996667;80,60888889;88,88666667;379,522644;88,88666667;-44,62754178;0,002180611;837;17;95,30222222
Hortikultura;Mangga;Daerah Istimewa Yogyakarta;2026;4,721285953;8080,974444;1;0,300329066;38349,39781;40164,10156;40164,10156;1336,242667;146,1533333;81,93444444;527,350647;81,93444444;-60,53481451;0,002013521;857;18;4,721285953
Hortikultura;Manggis;Daerah Istimewa Yogyakarta;2026;6,101803442;601,7044444;1;0,280737839;4672,100094;2878,660156;2878,660156;4351,517667;541,3411111;80,15222222;3054,206299;80,15222222;-29,81284846;0,001999956;860;19;6,101803442
Hortikultura;Nanas;Daerah Istimewa Yogyakarta;2026;294,2823871;2,673146667;4;0,303966619;1365,298873;7376,963379;7376,963379;1706,229;153,6922222;76,23222222;656,1859741;76,23222222;-61,54174064;0,001876722;878;20;294,2823871
Hortikultura;Nangka;Daerah Istimewa Yogyakarta;2026;6,231203872;3069,162222;1;0,306945405;19581,79283;19405,3457;19405,3457;1202,808667;211,8688889;65,54;949,6637573;65,54;-21,04614943;0,001618946;912;21;6,231203872
Hortikultura;Pepaya;Daerah Istimewa Yogyakarta;2026;77,13856277;223,6854444;1;0,3791048;17344,55931;14658,03711;14658,03711;3734,502667;598,6455556;63,01444444;3415,44165;63,01444444;-8,543601244;0,001592845;916;22;77,13856277
Hortikultura;Rambutan;Daerah Istimewa Yogyakarta;2026;6,590316932;3344,844444;1;0,326269996;23649,19933;21945,69141;21945,69141;361,3006667;62,51333333;53,42111111;803,0194092;53,42111111;122,2579373;0,001323765;952;23;6,590316932
Hortikultura;Salak;Daerah Istimewa Yogyakarta;2026;18,8256212;2629,685;3;0,416541486;51700,41069;47806,62109;47806,62109;2149,911667;432,4866667;50,13333333;1914,489258;50,13333333;-10,95032938;0,0012623;960;24;18,8256212
Hortikultura;Semangka;Daerah Istimewa Yogyakarta;2026;195,4744444;505,0866667;1;0,288071912;10605,79825;16268,22949;16268,22949;1151,144333;162,0177778;47,42777778;866,178772;47,42777778;-24,75498103;0,001181847;982;25;195,4744444
Hortikultura;Tomat;Daerah Istimewa Yogyakarta;2026;89,34666667;124,3944444;2;0,397771496;1280,365611;1075,113281;1075,113281;98,13333333;20,74444444;45,65111111;921,1793213;45,65111111;838,701754;0,001137812;994;26;89,34666667
Hortikultura;Wortel;Daerah Istimewa Yogyakarta;2026;0,444444444;0,008888889;1;0,461177431;0,351354444;-2155,218018;2155,218018;435,7333333;90,83333333;43,17777778;487,3743591;43,17777778;11,85152061;0,001074997;1005;27;0,444444444
Hortikultura;Alpukat;Daerah Khusus Ibukota Jakarta;2026;163,2766667;210,2377778;1;0,315684648;8105,789409;9241,145508;9241,145508;1097,923333;282,7555556;34,29444444;647,6222534;34,29444444;-41,01389107;0,000867772;1038;28;163,2766667
Hortikultura;Bawang Merah;Daerah Khusus Ibukota Jakarta;2026;35,51777778;1,563333333;4;0,351342382;13,0986;313,5062866;313,5062866;390,6803333;134,8033333;32,10888889;630,4985962;32,10888889;61,38477993;0,000812843;1044;29;35,51777778
Hortikultura;Buncis;Daerah Khusus Ibukota Jakarta;2026;0;0;1;0,313313921;0;617,4133301;617,4133301;19,8;1,555555556;28,11111111;505,0890808;28,11111111;2450,954954;0,000716406;1063;30;0
Hortikultura;Cabai Rawit;Daerah Khusus Ibukota Jakarta;2026;1,926176137;6,075555556;4;0,366125458;38,69326889;-1568,693726;1568,693726;1045,588667;458,58;22,10888889;810,6620483;22,10888889;-22,46835929;0,0005919;1097;31;1,926176137
Hortikultura;Durian;Daerah Khusus Ibukota Jakarta;2026;12,20931779;21,12666667;2;0,297046471;279,7448584;578,0314331;578,0314331;22,35666667;9,871111111;18,02333333;564,8580322;18,02333333;2426,575364;0,000485876;1131;32;12,20931779
Hortikultura;Jeruk Besar;Daerah Khusus Ibukota Jakarta;2026;6,34725579;1,549083333;4;0,336452575;10,32067889;384,0429077;384,0429077;13,79333333;13,42222222;10,30666667;853,1950073;10,30666667;6085,56071;0,00033316;1204;33;6,34725579
Hortikultura;Kentang;Daerah Khusus Ibukota Jakarta;2026;0;0;1;0,436074795;0;46,97108459;46,97108459;0;0;0;617,4133301;0;0;0,000206679;1283;34;0
Hortikultura;Ketimun;Daerah Khusus Ibukota Jakarta;2026;4,093333333;3,12;3;0,290538337;3,027852222;152,0756073;152,0756073;592851,421;79478,08556;7,232633094;633147,375;7,232633094;6,796973503;0,045026544;97;1;4,093333333
Hortikultura;Kubis;Daerah Khusus Ibukota Jakarta;2026;16,92444444;1,688888889;2;0,413477616;6,855278889;473,7974548;473,7974548;246525,962;26781,16556;9,265604986;260972,25;9,265604986;5,859945899;0,018357386;260;2;16,92444444
Hortikultura;Mangga;Daerah Khusus Ibukota Jakarta;2026;6,763398809;875,1655556;1;0,300329066;6191,946484;6406,244141;6406,244141;158932,7007;12548,37667;12,97466174;180073,625;12,97466174;13,30180903;0,012033589;377;3;6,763398809
Hortikultura;Manggis;Daerah Khusus Ibukota Jakarta;2026;2,065079365;0,146666667;1;0,280737839;0,710676667;-674,5943604;674,5943604;86003,47667;6759,47;12,68106165;98647,29688;12,68106165;14,70152219;0,00662082;525;4;2,065079365
Hortikultura;Nanas;Daerah Khusus Ibukota Jakarta;2026;197,9268577;0,003826667;4;0,303966619;4,149116667;5499,731445;5499,731445;70732,22933;7790,16;9,868308207;75548,44531;9,868308207;6,809082683;0,005395012;569;5;197,9268577
Hortikultura;Nangka;Daerah Khusus Ibukota Jakarta;2026;5,500691694;94,88333333;1;0,306945405;653,3399595;291,8822021;291,8822021;67574,101;5298,545556;12,91568598;69665,25;12,91568598;3,094601288;0,004972811;585;6;5,500691694
Hortikultura;Pepaya;Daerah Khusus Ibukota Jakarta;2026;159,1709972;7,184444444;1;0,3791048;1220,833603;1740,630981;1740,630981;29545,425;5944,973333;5,265351472;35028,54297;5,265351472;18,55826399;0,002644688;776;7;159,1709972
Hortikultura;Rambutan;Daerah Khusus Ibukota Jakarta;2026;10,26410454;398,7044444;1;0,326269996;4925,481781;3483,41333;3483,41333;26484,46;3167,415556;8,342637021;36363,79297;8,342637021;37,30237645;0,002405507;807;8;10,26410454
Hortikultura;Salak;Daerah Khusus Ibukota Jakarta;2026;107,2079851;0,077666667;3;0,416541486;18,73560889;219,0002289;219,0002289;24031,369;1602,487778;18,31442236;28309,24805;18,31442236;17,80122908;0,002011105;858;9;107,2079851
Hortikultura;Semangka;Daerah Khusus Ibukota Jakarta;2026;121,57;0,046666667;1;0,288071912;4,88034;2612,671875;2612,671875;21888,566;2286,822222;10,47632679;28467,37695;10,47632679;30,05592487;0,001946806;868;10;121,57
Hortikultura;Tomat;Daerah Khusus Ibukota Jakarta;2026;15,57;0,948888889;2;0,397771496;3,68325;1257,276611;1257,276611;23299,201;3107,098889;7,379715483;24911,42578;7,379715483;6,91965695;0,001903025;872;11;15,57
Hortikultura;Wortel;Daerah Khusus Ibukota Jakarta;2026;0;0;1;0,461177431;0;800,2332764;800,2332764;22726,89667;3041,562222;7,615465218;24911,42578;7,615465218;9,612087152;0,001881548;877;12;0
Hortikultura;Alpukat;Gorontalo;2026;175,8;2902,552222;2;0,315684648;92636,01099;60920,76953;60920,76953;24010,64067;2808,32;8,176543258;21729,37891;8,176543258;-9,501044941;0,001806247;893;13;175,8
Hortikultura;Bawang Merah;Gorontalo;2026;62,65111111;40,1;4;0,351342382;285,63945;542,1107788;542,1107788;16760,06867;4163,143333;3,823352372;21690,43945;3,823352372;29,41736627;0,001690643;907;14;62,65111111
Hortikultura;Buncis;Gorontalo;2026;28,11111111;1,555555556;3;0,313313921;25,06277556;505,0890808;505,0890808;13566,68833;2322,363333;5,618802314;13521,55176;5,618802314;-0,3327015;0,00116906;985;15;28,11111111
Hortikultura;Cabai Rawit;Gorontalo;2026;5,618802314;2322,363333;4;0,366125458;13563,67139;13521,55176;13521,55176;12531,358;2241,068889;5,71834003;12967,94141;5,71834003;3,483927331;0,001114437;997;16;5,618802314
Hortikultura;Durian;Gorontalo;2026;18,90082396;308,98;2;0,297046471;5520,632422;4158,109375;4158,109375;13414,64067;1734,773333;6,472595709;12008,3584;6,472595709;-10,48318999;0,001074797;1006;17;18,90082396
Hortikultura;Jeruk Besar;Gorontalo;2026;23,74851904;2,449332222;4;0,336452575;54,77881444;506,4917908;506,4917908;3493,712333;4612,821111;0,757324288;6755,414063;0,757324288;93,35919555;0,001067613;1007;18;23,74851904
Hortikultura;Kentang;Gorontalo;2026;0;0;1;0,436074795;0;46,97108459;46,97108459;12198,94867;2066,911111;6,094168404;12140,18457;6,094168404;-0,481714433;0,001064707;1008;19;0
