subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;silhouette_score_komoditas;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;prediksi_produktivitas_2026
Hortikultura;Bawang Merah;Kalimantan Utara;2026;144,7544444;5,177777778;3;0,351342382;172,2589;976,2189941;976,2189941;6233,449;473,5222222;126,3233333;5705,770508;126,3233333;-8,465273273;0,003133848;726;15;144,7544444
Hortikultura;Buncis;Kalimantan Utara;2026;173,4666667;184,9388889;3;0,313313921;4370,202056;4537,816406;4537,816406;11,86033333;0,826666667;95,30222222;23,11128235;95,30222222;94,8619967;0,002334718;819;16;173,4666667
Hortikultura;Cabai Rawit;Kalimantan Utara;2026;14,87522523;442,7144444;3;0,366125458;6575,719868;5815;5815;2430,194667;326,3777778;90,96;1288,707153;90,96;-46,97103195;0,002239292;830;17;14,87522523
Hortikultura;Durian;Kalimantan Utara;2026;11,96131828;536,0833333;2;0,297046471;6749,853819;5792,318359;5792,318359;3,92;1,8;83,72222222;23,11128235;83,72222222;489,5735293;0,002053258;852;18;11,96131828
Hortikultura;Jeruk Besar;Kalimantan Utara;2026;10,15730718;0,29486;4;0,336452575;9,00924;438,2977295;438,2977295;26,13333333;3,011111111;75,82111111;23,11128235;75,82111111;-11,5639706;0,00186131;881;19;10,15730718
Hortikultura;Kentang;Kalimantan Utara;2026;0;0;1;0,436074795;0;46,97108459;46,97108459;2777,426667;360,6977778;74,84555556;1444,033569;74,84555556;-48,00821974;0,001852259;883;20;0
Hortikultura;Ketimun;Kalimantan Utara;2026;233,6366667;232,1644444;1;0,290538337;5465,772598;8198,579102;8198,579102;7,4;0,3;54,68555556;32,66821289;54,68555556;341,4623364;0,001348748;945;21;233,6366667
Hortikultura;Kubis;Kalimantan Utara;2026;0;0;2;0,413477616;0;672,9697876;672,9697876;336,4746667;65,67888889;49,36111111;30,18696594;49,36111111;-91,02845803;0,001220182;973;22;0
Hortikultura;Mangga;Kalimantan Utara;2026;18,69939532;384,5133333;1;0,300329066;7214,277577;6374,928711;6374,928711;514,3396667;104,9955556;42,29777778;396,3139648;42,29777778;-22,94703471;0,001053232;1011;23;18,69939532
Hortikultura;Manggis;Kalimantan Utara;2026;11,46849068;21,90111111;1;0,280737839;327,8785006;496,6637268;496,6637268;0,353333333;0,003333333;39,25888889;98,38729095;39,25888889;27745,4597;0,000977118;1024;24;11,46849068
Hortikultura;Nanas;Kalimantan Utara;2026;165,9074586;4,526533333;4;0,303966619;749,8897589;3396,277832;3396,277832;0,866666667;0,061111111;22,96333333;-3779,608643;22,96333333;-436208,6895;0,000561707;1105;25;165,9074586
Hortikultura;Nangka;Kalimantan Utara;2026;29,43606224;714,9866667;1;0,306945405;22048,18497;17131,06641;17131,06641;5,363333333;1,688888889;16,92444444;473,7974548;16,92444444;8734,010966;0,00045975;1143;26;29,43606224
Hortikultura;Pepaya;Kalimantan Utara;2026;171,9108888;127,2665556;1;0,3791048;21900,10342;23980,05664;23980,05664;358,7776667;277,2444444;12,46777778;471,2440186;12,46777778;31,34708828;0,00036934;1183;27;171,9108888
Hortikultura;Rambutan;Kalimantan Utara;2026;8,812784705;600,4111111;1;0,326269996;6302,974581;4195,169434;4195,169434;11,26666667;10;11,43555556;486,9708557;11,43555556;4222,22653;0,000344225;1199;28;8,812784705
Hortikultura;Salak;Kalimantan Utara;2026;56,2196461;86,17866667;3;0,416541486;5334,284613;4069,803711;4069,803711;46,209;22,85222222;6,816666667;351,3484802;6,816666667;660,3464265;0,00025603;1258;29;56,2196461
Hortikultura;Semangka;Kalimantan Utara;2026;161,4244444;188,1388889;1;0,288071912;3633,594308;3815,138916;3815,138916;0,25;0,222222222;6,666666667;351,3484802;6,666666667;140439,3921;0,000253602;1261;30;161,4244444
Hortikultura;Tomat;Kalimantan Utara;2026;390,3777778;255,4466667;4;0,397771496;11936,88403;14966,46582;14966,46582;0;0;0;672,9697876;0;0;0,000209287;1281;31;390,3777778
Hortikultura;Wortel;Kalimantan Utara;2026;0;0;1;0,461177431;0;800,2332764;800,2332764;0;0;0;672,9697876;0;0;0,000209287;1281;31;0
Hortikultura;Alpukat;Kepulauan Bangka Belitung;2026;102,4355556;886,91;1;0,315684648;19831,84835;16073,89258;16073,89258;0;0;0;672,9697876;0;0;0,000209287;1281;31;102,4355556
Hortikultura;Bawang Merah;Kepulauan Bangka Belitung;2026;49,66888889;27,98444444;4;0,351342382;186,7769414;549,1863403;549,1863403;0;0;0;672,9697876;0;0;0,000209287;1281;31;49,66888889
Hortikultura;Buncis;Kepulauan Bangka Belitung;2026;88,88666667;80,60888889;3;0,313313921;678,6281441;379,522644;379,522644;1508092,017;93910,3;15,79439466;1446203,625;15,79439466;-4,103754388;0,101774804;45;1;88,88666667
Hortikultura;Cabai Rawit;Kepulauan Bangka Belitung;2026;8,500663572;648,7077778;4;0,366125458;5473,971512;4024,421387;4024,421387;557091,8557;47787,52667;12,04759089;607877,625;12,04759089;9,116229005;0,041062333;111;2;8,500663572
Hortikultura;Durian;Kepulauan Bangka Belitung;2026;8,366436755;708,0366667;1;0,297046471;6605,144704;5035,03418;5035,03418;452645,4963;35685,28667;12,70000902;470556,8125;12,70000902;3,957029577;0,032534542;138;3;8,366436755
Hortikultura;Jeruk Besar;Kepulauan Bangka Belitung;2026;13,84939503;1,296956667;4;0,336452575;18,49713;460,9784546;460,9784546;167175,0507;12383,42778;13,5931568;179599,3125;13,5931568;7,431887584;0,01229076;369;4;13,84939503
Hortikultura;Kentang;Kepulauan Bangka Belitung;2026;0;0;1;0,436074795;0;46,97108459;46,97108459;106489,8253;12818,06778;8,37469364;115105,0234;8,37469364;8,090160799;0,008163595;461;5;0
Hortikultura;Ketimun;Kepulauan Bangka Belitung;2026;112,7177778;402,1733333;1;0,290538337;4723,400276;3704,707031;3704,707031;62093,63867;7984,372222;6,901115405;64541,50391;6,901115405;3,942215808;0,004765452;601;6;112,7177778
Hortikultura;Kubis;Kepulauan Bangka Belitung;2026;0;0;2;0,413477616;0;672,9697876;672,9697876;54744,82367;7632,555556;7,420490629;60614,23828;7,420490629;10,72140564;0,0043773;627;7;0
Hortikultura;Mangga;Kepulauan Bangka Belitung;2026;6,09185737;338,8744444;1;0,300329066;2270,674233;1139,843018;1139,843018;45724,53967;3643,607778;12,81698022;47118,08203;12,81698022;3,04769031;0,003415279;696;8;6,09185737
Hortikultura;Manggis;Kepulauan Bangka Belitung;2026;6,960416855;255,1544444;1;0,280737839;2274,200976;1698,427856;1698,427856;43777,10367;2809,967778;14,96402351;42480,62109;14,96402351;-2,961554019;0,003169387;720;9;6,960416855
Hortikultura;Nanas;Kepulauan Bangka Belitung;2026;114,4326207;41,04156444;4;0,303966619;5113,975252;6154,368652;6154,368652;34493,74233;8080,974444;4,721285953;40164,10156;4,721285953;16,43880555;0,003154536;723;10;114,4326207
Hortikultura;Nangka;Kepulauan Bangka Belitung;2026;8,72337769;206,5477778;1;0,306945405;1889,814205;1064,051514;1064,051514;42697,21833;1592,175556;30,41841276;39661,79297;30,41841276;-7,109187631;0,003074215;731;11;8,72337769
Hortikultura;Pepaya;Kepulauan Bangka Belitung;2026;125,6639739;42,16566667;1;0,3791048;5419,993496;5095,501465;5095,501465;32596,12533;2320,666667;13,77166571;30079,27539;13,77166571;-7,721316313;0,002358562;813;12;125,6639739
Hortikultura;Rambutan;Kepulauan Bangka Belitung;2026;4,044794868;417,9255556;1;0,326269996;2166,728631;582,8633423;582,8633423;26179,84567;2524,118889;11,67011574;28679,80859;11,67011574;9,549188941;0,002099379;843;13;4,044794868
Hortikultura;Salak;Kepulauan Bangka Belitung;2026;38,39034649;9,3235;3;0,416541486;860,50752;538,3965454;538,3965454;21667,272;2018,517778;11,29938316;26802,3457;11,29938316;23,69967804;0,001870484;879;14;38,39034649
Hortikultura;Semangka;Kepulauan Bangka Belitung;2026;143,5322222;212,6333333;1;0,288071912;3204,299856;4029,049561;4029,049561;16666,65033;911,2333333;16,92962543;22295,96289;16,92962543;33,77590844;0,001552824;922;15;143,5322222
Hortikultura;Tomat;Kepulauan Bangka Belitung;2026;137,7011111;112,5755556;2;0,397771496;2766,636879;1229,659912;1229,659912;17580,973;2833,643333;6,89641347;19935,01563;6,89641347;13,38971754;0,001543249;925;16;137,7011111
Hortikultura;Wortel;Kepulauan Bangka Belitung;2026;0;0;1;0,461177431;0;800,2332764;800,2332764;15386,34767;1198,227778;13,14883262;15176,51367;13,14883262;-1,363767408;0,001247733;963;17;0
Hortikultura;Alpukat;Kepulauan Riau;2026;131,1955556;53,89111111;1;0,315684648;1221,271772;1461,227051;1461,227051;1321,673333;54,90666667;48,82235409;978,5531616;48,82235409;-25,96104219;0,00121629;974;18;131,1955556
Hortikultura;Bawang Merah;Kepulauan Riau;2026;73,72;7,13;4;0,351342382;93,31063222;164,2634125;164,2634125;13911,41133;1299,716667;10,38287188;13830,73047;10,38287188;-0,57996175;0,001144441;992;19;73,72
Hortikultura;Buncis;Kepulauan Riau;2026;103,1466667;20,76777778;3;0,313313921;243,5743011;191,8989563;191,8989563;12616,53767;1077,591111;11,51229002;11376,28418;11,51229002;-9,83037914;0,001018983;1017;20;103,1466667
Hortikultura;Cabai Rawit;Kepulauan Riau;2026;6,436926881;222,43;4;0,366125458;1534,33489;627,6984863;627,6984863;7373,343;166,69;33,18268591;5535,25;33,18268591;-24,92889589;0,000994755;1020;21;6,436926881
Hortikultura;Durian;Kepulauan Riau;2026;16,96960806;427,4166667;2;0,297046471;6240,22967;5860,513672;5860,513672;6920,921;384,5133333;18,69939532;6374,928711;18,69939532;-7,889012012;0,000751447;1055;22;16,96960806
Hortikultura;Jeruk Besar;Kepulauan Riau;2026;18,8877612;0,499267778;4;0,336452575;9,050448889;506,4917908;506,4917908;7625,258;683,2788889;10,92097507;7782,585938;10,92097507;2,063247401;0,000730269;1060;23;18,8877612
Hortikultura;Kentang;Kepulauan Riau;2026;0;0;1;0,436074795;0;46,97108459;46,97108459;7567,928333;751,7388889;8,969410265;7330,985352;8,969410265;-3,130883002;0,00069947;1066;24;0
Hortikultura;Ketimun;Kepulauan Riau;2026;112,4722222;300,2422222;1;0,290538337;3986,490384;2495,749512;2495,749512;4675,428333;241,33;19,9589302;3843,805664;19,9589302;-17,78709051;0,000651644;1080;25;112,4722222
Hortikultura;Kubis;Kepulauan Riau;2026;22,96333333;0,061111111;2;0,413477616;1,784604444;-3779,608643;3779,608643;6209,598667;624,8777778;10,16199206;5857,07373;10,16199206;-5,677096945;0,00061704;1089;26;22,96333333
Hortikultura;Mangga;Kepulauan Riau;2026;7,535966945;153,32;1;0,300329066;1342,534227;584,9420166;584,9420166;5747,869667;875,1655556;6,763398809;6406,244141;6,763398809;11,45423456;0,000609523;1092;27;7,535966945
Hortikultura;Manggis;Kepulauan Riau;2026;3,982797304;22,36333333;1;0,280737839;119,0597189;152,0756073;152,0756073;5457,516333;634,71;9,030593637;4334,05127;9,030593637;-20,5856473;0,000535055;1109;28;3,982797304
Hortikultura;Nanas;Kepulauan Riau;2026;78,66246202;70,16086222;4;0,303966619;5583,442739;6660,336914;6660,336914;5088,932333;625,17;9,156810554;4191,221191;9,156810554;-17,64046136;0,000521734;1114;29;78,66246202
Hortikultura;Nangka;Kepulauan Riau;2026;8,714071189;232,7855556;1;0,306945405;2062,438852;1414,216309;1414,216309;4979,784333;933,9855556;5,485726477;4342,277344;5,485726477;-12,80189958;0,000512006;1118;30;8,714071189
Hortikultura;Pepaya;Kepulauan Riau;2026;41,24974303;25,65766667;1;0,3791048;1137,309688;1020,9599;1020,9599;3559,213;451,5077778;8,679094909;3198,658936;8,679094909;-10,13016261;0,000439439;1152;31;41,24974303
Hortikultura;Rambutan;Kepulauan Riau;2026;7,093824879;248,2066667;1;0,326269996;2170,673991;991,203125;991,203125;2925,512;291,6633333;9,07531098;1936,179199;9,07531098;-33,81742412;0,000382988;1175;32;7,093824879
Hortikultura;Salak;Kepulauan Riau;2026;101,2065472;11,72016667;3;0,416541486;2812,94146;609,7354736;609,7354736;1974,467;338,8744444;6,09185737;1139,843018;6,09185737;-42,27084993;0,000300433;1230;33;101,2065472
Hortikultura;Semangka;Kepulauan Riau;2026;84,34666667;149,01;1;0,288071912;1354,260642;2024,373779;2024,373779;1065,142333;153,32;7,535966945;584,9420166;7,535966945;-45,08320641;0,000282716;1247;34;84,34666667
Hortikultura;Tomat;Kepulauan Riau;2026;89,30666667;19,20222222;2;0,397771496;214,4055011;1109,081665;1109,081665;83770,71333;9617,314444;10,22262241;106092,9141;10,22262241;26,64678363;0,006944756;509;1;89,30666667
Hortikultura;Wortel;Kepulauan Riau;2026;13,33333333;0,888888889;1;0,461177431;2,451557778;1126,081421;1126,081421;77327,24267;5207,863333;14,62279536;72739,07031;14,62279536;-5,933448803;0,005414738;568;2;13,33333333
Hortikultura;Alpukat;Lampung;2026;153,2755556;1654,256667;1;0,315684648;45490,61694;21127,23438;21127,23438;48755,24433;2819,351111;11,67387508;42331,33984;11,67387508;-13,17582258;0,00333686;704;3;153,2755556
Hortikultura;Bawang Merah;Lampung;2026;73,42111111;258,8733333;4;0,351342382;2080,252987;713,0581055;713,0581055;33594,45467;2466,886667;16,57703895;37468,51953;16,57703895;11,53185817;0,002651977;775;4;73,42111111
Hortikultura;Buncis;Lampung;2026;80,15222222;541,3411111;3;0,313313921;4515,016317;3054,206299;3054,206299;25182,363;2275,785556;12,72709007;29645,38672;12,72709007;17,72281544;0,002093837;847;5;80,15222222
Hortikultura;Cabai Rawit;Lampung;2026;6,094168404;2066,911111;4;0,366125458;12550,39053;12140,18457;12140,18457;22556,51233;1203,207778;18,50157712;21687,41211;18,50157712;-3,852990263;0,001728679;899;6;6,094168404
Hortikultura;Durian;Lampung;2026;16,73999152;3177,313333;2;0,297046471;53667,79074;47576,49609;47576,49609;15399,458;1552,901111;9,672571357;18097,84961;9,672571357;17,52264014;0,001346501;946;7;16,73999152
Hortikultura;Jeruk Besar;Lampung;2026;74,43613118;25,02962556;3;0,336452575;1656,965452;1489,530518;1489,530518;15353,25967;2041,106667;8,402203205;17526,375;8,402203205;14,15409744;0,001346341;947;8;74,43613118
Hortikultura;Kentang;Lampung;2026;24,21333333;49,55555556;1;0,436074795;203,7232778;-3,782938957;3,782938957;14193,75933;611,26;23,18124397;12777,41406;23,18124397;-9,978647922;0,001205817;978;9;24,21333333
Hortikultura;Ketimun;Lampung;2026;84,20333333;1336,96;1;0,290538337;12355,27091;9033,970703;9033,970703;1122,123;30,81555556;36,77986778;523,6154785;36,77986778;-53,33706924;0,000923633;1030;10;84,20333333
Hortikultura;Kubis;Lampung;2026;126,3233333;473,5222222;2;0,413477616;12270,01055;5705,770508;5705,770508;8507,545667;1255,86;6,038137424;7987,55957;6,038137424;-6,112057657;0,000758694;1054;11;126,3233333
Hortikultura;Mangga;Lampung;2026;11,67011574;2524,118889;1;0,300329066;31258,51932;28679,80859;28679,80859;2645,898667;138,6133333;20,41286912;1927,413696;20,41286912;-27,15466694;0,000582962;1101;12;11,67011574
Hortikultura;Manggis;Lampung;2026;3,943699607;717,6166667;1;0,280737839;4552,426757;2138,252197;2138,252197;5701,335667;482,5266667;10,06866176;4567,515625;10,06866176;-19,88691963;0,000553753;1106;13;3,943699607
Hortikultura;Nanas;Lampung;2026;124,7313512;6510,095884;2;0,303966619;694564,3553;688983,5;688983,5;4774,283667;320,4;12,425767;3023,611084;12,425767;-36,66880112;0,000506725;1122;14;124,7313512
Hortikultura;Nangka;Lampung;2026;16,0099217;2651,517778;1;0,306945405;42039,27267;40304,22266;40304,22266;3940,415;1317,026667;3,273941895;3130,391113;3,273941895;-20,55681665;0,00047092;1133;15;16,0099217
Hortikultura;Pepaya;Lampung;2026;153,835941;536,0305556;1;0,3791048;74980,23324;51299,66016;51299,66016;3681,709333;660,0477778;7,596541972;3330,786621;7,596541972;-9,531515947;0,000445354;1150;16;153,835941
Hortikultura;Rambutan;Lampung;2026;15,4432181;2641,004444;1;0,326269996;34123,29137;30283,66406;30283,66406;3227,085333;368,1811111;9,326847253;2901,480225;9,326847253;-10,08975825;0,000427341;1157;17;15,4432181
Hortikultura;Salak;Lampung;2026;94,83573135;359,8263333;3;0,416541486;16670,1538;14021,25293;14021,25293;3465,159;601,7044444;6,101803442;2878,660156;6,101803442;-16,92559688;0,000406722;1168;18;94,83573135
Hortikultura;Semangka;Lampung;2026;137,2855556;1262,487778;1;0,288071912;22611,77175;22698,16992;22698,16992;27,33333333;3,62;11,76710093;1115,973389;11,76710093;3982,829471;0,000368513;1184;19;137,2855556
Hortikultura;Tomat;Lampung;2026;132,2066667;1286,471111;2;0,397771496;18837,88348;16999,66016;16999,66016;2993,046667;717,6166667;3,943699607;2138,252197;3,943699607;-28,55934319;0,000361043;1190;20;132,2066667
Hortikultura;Wortel;Lampung;2026;191,87;376,8;3;0,461177431;7526,5507;9087,625977;9087,625977;2283,435667;293,2911111;7,860663939;1863,330933;7,860663939;-18,39792293;0,000352231;1193;21;191,87
Hortikultura;Alpukat;Maluku;2026;101,6711111;288,1188889;1;0,315684648;22415,00439;7415,318359;7415,318359;281,4496667;21,90111111;11,46849068;496,6637268;11,46849068;76,46626933;0,000345462;1198;22;101,6711111
Hortikultura;Bawang Merah;Maluku;2026;28,94888889;201,1177778;4;0,351342382;737,6825533;379,1468811;379,1468811;1824,468667;255,1544444;6,960416855;1698,427856;6,960416855;-6,908357075;0,000326169;1211;23;28,94888889
Hortikultura;Buncis;Maluku;2026;34,29444444;282,7555556;3;0,313313921;2517,563439;647,6222534;647,6222534;832,9056667;97,77777778;9,106347496;515,257019;9,106347496;-38,13740983;0,000304218;1227;24;34,29444444
Hortikultura;Cabai Rawit;Maluku;2026;3,906301862;1081,836667;4;0,366125458;4108,433787;3399,199463;3399,199463;414,402;57,99888889;7,934427227;329,1942139;7,934427227;-20,56162522;0,000274892;1249;25;3,906301862
Hortikultura;Durian;Maluku;2026;13,36305886;460,5833333;2;0,297046471;7879,923155;5815;5815;35,636;7,231111111;7,223337942;442,4090576;7,223337942;1141,466656;0,000265753;1255;26;13,36305886
Hortikultura;Jeruk Besar;Maluku;2026;22,02033341;15,17888;4;0,336452575;348,1026733;506,4917908;506,4917908;1042,713667;221,8777778;5,555089026;434,4156189;5,555089026;-58,33797592;0,000249966;1262;27;22,02033341
Hortikultura;Kentang;Maluku;2026;17,76;12,02222222;1;0,436074795;42,10223222;-3,782938957;3,782938957;1163,64;148,5222222;6,063084399;194,8048706;6,063084399;-83,25900875;0,000247515;1266;28;17,76
Hortikultura;Ketimun;Maluku;2026;50,85;436,7177778;3;0,290538337;2617,541047;2110,017822;2110,017822;1144,605333;241,5966667;4,87812629;351,1716919;4,87812629;-69,31940804;0,000240128;1271;29;50,85
Hortikultura;Kubis;Maluku;2026;42,29777778;104,9955556;2;0,413477616;649,4390344;396,3139648;396,3139648;507,7616667;133,9511111;4,380282219;292,0215759;4,380282219;-42,48845569;0,00022251;1277;30;42,29777778
Hortikultura;Mangga;Maluku;2026;9,030593637;634,71;1;0,300329066;5744,885167;4334,05127;4334,05127;8,033333333;1,562222222;4,488994283;292,0215759;4,488994283;3535,123352;0,000220683;1278;31;9,030593637
Hortikultura;Manggis;Maluku;2026;9,106347496;97,77777778;1;0,280737839;913,5022744;515,257019;515,257019;92,285;22,36333333;3,982797304;152,0756073;3,982797304;64,78908522;0,000209059;1282;32;9,106347496
Hortikultura;Nanas;Maluku;2026;89,50011683;8,610395556;4;0,303966619;723,64531;2422,138428;2422,138428;0,357;0,146666667;2,065079365;-674,5943604;2,065079365;-189062,0057;0,000154562;1311;33;89,50011683
Hortikultura;Nangka;Maluku;2026;8,780340578;279,1011111;1;0,306945405;2781,315782;1936,179199;1936,179199;9,121333333;1,513333333;1,949498756;-1510,327515;1,949498756;-16658,18793;0,000117063;1320;34;8,780340578
Hortikultura;Pepaya;Maluku;2026;102,2537133;118,3927778;1;0,3791048;12567,37475;11009,19141;11009,19141;760570,555;6510,095884;124,7313512;688983,5;124,7313512;-9,412283256;0,049739047;88;1;102,2537133
Hortikultura;Rambutan;Maluku;2026;5,91612963;183,06;1;0,326269996;1234,956389;271,6976624;271,6976624;444024,548;1742,864729;228,8814775;465035,0938;228,8814775;4,731843283;0,031645384;142;2;5,91612963
Hortikultura;Salak;Maluku;2026;109,7237334;10,0605;3;0,416541486;1324,85206;295,8922729;295,8922729;362598,6933;5625,117293;72,58733134;401743,7813;72,58733134;10,79570573;0,026316339;183;3;109,7237334
Hortikultura;Semangka;Maluku;2026;79,29111111;105,6444444;1;0,288071912;964,9568022;1749,380249;1749,380249;331991,8957;2910,168484;125,7302081;322628,6563;125,7302081;-2,820321682;0,022789883;209;4;79,29111111
Hortikultura;Tomat;Maluku;2026;58,32;561,1355556;2;0,397771496;4486,652014;3395,774658;3395,774658;295263,2657;2511,814329;112,0003749;343004,125;112,0003749;16,16891259;0,022120885;215;5;58,32
Hortikultura;Wortel;Maluku;2026;14,82111111;16,77777778;1;0,461177431;27,25001491;702,1640015;702,1640015;20262,464;25,66913333;785,0682747;24857,30273;785,0682747;22,67660406;0,019015099;249;6;14,82111111
Hortikultura;Alpukat;Maluku Utara;2026;115,4922222;731,6377778;1;0,315684648;11661,13878;10154,21484;10154,21484;169568,4397;842,1077956;203,1245239;173758,3125;203,1245239;2,47090369;0,012898605;354;7;115,4922222
Hortikultura;Bawang Merah;Maluku Utara;2026;26,84555556;228,4666667;4;0,351342382;715,5635055;379,1468811;379,1468811;151741,8093;671,8585067;243,1242884;173772,5313;243,1242884;14,51855755;0,012746038;361;8;26,84555556
Hortikultura;Buncis;Maluku Utara;2026;53,42111111;62,51333333;3;0,313313921;382,9744389;803,0194092;803,0194092;167925,224;1130,615653;150,8095447;166842,875;150,8095447;-0,64454224;0,0121978;371;9;53,42111111
Hortikultura;Cabai Rawit;Maluku Utara;2026;4,218976136;900,8577778;4;0,366125458;4180,63597;3532,053467;3532,053467;3684,98;8,006728889;460,4232791;9937,922852;460,4232791;169,6872941;0,011190782;395;10;4,218976136
Hortikultura;Durian;Maluku Utara;2026;39,88822692;232,7033333;2;0,297046471;8901,668456;7946,166016;7946,166016;105389,3653;998,9701111;120,1062419;111611,1953;120,1062419;5,903660165;0,008128161;464;11;39,88822692
Hortikultura;Jeruk Besar;Maluku Utara;2026;10,34112492;3,178647778;4;0,336452575;57,45755333;794,8287964;794,8287964;580,2246667;1,321231111;329,2014727;7521,67041;329,2014727;1196,337581;0,008023842;466;12;10,34112492
Hortikultura;Kentang;Maluku Utara;2026;0;0;1;0,436074795;0;46,97108459;46,97108459;417,89;1,132164444;312,9728997;7376,963379;312,9728997;1665,288324;0,007631889;483;13;0
Hortikultura;Ketimun;Maluku Utara;2026;75,42222222;336,6622222;1;0,290538337;2727,730201;1844,910645;1844,910645;752,61;2,673146667;294,2823871;7376,963379;294,2823871;880,1840766;0,007181026;500;14;75,42222222
Hortikultura;Kubis;Maluku Utara;2026;6,816666667;22,85222222;2;0,413477616;53,60159116;351,3484802;351,3484802;109,513;0,801782222;284,7699842;6449,688965;284,7699842;5789,427707;0,006947969;508;15;6,816666667
Hortikultura;Mangga;Maluku Utara;2026;19,9589302;241,33;1;0,300329066;4906,224827;3843,805664;3843,805664;219,0833333;0,895008889;271,5271314;6395,248535;271,5271314;2819,094044;0,006627953;524;16;19,9589302
Hortikultura;Manggis;Maluku Utara;2026;36,77986778;30,81555556;4;0,280737839;1123,671294;523,6154785;523,6154785;23952,759;110,5238178;253,6577109;34181,73438;253,6577109;42,70478977;0,006545451;528;17;36,77986778
Hortikultura;Nanas;Maluku Utara;2026;312,9728997;1,132164444;4;0,303966619;382,2107678;7376,963379;7376,963379;2095,847667;10,55846667;227,0618714;7394,844238;227,0618714;252,8330974;0,005559002;566;18;312,9728997
Hortikultura;Nangka;Maluku Utara;2026;17,79747863;104,5055556;1;0,306945405;1902,087104;1048,012085;1048,012085;359,963;1,342848889;214,9436212;3407,508789;214,9436212;846,6275115;0,005249451;578;19;17,79747863
Hortikultura;Pepaya;Maluku Utara;2026;68,38972631;20,683;1;0,3791048;1701,654907;1164,625;1164,625;68967,684;401,9092222;120,9585999;50277,28516;120,9585999;-27,10022689;0,00521938;580;20;68,38972631
Hortikultura;Rambutan;Maluku Utara;2026;44,71324312;189,2844444;3;0,326269996;10029,41194;7904,928711;7904,928711;274,15;1,184768889;210,2116818;6494,33252;210,2116818;2268,897508;0,005146581;581;21;44,71324312
Hortikultura;Salak;Maluku Utara;2026;108,3158284;12,85266667;3;0,416541486;1362,605384;397,0156555;397,0156555;386,47;1,884968889;201,2155618;5480,412598;201,2155618;1318,069345;0,004924688;589;22;108,3158284
Hortikultura;Semangka;Maluku Utara;2026;16,22111111;383,0044444;1;0,288071912;1260,107991;2000,357666;2000,357666;0,628;0,003826667;197,9268577;5499,731445;197,9268577;875653,4149;0,004845127;595;23;16,22111111
Hortikultura;Tomat;Maluku Utara;2026;102,6355556;842,9166667;2;0,397771496;8472,805932;8287,206055;8287,206055;16799,11767;85,51000444;188,1294566;20016,30664;188,1294566;19,15094017;0,004798768;599;24;102,6355556
Hortikultura;Wortel;Maluku Utara;2026;2,444444444;0,444444444;1;0,461177431;0,731135556;-487,1121826;487,1121826;19957,95933;133,7059822;162,8906596;21879,61719;162,8906596;9,628528759;0,004274294;631;25;2,444444444
Hortikultura;Alpukat;Nusa Tenggara Barat;2026;169,7666667;479,3888889;1;0,315684648;5696,829254;6696,607422;6696,607422;44165,47833;389,3168178;114,975368;44574,87109;114,975368;0,926951945;0,00424238;634;26;169,7666667
Hortikultura;Bawang Merah;Nusa Tenggara Barat;2026;108,45;17278,45111;3;0,351342382;203264,8407;179399,2188;179399,2188;797,8263333;4,526533333;165,9074586;3396,277832;165,9074586;325,6913679;0,004061506;643;27;108,45
Hortikultura;Buncis;Nusa Tenggara Barat;2026;122,9355556;191,0111111;3;0,313313921;3546,492162;2878,842529;2878,842529;4868,303333;41,04156444;114,4326207;6154,368652;114,4326207;26,41711559;0,002843935;748;28;122,9355556
Hortikultura;Cabai Rawit;Nusa Tenggara Barat;2026;9,868308207;7790,16;3;0,366125458;72799,50147;75548,44531;75548,44531;410,6626667;3,531177778;113,1910072;2552,728271;113,1910072;521,6119649;0,002780035;759;29;9,868308207
Hortikultura;Durian;Nusa Tenggara Barat;2026;22,21808132;1622,536667;2;0,297046471;33385,74614;35122,32422;35122,32422;4125,899667;44,05171111;103,3142297;5765,531738;103,3142297;39,73998895;0,002571535;786;30;22,21808132
Hortikultura;Jeruk Besar;Nusa Tenggara Barat;2026;23,94177312;26,9861;4;0,336452575;589,4930533;506,4917908;506,4917908;10756,633;113,2426889;96,55671282;10871,59473;96,55671282;1,068751965;0,002516626;797;31;23,94177312
Hortikultura;Kentang;Nusa Tenggara Barat;2026;109,1233333;188,5555556;2;0,436074795;2530,445491;566,9091187;566,9091187;14583,99433;175,1163867;87,81677684;15393,95898;87,81677684;5,553791592;0,002440833;805;32;109,1233333
Hortikultura;Ketimun;Nusa Tenggara Barat;2026;130,7688889;312,5477778;1;0,290538337;5472,099599;3337,937744;3337,937744;647,1063333;8,610395556;89,50011683;2422,138428;89,50011683;274,3030014;0,00220605;834;33;130,7688889
Hortikultura;Kubis;Nusa Tenggara Barat;2026;138,1888889;590,98;4;0,413477616;8850,546802;7468,255859;7468,255859;5338,996;70,16086222;78,66246202;6660,336914;78,66246202;24,74886503;0,002002128;859;34;138,1888889
