subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;prediksi_random_forest;prediksi_xgboost
Hortikultura;Bawang Merah;Jawa Timur;2012;99,83;22323;3;221632,3397;233831,7813
Hortikultura;Bawang Merah;Jawa Timur;2013;93,4;26030;3;239223,1053;245641,5313
Hortikultura;Bawang Merah;Jawa Timur;2014;95,65;30652;3;264570,4748;253283,8438
Hortikultura;Bawang Merah;Jawa Timur;2015;90,02;30783;2;307754,3084;456474,8125
Hortikultura;Bawang Merah;Jawa Timur;2016;0;36173;2;288328,9981;332165,875
Hortikultura;Bawang Merah;Jawa Timur;2017;82,44;37157;2;351247,4226;340847,25
Hortikultura;Bawang Merah;Jawa Timur;2018;88,43;41506;2;345455,4377;356242,7188
Hortikultura;Bawang Merah;Jawa Timur;2019;94,94;42962;2;385619,671;379506,375
Hortikultura;Bawang Merah;Jawa Timur;2020;95,71;47496,8;2;425680,0856;403961,875
Hortikultura;Bawang Merah;Jawa Timur;2021;93,34;53671,44;2;504257,0586;459415,75
Hortikultura;Bawang Merah;Jawa Timur;2022;92,7;51607,17;2;520248,901;501854,875
Hortikultura;Bawang Merah;Jawa Timur;2023;95;51015,62;2;503931,4163;488685,0313
Hortikultura;Bawang Merah;Jawa Timur;2024;88,8;53681,42;2;525747,0347;501917,25
Hortikultura;Bawang Merah;Jawa Timur;2025;92,16666667;52101,40333;2;508039,5189;501854,875
Hortikultura;Buncis;Jawa Timur;2012;0;2450;2;50262,08732;33954,01953
Hortikultura;Buncis;Jawa Timur;2013;142,2;2123;2;45427,72533;40379,69531
Hortikultura;Buncis;Jawa Timur;2014;138;2208;2;66409,4318;58711,6875
Hortikultura;Buncis;Jawa Timur;2015;140,74;2028;2;207532,7164;115407,5234
Hortikultura;Buncis;Jawa Timur;2016;131,49;1983;2;32642,65308;43077,53906
Hortikultura;Buncis;Jawa Timur;2017;144,41;1737;2;27519,73252;45834,66797
Hortikultura;Buncis;Jawa Timur;2018;107,52;2415;2;40788,17419;60333,82422
Hortikultura;Buncis;Jawa Timur;2019;123,71;1916;2;29425,22968;48623,85938
Hortikultura;Buncis;Jawa Timur;2020;124,81;1804;2;31092,09939;48968,75781
Hortikultura;Buncis;Jawa Timur;2021;156,41;1828,29;2;33768,69826;49062,64844
Hortikultura;Buncis;Jawa Timur;2022;159,55;1772,28;2;44825,59506;39308,20313
Hortikultura;Buncis;Jawa Timur;2023;122,41;1789,25;2;43634,95321;39021,74609
Hortikultura;Buncis;Jawa Timur;2024;111,17;2414,34;2;35423,02309;45224,71484
Hortikultura;Buncis;Jawa Timur;2025;131,0433333;1991,956667;2;31466,79209;49177,22266
Hortikultura;Cabai Rawit;Jawa Timur;2012;4,969151514;49111;2;209059,6964;194209,8906
Hortikultura;Cabai Rawit;Jawa Timur;2013;4,490712044;50657;2;229489,6977;215266,3125
Hortikultura;Cabai Rawit;Jawa Timur;2014;4,66336015;51212;2;233589,2428;231627,8125
Hortikultura;Cabai Rawit;Jawa Timur;2015;4,648439098;53783;2;242730,6713;308946,875
Hortikultura;Cabai Rawit;Jawa Timur;2016;4,844937767;53830;2;266597,6891;291795,5938
Hortikultura;Cabai Rawit;Jawa Timur;2017;4,970118161;68212;2;315028,3379;279659,1563
Hortikultura;Cabai Rawit;Jawa Timur;2018;6,430964777;70493;2;411449,2863;408534,3438
Hortikultura;Cabai Rawit;Jawa Timur;2019;7,910896159;67767;2;505291,7472;499182,3125
Hortikultura;Cabai Rawit;Jawa Timur;2020;8,695993086;78765,35;2;622474,0151;629534,1875
Hortikultura;Cabai Rawit;Jawa Timur;2021;7,331721907;78955,94;2;589916,8815;617402,0625
Hortikultura;Cabai Rawit;Jawa Timur;2022;8,02333448;80607,41;2;595768,4183;663688,8125
Hortikultura;Cabai Rawit;Jawa Timur;2023;7,034668082;80006,07;2;596524,0858;660894,0625
Hortikultura;Cabai Rawit;Jawa Timur;2024;7,232922759;78667,77;2;555845,9339;611127,1875
Hortikultura;Cabai Rawit;Jawa Timur;2025;7,43030844;79760,41667;2;579467,2627;611127,1875
Hortikultura;Jeruk Besar;Jawa Timur;2012;12,94208314;2141;2;26457,45081;31486,24805
Hortikultura;Jeruk Besar;Jawa Timur;2013;11,34369885;1833;2;22503,11994;33652,11328
Hortikultura;Jeruk Besar;Jawa Timur;2014;12,23669251;1935;2;23330,09115;30539,55078
Hortikultura;Jeruk Besar;Jawa Timur;2015;1,379435851;1099;2;7309,141455;6237,333984
Hortikultura;Jeruk Besar;Jawa Timur;2016;13,52477375;1474,730769;2;20368,39935;23746,49023
Hortikultura;Jeruk Besar;Jawa Timur;2017;13,73597816;1495,583333;2;191639,0222;26952,9375
Hortikultura;Jeruk Besar;Jawa Timur;2018;11,7321019;1610,61506;2;20165,56231;25049,17383
Hortikultura;Jeruk Besar;Jawa Timur;2019;16,08224667;1843,14422;2;27441,71215;29712,43555
Hortikultura;Jeruk Besar;Jawa Timur;2020;15,16083117;1318,08189;2;32784,23618;26561,20508
Hortikultura;Jeruk Besar;Jawa Timur;2021;16,04041446;1818,99134;2;27837,41988;35717,76172
Hortikultura;Jeruk Besar;Jawa Timur;2022;26,79706083;2136,70299;2;32005,92364;38775,96875
Hortikultura;Jeruk Besar;Jawa Timur;2023;11,67898526;2557,35283;2;60104,80066;51260,99219
Hortikultura;Jeruk Besar;Jawa Timur;2024;14,73304468;1877,73258;2;40989,69318;39865,66016
Hortikultura;Jeruk Besar;Jawa Timur;2025;17,73636359;2190,596133;2;41901,44696;41637,78906
Hortikultura;Kentang;Jawa Timur;2012;155,94;10391;4;156349,1529;119559
Hortikultura;Kentang;Jawa Timur;2013;162,4;11688;4;278382,1269;279560,9688
Hortikultura;Kentang;Jawa Timur;2014;184,69;11277;4;392617,7678;248194,25
Hortikultura;Kentang;Jawa Timur;2015;178,46;11889;4;1444628,344;1883500,5
Hortikultura;Kentang;Jawa Timur;2016;190,5;11968;3;242705,0018;267086,5938
Hortikultura;Kentang;Jawa Timur;2017;200,5;12029;4;315882,9463;250191,9844
Hortikultura;Kentang;Jawa Timur;2018;233,73;13390;4;418163,705;253024
Hortikultura;Kentang;Jawa Timur;2019;252,73;12670;4;331321,5174;339955,3438
Hortikultura;Kentang;Jawa Timur;2020;225,46;15710;4;338330,6239;366873,4688
Hortikultura;Kentang;Jawa Timur;2021;207,86;15603,32;4;330015,4504;339593,8438
Hortikultura;Kentang;Jawa Timur;2022;256,28;15027,71;4;338080,2156;311898,9375
Hortikultura;Kentang;Jawa Timur;2023;236,31;11798,24;4;464638,2465;352274,0313
Hortikultura;Kentang;Jawa Timur;2024;240,95;12528,29;4;484077,4484;336085,9375
Hortikultura;Kentang;Jawa Timur;2025;244,5133333;13118,08;4;313994,9341;353157,0313
Hortikultura;Ketimun;Jawa Timur;2012;133,75;2616;1;39840,6105;53320,76172
Hortikultura;Ketimun;Jawa Timur;2013;139,5;2408;1;52806,18115;53742,80078
Hortikultura;Ketimun;Jawa Timur;2014;139,76;2436;1;62831,5587;63817,12109
Hortikultura;Ketimun;Jawa Timur;2015;148,6;2310;1;261402,4459;153681,6406
Hortikultura;Ketimun;Jawa Timur;2016;148,08;2300;1;44028,47222;34246,96094
Hortikultura;Ketimun;Jawa Timur;2017;161,8;2520;1;44126,6843;52738,58594
Hortikultura;Ketimun;Jawa Timur;2018;145,45;2697;1;42625,93141;45749,45313
Hortikultura;Ketimun;Jawa Timur;2019;147,12;2812;1;60448,70025;56414,91016
Hortikultura;Ketimun;Jawa Timur;2020;136,57;2733,5;1;41518,23487;52054,34375
Hortikultura;Ketimun;Jawa Timur;2021;170,43;3143,18;1;75308,36019;86832,34375
Hortikultura;Ketimun;Jawa Timur;2022;194,27;2799,94;1;58380,35124;61907,07031
Hortikultura;Ketimun;Jawa Timur;2023;191,13;2488,58;1;63323,59179;110341,3984
Hortikultura;Ketimun;Jawa Timur;2024;182,57;2988,26;1;66649,6528;96893,58594
Hortikultura;Ketimun;Jawa Timur;2025;189,3233333;2758,926667;1;60880,39117;89496,04688
Hortikultura;Kubis;Jawa Timur;2012;238,68;9922;1;242243,3979;258075,8906
Hortikultura;Kubis;Jawa Timur;2013;224,6;8793;1;272572,7329;240760
Hortikultura;Kubis;Jawa Timur;2014;252,36;7979;1;294951,9287;264013,6875
Hortikultura;Kubis;Jawa Timur;2015;214,96;9272;1;1467844,01;1843610
Hortikultura;Kubis;Jawa Timur;2016;199,95;11836;3;243882,9481;247334,3125
Hortikultura;Kubis;Jawa Timur;2017;238,14;10785;1;246453,2288;303992,8438
Hortikultura;Kubis;Jawa Timur;2018;215,42;10097;1;225949,4245;246390,4063
Hortikultura;Kubis;Jawa Timur;2019;188,45;11983;1;255480,494;247448,4688
Hortikultura;Kubis;Jawa Timur;2020;156,29;13034;1;206553,6336;173185,2969
Hortikultura;Kubis;Jawa Timur;2021;179,53;10751,84;1;212024,5054;207157,0781
Hortikultura;Kubis;Jawa Timur;2022;203,48;10342,57;1;298893,1152;257975,0781
Hortikultura;Kubis;Jawa Timur;2023;224,95;9005,53;1;233605,176;297471,4688
Hortikultura;Kubis;Jawa Timur;2024;194,93;9666,91;1;285019,6663;364684,3438
Hortikultura;Kubis;Jawa Timur;2025;207,7866667;9671,67;1;319779,6714;296590
Hortikultura;Nanas;Jawa Timur;2012;40,17596567;4893;1;152985,28;112556,7266
Hortikultura;Nanas;Jawa Timur;2013;46,66627219;4225;3;187149,9184;180537,2031
Hortikultura;Nanas;Jawa Timur;2014;45,76474908;4085;3;200556,4125;209091,5781
Hortikultura;Nanas;Jawa Timur;2015;6,120042872;2799;3;69179,85372;141025,2188
Hortikultura;Nanas;Jawa Timur;2016;89,91663065;724,02624;1;79098,915;87041,75
Hortikultura;Nanas;Jawa Timur;2017;67,3460495;1885,23456;1;110325,968;103757,1172
Hortikultura;Nanas;Jawa Timur;2018;58,91036308;2363,50436;3;139254,2799;145998,8281
Hortikultura;Nanas;Jawa Timur;2019;59,40486578;4213,31648;3;219130,1074;188384,7813
Hortikultura;Nanas;Jawa Timur;2020;56,92254174;3874,60488;3;223557,7401;248783,6406
Hortikultura;Nanas;Jawa Timur;2021;41,62417357;4775,41868;3;208518,5092;214519,9063
Hortikultura;Nanas;Jawa Timur;2022;92,44367547;3867,2758;3;229716,727;254662,7344
Hortikultura;Nanas;Jawa Timur;2023;100,0444961;4354,8524;3;264000,3121;219922,7344
Hortikultura;Nanas;Jawa Timur;2024;40,16608054;7334,84256;2;380038,441;246845,0469
Hortikultura;Nanas;Jawa Timur;2025;77,55141737;5185,65692;2;264849,1343;294983,7188
Hortikultura;Nangka;Jawa Timur;2012;9,661349484;11723;3;107922,3822;105181,1719
Hortikultura;Nangka;Jawa Timur;2013;0;0;3;87600,31417;75252,17188
Hortikultura;Nangka;Jawa Timur;2014;9,825453493;10364;3;124966,5584;110968,1094
Hortikultura;Nangka;Jawa Timur;2015;1,069304204;10894;3;48270,17944;57383,32813
Hortikultura;Nangka;Jawa Timur;2016;12,61581086;9355,34;3;108924,069;83122,25781
Hortikultura;Nangka;Jawa Timur;2017;10,45044298;10377,34;3;116617,8633;102637,8672
Hortikultura;Nangka;Jawa Timur;2018;9,845665845;13783,08;2;133407,1687;105481,5703
Hortikultura;Nangka;Jawa Timur;2019;10,92208946;14477,45;2;148359,0726;139071,4688
Hortikultura;Nangka;Jawa Timur;2020;12,21324179;14526,28;2;170796,2588;151160,0313
Hortikultura;Nangka;Jawa Timur;2021;14,53446489;12572,97;2;175535,8388;162026,6563
Hortikultura;Nangka;Jawa Timur;2022;15,0263137;11717,89;2;202852,7996;159349,6406
Hortikultura;Nangka;Jawa Timur;2023;13,67739179;11333,05;2;173382,987;127055,8984
Hortikultura;Nangka;Jawa Timur;2024;15,8911207;12383,41;2;174895,2031;178993,5156
Hortikultura;Nangka;Jawa Timur;2025;14,86494206;11811,45;2;233190,2368;192453,3281
Hortikultura;Pepaya;Jawa Timur;2012;164,4811801;1966;4;291788,2289;239987,9531
Hortikultura;Pepaya;Jawa Timur;2013;108,4310665;2691;4;270080,1049;246157,2344
Hortikultura;Pepaya;Jawa Timur;2014;113,8887363;2184;4;263189,4368;241070,5781
Hortikultura;Pepaya;Jawa Timur;2015;13,82588358;1924;4;82926,45933;175629,5156
Hortikultura;Pepaya;Jawa Timur;2016;116,1732456;2026,025;3;183703,2576;183745,125
Hortikultura;Pepaya;Jawa Timur;2017;114,9048815;2102,063;4;220904,5151;214609,9688
Hortikultura;Pepaya;Jawa Timur;2018;105,029775;2496,056;4;247942,8589;227354,7031
Hortikultura;Pepaya;Jawa Timur;2019;105,8956684;2686,462;4;276701,9207;221389,4531
Hortikultura;Pepaya;Jawa Timur;2020;109,8692552;2442,674;4;253491,9066;210254,0469
Hortikultura;Pepaya;Jawa Timur;2021;122,2857414;2074,645;4;252911,6029;219005,625
Hortikultura;Pepaya;Jawa Timur;2022;140,673035;1779,478;4;225306,5223;161035,5
Hortikultura;Pepaya;Jawa Timur;2023;197,9616139;1768,009;4;217448,4696;181092,7344
Hortikultura;Pepaya;Jawa Timur;2024;190,2028149;1714,524;4;191582,3558;125140,0703
Hortikultura;Pepaya;Jawa Timur;2025;176,2791546;1754,003667;4;194826,9505;134382,875
Hortikultura;Rambutan;Jawa Timur;2012;8,631154953;12165;2;106553,4133;105237,3203
Hortikultura;Rambutan;Jawa Timur;2013;7,352305299;12211;2;92002,65807;97536,78906
Hortikultura;Rambutan;Jawa Timur;2014;6,538606302;18598;2;112129,6147;108119,9453
Hortikultura;Rambutan;Jawa Timur;2015;0,776661112;19204;2;42791,12703;37098,70313
Hortikultura;Rambutan;Jawa Timur;2016;6,502139393;14920,12;2;95864,26894;84778,51563
Hortikultura;Rambutan;Jawa Timur;2017;7,755021188;13958,35;2;105825,9233;102336,6016
Hortikultura;Rambutan;Jawa Timur;2018;7,338636654;18675,09;2;131504,3028;116820,3516
Hortikultura;Rambutan;Jawa Timur;2019;7,7267446;16981,11;2;134953,0331;143925,2031
Hortikultura;Rambutan;Jawa Timur;2020;8,420472986;15066;2;135032,247;139323,3125
Hortikultura;Rambutan;Jawa Timur;2021;8,176441344;15067,71;2;128486,3202;138870,0625
Hortikultura;Rambutan;Jawa Timur;2022;10,55523422;14727,3;2;131380,197;137806,75
Hortikultura;Rambutan;Jawa Timur;2023;9,580131102;13569,55;2;170669,6809;145144,2969
Hortikultura;Rambutan;Jawa Timur;2024;10,0503117;14784,95;2;133720,546;137622,5469
Hortikultura;Rambutan;Jawa Timur;2025;10,06189234;14360,6;2;160531,1678;157273,5938
Hortikultura;Salak;Jawa Timur;2012;38,36984925;1990;1;82120,15702;80533,26563
Hortikultura;Salak;Jawa Timur;2013;41,59872611;1413;1;61612,93184;67902,28125
Hortikultura;Salak;Jawa Timur;2014;45,13648649;1480;1;64164,13098;67225,36719
Hortikultura;Salak;Jawa Timur;2015;6,095182821;1723;1;33477,73778;51465,19531
Hortikultura;Salak;Jawa Timur;2016;44,10648139;1671,879;1;59857,20295;41454,70313
Hortikultura;Salak;Jawa Timur;2017;50,93374843;1907,6605;1;79878,91343;64294,57422
Hortikultura;Salak;Jawa Timur;2018;45,09642197;2260,5585;1;100529,48;78021,98438
Hortikultura;Salak;Jawa Timur;2019;41,72557361;2451,324;1;103659,9691;100293,9219
Hortikultura;Salak;Jawa Timur;2020;58,63543332;2405,933;3;125636,1512;114675,3359
Hortikultura;Salak;Jawa Timur;2021;86,60184174;2431,6725;3;183568,9605;157042,375
Hortikultura;Salak;Jawa Timur;2022;84,82751765;2353,3045;3;222870,9356;206572,1875
Hortikultura;Salak;Jawa Timur;2023;126,6904927;3045,4585;3;227712,876;195612,8281
Hortikultura;Salak;Jawa Timur;2024;135,4874025;3033,3585;2;175042,9321;119410,7578
Hortikultura;Salak;Jawa Timur;2025;115,668471;3033,3585;2;153896,1963;86655,77344
Hortikultura;Semangka;Jawa Timur;2012;173,87;7834;2;123581,1495;132100,8438
Hortikultura;Semangka;Jawa Timur;2013;174,5;7624;2;141285,4044;191210,8281
Hortikultura;Semangka;Jawa Timur;2014;187,09;8841;2;165560,6781;184932,7813
Hortikultura;Semangka;Jawa Timur;2015;156,53;9808;2;1087683,023;1125073,25
Hortikultura;Semangka;Jawa Timur;2016;153,35;8461;4;173619,4566;146805,5781
Hortikultura;Semangka;Jawa Timur;2017;163,18;7372;2;200913,5753;119902,7109
Hortikultura;Semangka;Jawa Timur;2018;154,67;8195;2;156868,8669;122055,3281
Hortikultura;Semangka;Jawa Timur;2019;157,46;9450;2;170129,7007;211067,0469
Hortikultura;Semangka;Jawa Timur;2020;171,35;7735,25;2;232909,6057;166289,8438
Hortikultura;Semangka;Jawa Timur;2021;178,17;7758,98;2;142031,7243;163942,7188
Hortikultura;Semangka;Jawa Timur;2022;177,07;5498,3;2;197831,4264;186900,0156
Hortikultura;Semangka;Jawa Timur;2023;184,33;5853,75;2;118361,2415;168892,6875
Hortikultura;Semangka;Jawa Timur;2024;176,41;6369,27;2;154455,5689;233044,2656
Hortikultura;Semangka;Jawa Timur;2025;179,27;5907,106667;2;155968,4511;136745,2969
Hortikultura;Tomat;Jawa Timur;2012;133;4663;4;78355,51451;73897,04688
Hortikultura;Tomat;Jawa Timur;2013;133,3;4757;4;93182,75665;80608,48438
Hortikultura;Tomat;Jawa Timur;2014;142,37;4555;4;84456,9782;83693,96094
Hortikultura;Tomat;Jawa Timur;2015;134,81;4389;4;415802,8175;348336,8125
Hortikultura;Tomat;Jawa Timur;2016;143,58;4229;1;65629,677;64653,76563
Hortikultura;Tomat;Jawa Timur;2017;156,27;4272;4;67417,59661;84686,07031
Hortikultura;Tomat;Jawa Timur;2018;163,96;4000;4;68837,40756;61766,375
Hortikultura;Tomat;Jawa Timur;2019;160,51;4645;4;89878,01823;91777,89844
Hortikultura;Tomat;Jawa Timur;2020;164,24;5109,5;4;86096,23349;91944,36719
Hortikultura;Tomat;Jawa Timur;2021;176,23;5284,16;4;116034,8166;116689,7031
Hortikultura;Tomat;Jawa Timur;2022;199,53;5116,99;4;90848,73434;97332,14063
Hortikultura;Tomat;Jawa Timur;2023;220,59;4718,71;4;119149,1349;104951,7813
Hortikultura;Tomat;Jawa Timur;2024;212,32;5333,35;4;123051,3839;175018,2969
Hortikultura;Tomat;Jawa Timur;2025;210,8133333;5056,35;4;122148,8381;166538,8594
Hortikultura;Alpukat;Jawa Timur;2012;107,7;4652;4;50518,5743;57577,72656
Hortikultura;Alpukat;Jawa Timur;2013;0,91;587691;3;70708,97918;38616,37109
Hortikultura;Alpukat;Jawa Timur;2014;93,16;5870;2;65378,31108;55215,32813
Hortikultura;Alpukat;Jawa Timur;2015;111,65;6997;4;82885,53296;142668,3125
Hortikultura;Alpukat;Jawa Timur;2016;105,76;6856;2;78825,98482;75467,24219
Hortikultura;Alpukat;Jawa Timur;2017;118,81;6571;2;77697,9426;85026,17969
Hortikultura;Alpukat;Jawa Timur;2018;108,28;10009,46;2;97737,0858;100466,2344
Hortikultura;Alpukat;Jawa Timur;2019;98,31;10305,35;2;110403,5944;107102,5469
Hortikultura;Alpukat;Jawa Timur;2020;158,1;11115,32;2;150203,4904;138796,9063
Hortikultura;Alpukat;Jawa Timur;2021;125,57;12628,52;2;172914,7291;157774,7969
Hortikultura;Alpukat;Jawa Timur;2022;138,47;13234,11;2;171004,8097;171862,2969
Hortikultura;Alpukat;Jawa Timur;2023;141,46;13179,61;2;200807,9552;180726,8125
Hortikultura;Alpukat;Jawa Timur;2024;177,01;13753,84;2;199094,7877;180330,7656
Hortikultura;Alpukat;Jawa Timur;2025;85,02;8,456666667;1;92,66737333;12990,27246
Hortikultura;Mangga;Jawa Timur;2012;10,97777836;76547;3;757768,3034;813520,3125
Hortikultura;Mangga;Jawa Timur;2013;8,078275632;98958;4;801218,3022;792856,1875
Hortikultura;Mangga;Jawa Timur;2014;8,974197627;102820;4;828743,5195;912666,3125
Hortikultura;Mangga;Jawa Timur;2015;1,010725742;79808;4;363340,3228;113251,3281
Hortikultura;Mangga;Jawa Timur;2016;9,386167229;69857,3;3;532918,5245;552514,5625
Hortikultura;Mangga;Jawa Timur;2017;10,11400212;88846,59;3;810103,4192;835439,25
Hortikultura;Mangga;Jawa Timur;2018;9,588270099;110481,41;4;942300,7168;985382
Hortikultura;Mangga;Jawa Timur;2019;10,42187528;110164,55;4;1085340,081;1130614
Hortikultura;Mangga;Jawa Timur;2020;12,14790188;106434,8;4;1204984,489;1222367,5
Hortikultura;Mangga;Jawa Timur;2021;11,37000826;104916,02;4;1183680,868;1201120,625
Hortikultura;Mangga;Jawa Timur;2022;16,03814794;99356,5;4;1111867,081;1087900
Hortikultura;Mangga;Jawa Timur;2023;15,03071777;99056,5;4;1281744,306;1033879,625
Hortikultura;Mangga;Jawa Timur;2024;16,49713322;87402,55;4;1244613,378;1029950,438
Hortikultura;Mangga;Jawa Timur;2025;15,85533298;95271,85;4;1266751,51;1027776,625
Hortikultura;Manggis;Jawa Timur;2012;6,525660964;1286;3;9588,514276;16115,2334
Hortikultura;Manggis;Jawa Timur;2013;9,016885553;1599;3;12963,38607;15417,02832
Hortikultura;Manggis;Jawa Timur;2014;5,060590095;1898;3;10257,43856;14778,81738
Hortikultura;Manggis;Jawa Timur;2015;1,063639614;2797;3;4933,759192;8115,00293
Hortikultura;Manggis;Jawa Timur;2016;5,010100958;3841,22;3;16569,47561;18979,70508
Hortikultura;Manggis;Jawa Timur;2017;11,44324595;1458,31;4;17139,21556;22806,43164
Hortikultura;Manggis;Jawa Timur;2018;8,462729143;3824,57;4;29263,70458;24764,54883
Hortikultura;Manggis;Jawa Timur;2019;6,197216821;3466,54;4;24929,40503;36512,39844
Hortikultura;Manggis;Jawa Timur;2020;10,71164128;4076,27;4;38671,9972;39593,03906
Hortikultura;Manggis;Jawa Timur;2021;9,483393209;3340,26;2;41305,25698;43395,02344
Hortikultura;Manggis;Jawa Timur;2022;17,95261151;4532,05;4;44176,43762;45649,19141
Hortikultura;Manggis;Jawa Timur;2023;15,66725261;5377,1;2;70892,41998;75792,09375
Hortikultura;Manggis;Jawa Timur;2024;12,74588408;5207,58;2;102202,0475;81108,65625
Hortikultura;Manggis;Jawa Timur;2025;15,4552494;5038,91;2;71803,46075;75918,10938
Hortikultura;Durian;Jawa Timur;2012;18,55631079;8533;4;139786,9701;108203,0703
Hortikultura;Durian;Jawa Timur;2013;16,71175615;10774,87;4;174146,0468;154284,7344
Hortikultura;Durian;Jawa Timur;2014;15,54653209;10799;4;191931,3166;196807,8906
Hortikultura;Durian;Jawa Timur;2015;15,77450054;14816;4;219708,5801;362748,0625
Hortikultura;Durian;Jawa Timur;2016;13,26425641;15205,27;3;213401,8773;253425,9531
Hortikultura;Durian;Jawa Timur;2017;16,21564117;14057,52;3;247352,4019;223779,9844
Hortikultura;Durian;Jawa Timur;2018;15,39049486;17960,8;3;254551,4512;224086,7656
Hortikultura;Durian;Jawa Timur;2019;15,48196346;18688,45;3;284986,9818;365916,5938
Hortikultura;Durian;Jawa Timur;2020;14,93083724;18471,53;3;298707,5799;292195,7188
Hortikultura;Durian;Jawa Timur;2021;17,04655275;16151,01;3;274101,945;302458
Hortikultura;Durian;Jawa Timur;2022;21,91755026;19158,75;3;276383,8665;327815,9375
Hortikultura;Durian;Jawa Timur;2023;22,91130548;21315,07;3;426183,0834;394820,3438
Hortikultura;Durian;Jawa Timur;2024;26,46636178;21933,86;3;474234,0539;436365,9688
Hortikultura;Durian;Jawa Timur;2025;23,77;20802,56;3;558989,4728;515094,3125
Hortikultura;Wortel;Jawa Timur;2012;184,75;4903;2;168707,0403;176457,7188
Hortikultura;Wortel;Jawa Timur;2013;165,8;3993;2;92223,03337;185976,1094
Hortikultura;Wortel;Jawa Timur;2014;197,51;2473;3;91538,01418;105228,0703
Hortikultura;Wortel;Jawa Timur;2015;195,93;2480;3;344155,7762;347957,375
Hortikultura;Wortel;Jawa Timur;2016;205,01;2903;2;56213,72333;69064,03125
Hortikultura;Wortel;Jawa Timur;2017;216,48;2829;2;67638,39243;80583,96094
Hortikultura;Wortel;Jawa Timur;2018;176,22;4119;2;85313,12441;75811,57031
Hortikultura;Wortel;Jawa Timur;2019;99,26;9169;2;115628,7834;117389,7891
Hortikultura;Wortel;Jawa Timur;2020;83,19;9664;2;89957,43103;135055,4063
Hortikultura;Wortel;Jawa Timur;2021;173,57;5281,28;2;96306,86066;106824,5313
Hortikultura;Wortel;Jawa Timur;2022;199,46;4495,38;2;102025,1926;106374,3203
Hortikultura;Wortel;Jawa Timur;2023;184,69;4179,54;2;98309,53042;119048,9609
Hortikultura;Wortel;Jawa Timur;2024;173,96;6139,03;2;99216,30078;168302,1406
Hortikultura;Wortel;Jawa Timur;2025;186,0366667;4937,983333;2;310359,0644;117708,0391
Pangan;Kacang Tanah;Kalimantan Selatan;2012;12,18;10162;2;12606,77416;12396,65918
Pangan;Kacang Tanah;Kalimantan Selatan;2013;12,28;9148;2;11384,04459;11368,74609
Pangan;Kacang Tanah;Kalimantan Selatan;2014;12,15;9744;2;11925,31966;7672,446289
Pangan;Kacang Tanah;Kalimantan Selatan;2015;12,3;7413;2;9844,047433;12375,02344
Pangan;Kacang Tanah;Kalimantan Selatan;2016;12,29;8086;2;9644,145617;10167,44727
Pangan;Kacang Tanah;Kalimantan Selatan;2017;12,9;6096,6;2;8699,086584;9436,327148
Pangan;Kacang Tanah;Kalimantan Selatan;2018;0;5214;3;7230,572891;11459,24707
Pangan;Kacang Tanah;Kalimantan Selatan;2019;0;4368;3;4957,531173;6501,235352
Pangan;Kacang Tanah;Kalimantan Selatan;2020;0;3006,1;3;3482,275962;2984,006104
Pangan;Kacang Tanah;Kalimantan Selatan;2021;0;2557,9;3;3443,62809;3769,893799
Pangan;Kacang Tanah;Kalimantan Selatan;2022;0;1589,6;3;2888,453781;3070,557617
Pangan;Kacang Tanah;Kalimantan Selatan;2023;12,88;1648;2;2657,737224;2441,97876
Pangan;Kacang Tanah;Kalimantan Selatan;2024;11,63;2012;2;2486,422611;2911,585205
Pangan;Kacang Tanah;Kalimantan Selatan;2025;12,85714286;1680;2;2256,676137;2703,121826
Pangan;Kacang Tanah;Kalimantan Tengah;2012;11,22;687;2;737,9518225;-188,1483765
Pangan;Kacang Tanah;Kalimantan Tengah;2013;11,24;564;2;736,9706349;-438,6338806
Pangan;Kacang Tanah;Kalimantan Tengah;2014;11,26;470;2;526,7241011;-651,7723389
Pangan;Kacang Tanah;Kalimantan Tengah;2015;11,25;0;2;54,04081233;-1541,012573
Pangan;Kacang Tanah;Kalimantan Tengah;2016;11,43;384;2;446,8760667;219,9586182
Pangan;Kacang Tanah;Kalimantan Tengah;2017;11,59;313,2;2;354,4744627;36,25011444
Pangan;Kacang Tanah;Kalimantan Tengah;2018;0;323,6;3;381,9738124;-238,621994
Pangan;Kacang Tanah;Kalimantan Tengah;2019;0;268,3407812;3;285,2090869;-423,5896912
Pangan;Kacang Tanah;Kalimantan Tengah;2020;0;265,4;3;278,4431283;-423,5896912
Pangan;Kacang Tanah;Kalimantan Tengah;2021;0;250,6;3;312,6700716;-423,5896912
Pangan;Kacang Tanah;Kalimantan Tengah;2022;0;17,7;3;240,6606434;-423,5896912
Pangan;Kacang Tanah;Kalimantan Tengah;2023;13,38;167;2;3397,811253;-224,8936768
Pangan;Kacang Tanah;Kalimantan Tengah;2024;13,18;134;2;189,876974;36,25011444
Pangan;Kacang Tanah;Kalimantan Tengah;2025;12,76315789;152;2;404,8512807;36,25011444
Pangan;Kacang Tanah;Kalimantan Timur;2012;12,23;1479;2;1810,86234;1458,49939
Pangan;Kacang Tanah;Kalimantan Timur;2013;13,13;1330;2;1538,605572;462,0413208
Pangan;Kacang Tanah;Kalimantan Timur;2014;12,78;1189;2;1452,779109;-104,2181244
