subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;prediksi_random_forest;prediksi_xgboost
Hortikultura;Bawang Merah;Aceh;2012;54,26;808;1;4085,786167;3488,881104
Hortikultura;Bawang Merah;Aceh;2013;67,8;547;1;4220,28367;2833,503662
Hortikultura;Bawang Merah;Aceh;2014;78,81;851;1;6249,616253;4736,239258
Hortikultura;Bawang Merah;Aceh;2015;73,95;776;1;6171,65143;23655,51953
Hortikultura;Bawang Merah;Aceh;2016;0;741;1;5993,606545;5432,473145
Hortikultura;Bawang Merah;Aceh;2017;75,34;1174;1;8838,989912;4947,780273
Hortikultura;Bawang Merah;Aceh;2018;74,34;917;4;7982,064243;6229,347656
Hortikultura;Bawang Merah;Aceh;2019;78,02;1133;4;8218,033451;6095,825684
Hortikultura;Bawang Merah;Aceh;2020;76,47;1470,65;4;10441,06558;10899,3291
Hortikultura;Bawang Merah;Aceh;2021;85,14;1190,46;4;10445,42053;7753,904785
Hortikultura;Bawang Merah;Aceh;2022;81,48;1236;4;10524,79376;7753,904785
Hortikultura;Bawang Merah;Aceh;2023;92,74;1474,24;4;10841,63377;11156,25293
Hortikultura;Bawang Merah;Aceh;2024;92,97;1418,19;4;15374,0461;14290,06543
Hortikultura;Bawang Merah;Aceh;2025;89,06333333;1376,143333;4;13985,25739;14290,06543
Hortikultura;Buncis;Aceh;2012;0;320;1;3280,366723;3540,012451
Hortikultura;Buncis;Aceh;2013;152,1;257;1;5410,353953;2287,223633
Hortikultura;Buncis;Aceh;2014;149,36;244;3;5869,797188;3891,937256
Hortikultura;Buncis;Aceh;2015;126,81;160;3;16165,41388;30362,23047
Hortikultura;Buncis;Aceh;2016;144,16;142;3;3358,267862;11441,30176
Hortikultura;Buncis;Aceh;2017;158,98;128;3;1961,85331;6468,319336
Hortikultura;Buncis;Aceh;2018;185,95;88;3;1731,987953;8706,848633
Hortikultura;Buncis;Aceh;2019;159,32;78;3;1671,70529;672,1472168
Hortikultura;Buncis;Aceh;2020;138,24;78;3;1594,9265;-999,4160156
Hortikultura;Buncis;Aceh;2021;72,73;80,4;3;1160,030697;-145,5049744
Hortikultura;Buncis;Aceh;2022;63,16;78,5;3;1684,377339;733,4768066
Hortikultura;Buncis;Aceh;2023;49,51;126,25;3;1000,895513;778,3179932
Hortikultura;Buncis;Aceh;2024;31,85;58,5;3;705,0123933;2147,986816
Hortikultura;Buncis;Aceh;2025;48,17333333;87,75;3;452,3884817;804,3164063
Hortikultura;Cabai Rawit;Aceh;2012;12,12782663;3184;1;34482,07081;28860,70313
Hortikultura;Cabai Rawit;Aceh;2013;11,83843921;3101;3;36811,62894;40633,90234
Hortikultura;Cabai Rawit;Aceh;2014;13,86935992;3812;3;49358,89656;41893,10547
Hortikultura;Cabai Rawit;Aceh;2015;16,36162177;3601;3;54139,00554;81238,14063
Hortikultura;Cabai Rawit;Aceh;2016;15,16999019;3059;3;50655,61411;49928,53125
Hortikultura;Cabai Rawit;Aceh;2017;14,94021105;3601;3;52906,27157;45688,89844
Hortikultura;Cabai Rawit;Aceh;2018;15,73452291;3951;3;58982,21555;52949,33203
Hortikultura;Cabai Rawit;Aceh;2019;15,29574889;4046;3;63342,50947;53931,21484
Hortikultura;Cabai Rawit;Aceh;2020;14,40330459;4497,69;3;63884,64016;59249,98828
Hortikultura;Cabai Rawit;Aceh;2021;12,62999995;4092,34;3;56388,74969;57799,08203
Hortikultura;Cabai Rawit;Aceh;2022;14,07786712;4639,07;3;54489,29199;57755,35156
Hortikultura;Cabai Rawit;Aceh;2023;13,58342573;5368,32;3;62462,83509;54924,84766
Hortikultura;Cabai Rawit;Aceh;2024;11,95740094;5393,64;3;68318,24057;70090,64063
Hortikultura;Cabai Rawit;Aceh;2025;13,20623126;5133,676667;3;62698,16804;64479,52734
Hortikultura;Jeruk Besar;Aceh;2012;41,97111913;277;1;11040,8615;13505,6123
Hortikultura;Jeruk Besar;Aceh;2013;39,23793103;290;1;11449,9912;13094,72949
Hortikultura;Jeruk Besar;Aceh;2014;35,86725664;339;1;11764,53678;10166,10254
Hortikultura;Jeruk Besar;Aceh;2015;3,434285714;350;1;1906,601509;7426,354004
Hortikultura;Jeruk Besar;Aceh;2016;32,98012693;406,0384615;1;12563,69591;5440,914551
Hortikultura;Jeruk Besar;Aceh;2017;39,56285754;319,3525641;1;12507,08566;11035,78027
Hortikultura;Jeruk Besar;Aceh;2018;20,91732029;355,97294;1;8659,682061;10379,81641
Hortikultura;Jeruk Besar;Aceh;2019;26,76571006;318,66033;4;8698,269061;7506,786133
Hortikultura;Jeruk Besar;Aceh;2020;31,01329587;409,56695;4;11724,56458;7945,905762
Hortikultura;Jeruk Besar;Aceh;2021;20,9868772;487,01257;4;10697,87832;10790,00781
Hortikultura;Jeruk Besar;Aceh;2022;22,11448175;364,62003;4;10494,44942;8171,019531
Hortikultura;Jeruk Besar;Aceh;2023;21,02640973;355,50501;4;10278,56381;8171,019531
Hortikultura;Jeruk Besar;Aceh;2024;26,71844312;315,85916;4;8335,749811;7249,867188
Hortikultura;Jeruk Besar;Aceh;2025;23,28644487;345,3280667;4;10719,35155;7588,177246
Hortikultura;Kentang;Aceh;2012;144,35;474;2;9529,04756;2841,261475
Hortikultura;Kentang;Aceh;2013;163,4;692;2;10484,62855;4965,686523
Hortikultura;Kentang;Aceh;2014;235,72;3560;2;59483,88799;52348,65625
Hortikultura;Kentang;Aceh;2015;215,73;3247;2;547808,4694;603700,25
Hortikultura;Kentang;Aceh;2016;239,35;2633;4;62635,49358;90674,25
Hortikultura;Kentang;Aceh;2017;220,3;2177;2;54887,6986;103582,5469
Hortikultura;Kentang;Aceh;2018;184,83;803;2;24451,66408;25647,06445
Hortikultura;Kentang;Aceh;2019;122,48;2166;2;67306,09067;62638,73047
Hortikultura;Kentang;Aceh;2020;118,35;1014,5;2;38276,33003;42582,08203
Hortikultura;Kentang;Aceh;2021;112,33;1424,2;2;24947,53789;31317,99805
Hortikultura;Kentang;Aceh;2022;101,59;1407,1;2;36758,67837;31806,43555
Hortikultura;Kentang;Aceh;2023;115,89;786;2;34328,85204;13464,58203
Hortikultura;Kentang;Aceh;2024;80,29;1373;2;21995,83066;12686,78125
Hortikultura;Kentang;Aceh;2025;99,25666667;1188,7;2;21213,49344;5083,281738
Hortikultura;Ketimun;Aceh;2012;96,73;2448;3;26124,307;26666,10742
Hortikultura;Ketimun;Aceh;2013;78,7;2319;3;22946,39335;31313,25977
Hortikultura;Ketimun;Aceh;2014;75,59;1978;3;23699,08482;26739,73438
Hortikultura;Ketimun;Aceh;2015;91,52;1796;3;122742,4721;52804,23828
Hortikultura;Ketimun;Aceh;2016;85,88;1704;3;32770,09767;51678,71094
Hortikultura;Ketimun;Aceh;2017;94,11;1405;3;14150,67521;40119,41797
Hortikultura;Ketimun;Aceh;2018;104,11;1375;1;19240,069;38795,08203
Hortikultura;Ketimun;Aceh;2019;110,77;1421;1;16810,67148;16566,76953
Hortikultura;Ketimun;Aceh;2020;95,7;1501,05;1;17380,48832;16388,69922
Hortikultura;Ketimun;Aceh;2021;86,92;1488,26;1;15662,11901;17337,16992
Hortikultura;Ketimun;Aceh;2022;96,59;1418,59;1;14052,38523;17319,9707
Hortikultura;Ketimun;Aceh;2023;97,68;1521,67;1;17124,74413;17337,16992
Hortikultura;Ketimun;Aceh;2024;109,11;1567,92;1;18192,92567;17337,16992
Hortikultura;Ketimun;Aceh;2025;101,1266667;1502,726667;1;28779,85258;21276,47266
Hortikultura;Kubis;Aceh;2012;191,21;225;4;5050,32319;8307,489258
Hortikultura;Kubis;Aceh;2013;227,8;262;4;5904,04218;6316,680664
Hortikultura;Kubis;Aceh;2014;224,72;400;4;11983,57851;8847,336914
Hortikultura;Kubis;Aceh;2015;201,63;277;4;42499,09616;118686,9922
Hortikultura;Kubis;Aceh;2016;262,18;310;4;15389,63963;29087,59961
Hortikultura;Kubis;Aceh;2017;258,12;325;4;12781,72661;20177,92969
Hortikultura;Kubis;Aceh;2018;229,05;277;4;8294,355933;18880,09375
Hortikultura;Kubis;Aceh;2019;269,5;388;4;11128,00262;6409,947754
Hortikultura;Kubis;Aceh;2020;132,39;458,5;4;12876,86912;4019,67334
Hortikultura;Kubis;Aceh;2021;149,83;281,95;4;5587,387655;704,9128418
Hortikultura;Kubis;Aceh;2022;200,45;314;4;6208,787571;6035,506836
Hortikultura;Kubis;Aceh;2023;189,2;454,14;4;11653,47259;3150,392334
Hortikultura;Kubis;Aceh;2024;126,68;270,26;4;17470,25652;-899,7943115
Hortikultura;Kubis;Aceh;2025;172,11;346,1333333;4;4679,401027;1221,317505
Hortikultura;Nanas;Aceh;2012;181,6666667;3;1;673,6079833;2510,31665
Hortikultura;Nanas;Aceh;2013;123,75;4;1;542,5491733;762,7521973
Hortikultura;Nanas;Aceh;2014;117,1666667;6;1;650,1295533;1537,957764
Hortikultura;Nanas;Aceh;2015;26,33333333;3;1;184,70133;-111,8710632
Hortikultura;Nanas;Aceh;2016;161,9340291;4,00904;1;595,79037;3896,379639
Hortikultura;Nanas;Aceh;2017;115,0845254;4,4602;1;522,9343133;-430,7223816
Hortikultura;Nanas;Aceh;2018;178,3119525;6,74436;1;956,1757867;3822,587158
Hortikultura;Nanas;Aceh;2019;242,3821599;4,71656;4;1045,26378;6348,902344
Hortikultura;Nanas;Aceh;2020;257,0706516;5,2766;4;1254,693783;6739,314941
Hortikultura;Nanas;Aceh;2021;232,237841;3,16144;4;942,7342833;6457,495117
Hortikultura;Nanas;Aceh;2022;673,8973515;31,81068;4;2071,400768;6787,491211
Hortikultura;Nanas;Aceh;2023;718,277442;27,631;4;19090,9026;18668,80469
Hortikultura;Nanas;Aceh;2024;879,6518383;22,17188;4;19272,64853;19843,52539
Hortikultura;Nanas;Aceh;2025;757,2755439;27,20452;4;26745,92843;25897,68164
Hortikultura;Nangka;Aceh;2012;21,21896163;443;4;9303,085033;6401,019043
Hortikultura;Nangka;Aceh;2013;0;0;4;6943,952744;7835,69043
Hortikultura;Nangka;Aceh;2014;17,81377551;392;4;7620,554031;6817,102539
Hortikultura;Nangka;Aceh;2015;1,65961945;473;4;1958,91017;4012,614746
Hortikultura;Nangka;Aceh;2016;16,50417477;437,15;4;6906,125833;3597,899658
Hortikultura;Nangka;Aceh;2017;16,23576143;513,57;1;8011,262494;5596,035645
Hortikultura;Nangka;Aceh;2018;13,85970829;593,05;1;8104,671985;6166,898926
Hortikultura;Nangka;Aceh;2019;13,37974424;633,4;1;8444,885907;8128,868652
Hortikultura;Nangka;Aceh;2020;14,31099723;660,53;1;9005,909603;8128,868652
Hortikultura;Nangka;Aceh;2021;12,39494702;678,61;1;8632,640547;8128,868652
Hortikultura;Nangka;Aceh;2022;21,43420832;704,77;1;10162,67844;8213,216797
Hortikultura;Nangka;Aceh;2023;14,89186231;619,34;1;13030,38701;11168,1748
Hortikultura;Nangka;Aceh;2024;17,80466329;582,85;1;9517,736481;8403,353516
Hortikultura;Nangka;Aceh;2025;18,04357797;635,6533333;1;10586,77605;8470,128906
Hortikultura;Pepaya;Aceh;2012;89,53571429;140;2;13087,73883;12310,80371
Hortikultura;Pepaya;Aceh;2013;84,7;120;2;10600,9337;12138,62988
Hortikultura;Pepaya;Aceh;2014;83,58064516;124;2;10242,99843;9318,003906
Hortikultura;Pepaya;Aceh;2015;9,097560976;123;2;2008,651613;6439,572754
Hortikultura;Pepaya;Aceh;2016;102,0697081;125,38;2;11967,02431;5351,572266
Hortikultura;Pepaya;Aceh;2017;98,31925343;124,409;2;12386,2047;11518,62988
Hortikultura;Pepaya;Aceh;2018;55,23749948;193,432;2;10745,4795;11779,01758
Hortikultura;Pepaya;Aceh;2019;54,55160356;252,812;2;12777,00234;9260,461914
Hortikultura;Pepaya;Aceh;2020;86,89161537;279,929;1;21266,6464;13224,25
Hortikultura;Pepaya;Aceh;2021;108,1263634;296,328;1;28801,10824;19487,41016
Hortikultura;Pepaya;Aceh;2022;142,9490437;287,148;1;32168,01596;22632,4043
Hortikultura;Pepaya;Aceh;2023;127,7345171;208,439;1;31659,61594;25039,60352
Hortikultura;Pepaya;Aceh;2024;132,3916534;218,484;1;29568,99532;24693,34375
Hortikultura;Pepaya;Aceh;2025;134,3584047;238,0236667;1;31900,44523;24218,49609
Hortikultura;Rambutan;Aceh;2012;6,458029979;4670;4;30152,61404;27812,20898
Hortikultura;Rambutan;Aceh;2013;6,608493151;3650;4;24982,28253;30699,13867
Hortikultura;Rambutan;Aceh;2014;9,8756368;3337;4;31706,17834;40434,07813
Hortikultura;Rambutan;Aceh;2015;0,893695921;1618;4;8665,087565;14029,69336
Hortikultura;Rambutan;Aceh;2016;5,370381234;3068,46;4;18389,81867;17632,31641
Hortikultura;Rambutan;Aceh;2017;6,51669714;3002,61;4;21318,2656;17677,03906
Hortikultura;Rambutan;Aceh;2018;4,25700978;4622,47;4;18629,48265;18635,50977
Hortikultura;Rambutan;Aceh;2019;4,649530801;4871,07;4;21597,78175;23026,39453
Hortikultura;Rambutan;Aceh;2020;5,1936441;4166,68;1;22816,2656;21340,17773
Hortikultura;Rambutan;Aceh;2021;6,464740782;6003,82;1;35460,84788;30913,89648
Hortikultura;Rambutan;Aceh;2022;7,602177517;5284,46;1;38192,91227;38574,44141
Hortikultura;Rambutan;Aceh;2023;9,734780593;4874,04;1;41072,24271;45432,30859
Hortikultura;Rambutan;Aceh;2024;8,629700105;4174,8;1;42385,91947;42429,38672
Hortikultura;Rambutan;Aceh;2025;8,655552738;4777,766667;1;40292,94332;42870,15625
Hortikultura;Salak;Aceh;2012;42,125;8;1;400,9071167;1870,817261
Hortikultura;Salak;Aceh;2013;21,875;8;1;224,7480667;-185,0108948
Hortikultura;Salak;Aceh;2014;29;8;1;597,8573333;636,1695557
Hortikultura;Salak;Aceh;2015;2,571428571;7;1;62,69431667;-1276,773804
Hortikultura;Salak;Aceh;2016;26,26123805;8,7315;1;210,03217;1294,629883
Hortikultura;Salak;Aceh;2017;38,66354654;7,692;1;286,18347;303,405426
Hortikultura;Salak;Aceh;2018;23,763287;9,784;1;315,7667833;886,7380371
Hortikultura;Salak;Aceh;2019;22,48038127;13,9535;1;377,0038467;853,1055908
Hortikultura;Salak;Aceh;2020;75,37663789;19,69;3;1122,170733;759,4752197
Hortikultura;Salak;Aceh;2021;23,18384852;18,537;3;682,6908667;-45,29970169
Hortikultura;Salak;Aceh;2022;57,65991611;19,4305;3;901,0978762;789,9747314
Hortikultura;Salak;Aceh;2023;32,5599951;16,318;3;1107,568192;2078,690918
Hortikultura;Salak;Aceh;2024;82,96665831;33,9065;3;964,0142351;759,4752197
Hortikultura;Salak;Aceh;2025;57,72885651;33,9065;3;2621,224306;-2180,10376
Hortikultura;Semangka;Aceh;2012;138;1737;3;33994,5776;36129,15234
Hortikultura;Semangka;Aceh;2013;93,3;1610;3;23290,21357;41415,21875
Hortikultura;Semangka;Aceh;2014;104,5;1198;3;21699,08603;25453,73047
Hortikultura;Semangka;Aceh;2015;112,25;1422;3;113953,3125;64376,10156
Hortikultura;Semangka;Aceh;2016;94,87;1636;3;21691,67197;31015,58008
Hortikultura;Semangka;Aceh;2017;86,03;932;3;10823,60626;23117,97852
Hortikultura;Semangka;Aceh;2018;112,68;1213;3;14655,55369;21490,74023
Hortikultura;Semangka;Aceh;2019;114,12;830;1;13065,3476;17190,59766
Hortikultura;Semangka;Aceh;2020;92,18;897,2;1;9347,597063;12288,77441
Hortikultura;Semangka;Aceh;2021;91,13;847,7;1;8616,850733;12428,43262
Hortikultura;Semangka;Aceh;2022;62,67;816,99;1;8135,517603;7611,888184
Hortikultura;Semangka;Aceh;2023;72,63;879,38;1;7571,791203;6197,350098
Hortikultura;Semangka;Aceh;2024;64,9;858,22;1;7269,830837;6262,948242
Hortikultura;Semangka;Aceh;2025;66,73333333;851,53;1;7100,992262;5002,429688
Hortikultura;Tomat;Aceh;2012;176,8;1228;4;23979,09862;18364,3418
Hortikultura;Tomat;Aceh;2013;292,8;1190;4;37886,62608;25091,08594
Hortikultura;Tomat;Aceh;2014;264,62;1135;4;37187,59965;33186,49609
Hortikultura;Tomat;Aceh;2015;222,96;926;4;151503,2944;143283,6563
Hortikultura;Tomat;Aceh;2016;316,24;811;4;35810,67397;91293,875
Hortikultura;Tomat;Aceh;2017;349,87;747;4;34083,3757;44781,42578
Hortikultura;Tomat;Aceh;2018;289,43;680;4;29233,29655;51660,53516
Hortikultura;Tomat;Aceh;2019;280,99;741;4;51611,34565;26575,22461
Hortikultura;Tomat;Aceh;2020;302,51;686,96;4;21833,89167;20103,50195
Hortikultura;Tomat;Aceh;2021;232,57;503,34;4;15171,29252;20273,44141
Hortikultura;Tomat;Aceh;2022;153,85;574,96;4;14103,51189;11306,13672
Hortikultura;Tomat;Aceh;2023;227,72;633,71;4;16828,06659;16004,94434
Hortikultura;Tomat;Aceh;2024;171,39;638,51;4;21845,45038;11683,53027
Hortikultura;Tomat;Aceh;2025;184,32;615,7266667;4;13017,22489;10668,1123
Hortikultura;Alpukat;Aceh;2012;167,9;252;4;4829,260567;2458,659424
Hortikultura;Alpukat;Aceh;2013;2,48;26420;4;6418,539848;23888,27148
Hortikultura;Alpukat;Aceh;2014;212,8;264;4;6967,009189;1831,982178
Hortikultura;Alpukat;Aceh;2015;171;268;4;5009,744807;62351,24219
Hortikultura;Alpukat;Aceh;2016;152,31;330;4;5603,547571;917,9862061
Hortikultura;Alpukat;Aceh;2017;177,49;475;4;7656,988462;3833,799561
Hortikultura;Alpukat;Aceh;2018;93,63;944,52;4;9401,976953;4001,344971
Hortikultura;Alpukat;Aceh;2019;164,34;704,42;1;10737,9817;8450,603516
Hortikultura;Alpukat;Aceh;2020;190,37;1082,56;1;18609,58816;14206,87695
Hortikultura;Alpukat;Aceh;2021;326,27;1363,42;1;37038,59083;23418,67969
Hortikultura;Alpukat;Aceh;2022;560,09;1531,81;1;58009,71872;36899,82813
Hortikultura;Alpukat;Aceh;2023;568,38;1421,62;2;95185,28633;71630,21094
Hortikultura;Alpukat;Aceh;2024;510,38;1867,76;2;82100,00495;75209,20313
Hortikultura;Alpukat;Aceh;2025;92,92333333;306,12;1;4898,641215;1198,425171
Hortikultura;Mangga;Aceh;2012;19,16707139;2059;2;35507,05505;32524,62305
Hortikultura;Mangga;Aceh;2013;13,68816068;1892;2;36696,03729;34631,09766
Hortikultura;Mangga;Aceh;2014;14,55105438;1802;2;26977,8384;33639,00391
Hortikultura;Mangga;Aceh;2015;1,293425606;1445;2;5740,703526;13269,8916
Hortikultura;Mangga;Aceh;2016;10,79501657;1964,11;2;22487,45088;15396,3457
Hortikultura;Mangga;Aceh;2017;15,41505629;1125,51;2;17393,1827;16339,45215
Hortikultura;Mangga;Aceh;2018;7,514179627;2542,38;2;20833,72166;17418,25391
Hortikultura;Mangga;Aceh;2019;11,3303025;1900,47;2;21072,56047;21777,27148
Hortikultura;Mangga;Aceh;2020;9,890909995;2312,43;1;23061,10677;22584,85156
Hortikultura;Mangga;Aceh;2021;8,292192812;2626,81;1;23891,93008;22839,83203
Hortikultura;Mangga;Aceh;2022;13,49291304;2558,08;1;27878,47603;23822,91602
Hortikultura;Mangga;Aceh;2023;13,35340458;2278,55;1;32557,11821;31174,13867
Hortikultura;Mangga;Aceh;2024;14,25961501;2303,43;1;41287,82674;30523,52148
Hortikultura;Mangga;Aceh;2025;13,70197754;2380,02;1;33659,32605;30979,76953
Hortikultura;Manggis;Aceh;2012;14,32298137;161;3;2007,433293;805,2169189
Hortikultura;Manggis;Aceh;2013;115,75;12;4;1620,989159;1826,442139
Hortikultura;Manggis;Aceh;2014;13,87912088;91;4;1204,98346;-10981,6875
Hortikultura;Manggis;Aceh;2015;0,965217391;115;3;329,5852487;-1999,282959
Hortikultura;Manggis;Aceh;2016;9,007121337;146,04;3;1293,71048;1016,637817
Hortikultura;Manggis;Aceh;2017;11,5912158;81,51;3;1026,205178;987,7540283
Hortikultura;Manggis;Aceh;2018;5,421507575;215,18;1;1123,006846;699,6047974
Hortikultura;Manggis;Aceh;2019;6,782509506;131,5;1;1043,358677;986,8592529
Hortikultura;Manggis;Aceh;2020;7,638917595;261,27;1;1811,852072;958,1558838
Hortikultura;Manggis;Aceh;2021;7,000446512;481,51;1;2995,004957;1356,105713
Hortikultura;Manggis;Aceh;2022;8,226776898;382,83;1;3991,152766;2504,11792
Hortikultura;Manggis;Aceh;2023;6,49871042;434,25;1;4890,071112;2525,327881
Hortikultura;Manggis;Aceh;2024;12,43000168;298,45;1;3980,034513;2343,553467
Hortikultura;Manggis;Aceh;2025;9,051829665;371,8433333;1;4887,924329;2809,705566
Hortikultura;Durian;Aceh;2012;13,83525474;2689;1;34079,44444;25834,36719
Hortikultura;Durian;Aceh;2013;10,076025;1566,59;1;22611,45767;32750,2832
Hortikultura;Durian;Aceh;2014;17,26183206;1310;1;22753,80627;23908,26172
Hortikultura;Durian;Aceh;2015;17,61554404;965;2;18130,34663;38897,30078
Hortikultura;Durian;Aceh;2016;11,7423021;2034,32;1;23873,88708;22328,70703
Hortikultura;Durian;Aceh;2017;14,31406641;1483,89;1;21122,28549;21193,86523
Hortikultura;Durian;Aceh;2018;8,247084337;2928,15;1;25002,33411;21794,34375
Hortikultura;Durian;Aceh;2019;8,655818626;2767,32;1;24819,33043;29330,04297
Hortikultura;Durian;Aceh;2020;10,38920567;2696,88;1;27376,8855;29158,23047
Hortikultura;Durian;Aceh;2021;9,468540378;4849,2;1;42767,06874;44543,77734
Hortikultura;Durian;Aceh;2022;15,95426053;3551,55;2;48209,73441;38543,21484
Hortikultura;Durian;Aceh;2023;14,68615017;4168,57;2;618411,4513;52949,33203
Hortikultura;Durian;Aceh;2024;18,03515894;3849,86;2;67400,4008;52192,94922
Hortikultura;Durian;Aceh;2025;16,23;3856,66;2;66982,18429;52591,29297
Hortikultura;Wortel;Aceh;2012;124,54;130;3;3180,451293;2667,823975
Hortikultura;Wortel;Aceh;2013;147,3;151;3;2667,759207;1641,191772
Hortikultura;Wortel;Aceh;2014;130,17;242;3;4155,549989;2431,420166
Hortikultura;Wortel;Aceh;2015;119,67;174;3;15588,15976;30785,98047
Hortikultura;Wortel;Aceh;2016;164,48;128;3;3169,395947;18991,63867
Hortikultura;Wortel;Aceh;2017;164,82;104;3;2373,033118;5348,000488
Hortikultura;Wortel;Aceh;2018;142,67;66;3;1329,547813;2808,14624
Hortikultura;Wortel;Aceh;2019;110,41;91;3;1046,04102;193,7156067
Hortikultura;Wortel;Aceh;2020;129,86;71;3;1015,94707;303,0794067
Hortikultura;Wortel;Aceh;2021;95,46;40,75;3;606,8649614;99,69019318
Hortikultura;Wortel;Aceh;2022;63,8;34,5;1;876,4724295;978,671814
Hortikultura;Wortel;Aceh;2023;44,82;42,5;1;580,2954533;2501,091309
Hortikultura;Wortel;Aceh;2024;43,27;25,5;1;290,480635;2589,318848
Hortikultura;Wortel;Aceh;2025;50,63;34,16666667;1;223,70533;1049,511719
Pangan;Jagung;Aceh;2012;38,3;43675;2;177089,4687;124709,7188
Pangan;Jagung;Aceh;2013;40,33;44099;2;57223,85477;124553,8281
Pangan;Jagung;Aceh;2014;42,72;47357;2;54073,3618;69760,38281
Pangan;Jagung;Aceh;2015;42,7637751;47967;2;137595,3111;107040,6875
Pangan;Jagung;Aceh;2016;45,21949617;70024;2;252648,8575;203235,5625
Pangan;Jagung;Aceh;2017;47,51224991;81551,6;1;387256,3683;345722,8438
Pangan;Jagung;Aceh;2018;56,35755113;46013;1;272993,3364;274125,25
Pangan;Jagung;Aceh;2019;56,84744888;42648;1;241522,395;227842,4844
Pangan;Jagung;Aceh;2020;55,22061998;11581;1;106154,3454;172885,0313
Pangan;Jagung;Aceh;2021;56,20602527;10290;1;61634,8707;86307,08594
Pangan;Jagung;Aceh;2022;58,007066;12454;1;65112,94837;69465,00781
Pangan;Jagung;Aceh;2023;56,58416302;11728,37;1;70411,36984;53034,12891
Pangan;Jagung;Aceh;2024;51,78295342;10090;1;63333,75775;47099,40625
Pangan;Jagung;Aceh;2025;55,27;8456;1;59058,32987;57190,55078
Pangan;Jagung;Bali;2012;29,45;21008;2;64716,22092;64026,86328
Pangan;Jagung;Bali;2013;31,59;18223;2;58999,28271;55239,13281
Pangan;Jagung;Bali;2014;24,34;16685;2;48662,90321;47891,13672
Pangan;Jagung;Bali;2015;26,45836048;15346;2;43645,58477;57731,16016
Pangan;Jagung;Bali;2016;33,1722414;16802;2;48896,2012;48484,07813
Pangan;Jagung;Bali;2017;35,2212446;15627,5;2;53059,8193;59788,91797
Pangan;Jagung;Bali;2018;38,0144126;9457;2;43665,10467;57505,11328
Pangan;Jagung;Bali;2019;45,31612533;8368,2;1;39326,19159;46127,40625
Pangan;Jagung;Bali;2020;44,14101917;7928;1;39199,44945;39552,67578
Pangan;Jagung;Bali;2021;48,91469842;10246;1;47252,42785;41258,89063
Pangan;Jagung;Bali;2022;51,57119318;10317;1;59901,20549;52341,99609
Pangan;Jagung;Bali;2023;50,55304178;9277,78;1;56015,76423;52202,54297
Pangan;Jagung;Bali;2024;50,91916558;7670;1;48738,39924;43195,39063
Pangan;Jagung;Bali;2025;51;7479;1;40951,77596;38569,16406
Pangan;Jagung;Banten;2012;31,94;3074;2;13962,06292;23681,72656
Pangan;Jagung;Banten;2013;33,6;3583;2;12955,86268;14396,6748
Pangan;Jagung;Banten;2014;33,36;3152;2;12602,84692;11316,06738
Pangan;Jagung;Banten;2015;33,7407618;3518;2;13047,37401;11238,31152
Pangan;Jagung;Banten;2016;40,46814574;4913;2;17740,9918;17920,16016
Pangan;Jagung;Banten;2017;39,6535148;16018;2;52502,63308;25608,7793
Pangan;Jagung;Banten;2018;51,10006948;47497;1;189338,8001;132719,5156
Pangan;Jagung;Banten;2019;51,86684404;15786;1;108141,805;135623,4063
Pangan;Jagung;Banten;2020;69,07671419;2946;1;43159,59633;68393,08594
Pangan;Jagung;Banten;2021;68,27034884;1376;1;14062,58063;27323,69531
Pangan;Jagung;Banten;2022;76,76258993;1251;1;16960,50891;19427,91797
Pangan;Jagung;Banten;2023;74,81760377;1920,27;1;16238,33547;9519,035156
Pangan;Jagung;Banten;2024;60,02367424;2112;1;20517,97235;8376,394531
Pangan;Jagung;Banten;2025;55,39;2644;1;18474,36457;14161,69922
Pangan;Jagung;Bengkulu;2012;45,81;22653;2;98314,88488;78256,17188
Pangan;Jagung;Bengkulu;2013;51,48;18257;2;94332,27434;74397,9375
Pangan;Jagung;Bengkulu;2014;46,51;15643;2;79760,99597;85609,95313
Pangan;Jagung;Bengkulu;2015;52,07161882;10137;1;68518,31851;112235,5234
Pangan;Jagung;Bengkulu;2016;59,71369961;22424;1;104940,2544;83457,04688
Pangan;Jagung;Bengkulu;2017;58,05083417;25510,4;1;143027,9602;109441,6953
Pangan;Jagung;Bengkulu;2018;58,78956095;13871;1;107704,8838;126334,9688
Pangan;Jagung;Bengkulu;2019;56,79620478;21171,89;1;111444,3672;105331,9219
Pangan;Jagung;Bengkulu;2020;56,47853353;4146;1;64828,55033;63330,33203
Pangan;Jagung;Bengkulu;2021;61,73324419;5983;1;49031,10242;53392,79297
Pangan;Jagung;Bengkulu;2022;68,88355573;10417;1;42459,39004;46371,94141
Pangan;Jagung;Bengkulu;2023;63,81718423;7900,85;1;73416,14373;53524,37891
Pangan;Jagung;Bengkulu;2024;63,76331001;9861;1;56177,04179;63416,54688
Pangan;Jagung;Bengkulu;2025;63,86;10446;1;63221,00653;60655,13281
Pangan;Jagung;Daerah Istimewa Yogyakarta;2012;45,63;73766;2;423189,929;325522,6875
Pangan;Jagung;Daerah Istimewa Yogyakarta;2013;40,92;70772;2;298462,138;327272,25
Pangan;Jagung;Daerah Istimewa Yogyakarta;2014;46,15;67657;2;325447,9326;312251,0625
